,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2008-10-01,10.55,10.74,10.22,10.41,9.56899990945,13930200,0.0000,1.0,9.8962,10.1379,42.3477,42.3647,22.9755,0.0492,-0.3255,-0.3747,26.1726,-37.1406,0.0000,45.0000,9.8962,8.6653,11.1272,-594240865.4152,728245284.0000
2008-09-30,10.26,10.81,10.15,10.71,9.8447635956,16476100,0.0000,1.0,9.9537,10.1978,43.8651,61.6262,46.2066,0.0762,-0.3108,-0.3870,26.1312,-32.2096,0.0000,50.0000,9.9537,8.6826,11.2247,-590490426.9535,742175484.0000
2008-09-29,11.38,11.52,10.0,10.1,9.28404410043,24381000,0.0000,1.0,10.0277,10.2350,39.6907,70.1871,57.9121,0.0904,-0.3156,-0.4060,26.0876,-42.0473,0.0000,55.0000,10.0277,8.6251,11.4303,-601973769.3776,725699384.0000
2008-09-26,11.19,11.77,10.98,11.69,10.745591637,16171300,0.0000,1.0,10.1444,10.3351,48.6491,75.7271,80.7600,0.1684,-0.2601,-0.4286,26.0417,43.4592,0.0000,60.0000,10.1444,8.6251,11.6638,-580800795.6935,750080384.0000
2008-09-25,11.25,11.74,11.06,11.47,10.5433649339,14708200,0.0000,1.0,10.2111,10.2919,47.0790,76.1481,71.8892,0.1364,-0.3343,-0.4707,26.5920,26.6188,5.0000,65.0000,10.2111,8.4887,11.9334,-593696895.6925,733909084.0000
2008-09-24,10.71,11.47,10.65,11.25,10.3411382307,21650900,0.0000,1.0,10.2901,10.2654,45.4959,81.0290,74.5321,0.1012,-0.4036,-0.5048,27.2255,-7.3286,0.0000,70.0000,10.2901,8.3792,12.2010,-596725054.5181,719200884.0000
2008-09-23,11.08,11.49,10.81,10.85,9.9734533158,20536700,0.0000,1.0,10.3747,10.2574,42.5260,83.5411,82.0231,0.0646,-0.4655,-0.5301,27.6464,-19.5935,0.0000,75.0000,10.3747,8.3181,12.4313,-606758398.4201,697549984.0000
2008-09-22,11.32,11.65,11.1101,11.17,10.2676012477,17501800,0.0000,1.0,10.4923,10.2873,44.3631,76.5349,86.5319,0.0459,-0.5003,-0.5462,28.1894,-8.5659,0.0000,80.0000,10.4923,8.2778,12.7069,-588637780.7725,718086684.0000
2008-09-19,11.41,11.5,10.895,11.41,10.4882121966,27683600,0.0000,1.0,10.6045,10.2894,45.7720,59.6654,82.0684,-0.0098,-0.5675,-0.5577,28.9511,-17.0903,0.0000,85.0000,10.6045,8.2258,12.9832,-575019506.6850,735588484.0000
2008-09-18,10.12,11.42,10.1,10.89,10.0102218073,40276500,0.0000,1.0,10.7061,10.2685,41.9794,39.4347,61.0043,-0.1121,-0.6674,-0.5552,29.6261,-47.6823,0.0000,90.0000,10.7061,8.1866,13.2256,-594466663.7052,707904884.0000
2008-09-17,9.37,10.22,9.28,10.0,9.19212287171,34814500,0.0000,1.0,10.8527,10.2957,34.5348,24.5262,35.9234,-0.2093,-0.7365,-0.5272,30.2703,-103.3546,5.0000,95.0000,10.8527,8.1759,13.5295,-602399913.7054,667628384.0000
2008-09-16,8.97,9.66,8.8,9.59,8.81524583397,31021000,0.0000,1.0,11.0099,10.4118,30.6400,18.1950,21.3763,-0.2558,-0.7307,-0.4749,29.8180,-140.2550,10.0000,100.0000,11.0099,8.3726,13.6471,-620918264.7690,632813884.0000
2008-09-15,9.83,9.98,9.18,9.3,8.54867427069,21599600,0.0000,1.0,11.1767,10.5799,27.7517,14.1207,16.2787,-0.2633,-0.6743,-0.4110,28.6968,-154.6041,15.0000,100.0000,11.1767,8.6985,13.6549,-646889334.5366,601792884.0000
2008-09-12,10.21,10.28,9.61,10.19,9.36677320627,30230000,0.0000,1.0,11.3449,10.7937,31.5865,10.8025,16.9298,-0.2202,-0.5654,-0.3451,27.6717,-150.3723,20.0000,100.0000,11.3449,9.1643,13.5256,-631769614.5366,623392484.0000
2008-09-11,10.2,10.52,9.96,10.3,9.46788655786,26674400,0.0000,1.0,11.4741,10.9439,32.1075,8.4796,9.1535,-0.2113,-0.5014,-0.2901,26.7819,-165.3584,25.0000,100.0000,11.4741,9.4793,13.4688,-653878121.9989,653622484.0000
2008-09-10,10.94,11.16,10.75,10.82,9.94587694719,16107100,0.0000,1.0,11.5642,11.0993,34.6758,8.8431,6.3242,-0.1855,-0.4228,-0.2372,26.0106,-141.9213,30.0000,100.0000,11.5642,9.7893,13.3390,-659594064.8560,680296884.0000
2008-09-09,11.15,11.83,10.77,10.81,9.93668482432,27457400,0.0000,1.0,11.5756,11.2207,34.5802,9.7517,9.9612,-0.1741,-0.3649,-0.1909,25.6251,-125.6902,35.0000,100.0000,11.5756,9.8403,13.3110,-648986950.2221,664189784.0000
2008-09-08,11.78,11.78,11.0,11.19,10.2859854934,32871000,0.0000,1.0,11.5949,11.3558,36.5091,8.9251,10.2440,-0.1375,-0.2849,-0.1473,25.2311,-111.3683,40.0000,10.0000,11.5949,9.9257,13.2642,-623601806.8261,691647184.0000
2008-09-05,11.4,11.7,11.39,11.67,10.7272073913,19777500,0.0000,1.0,11.5862,11.4685,39.1282,7.9547,9.0498,-0.1011,-0.2141,-0.1130,24.9495,-86.9289,45.0000,15.0000,11.5862,9.8880,13.2844,-606744883.7433,724518184.0000
2008-09-04,11.53,11.65,11.43,11.5,10.5709413025,17903200,0.0000,1.0,11.5697,11.5465,37.6226,11.0193,7.4815,-0.0779,-0.1656,-0.0877,24.8903,-90.6323,50.0000,0.0000,11.5697,9.8323,13.3070,-622694480.5193,704740684.0000
2008-09-03,12.15,12.2,11.55,11.66,10.7180152684,17871400,0.0000,1.0,11.5692,11.6492,38.4734,17.7463,7.3329,-0.0171,-0.0853,-0.0682,24.7752,-65.4953,55.0000,0.0000,11.5692,9.8308,13.3076,-616184225.9779,722643884.0000
2008-09-02,12.85,12.96,12.15,12.32,11.3246953779,17348200,0.0000,1.0,11.5476,11.7472,42.2146,25.4969,18.2435,0.0674,0.0034,-0.0640,24.7250,-6.3241,60.0000,0.0000,11.5476,9.7575,13.3377,-604361607.5166,740515284.0000
2008-08-29,12.96,12.9999,12.6,12.64,11.6188433098,12900100,0.0000,1.0,11.4676,11.7917,44.1940,29.6632,27.6626,0.1356,0.0548,-0.0808,25.0490,19.2891,65.0000,5.0000,11.4676,9.5098,13.4255,-594295368.0096,757863484.0000
2008-08-28,13.21,13.35,13.01,13.14,12.0784494534,9129800,0.0000,1.0,11.3849,11.8099,47.5001,32.5682,30.5846,0.2044,0.0897,-0.1147,25.7062,50.8454,70.0000,10.0000,11.3849,9.3226,13.4472,-583975933.1701,770763584.0000
2008-08-27,12.79,13.35,12.67,13.19,12.1244100678,11365500,0.0000,1.0,11.3068,11.7816,47.8401,39.8364,30.7423,0.2518,0.0861,-0.1658,26.7118,49.7976,75.0000,15.0000,11.3068,9.2371,13.3765,-581827744.9338,779893384.0000
2008-08-26,13.48,13.4899,12.95,13.09,12.0324888391,15327800,0.0000,1.0,11.2282,11.7455,47.1210,53.5667,36.3778,0.3043,0.0755,-0.2287,27.7703,62.0528,80.0000,20.0000,11.2282,9.1693,13.2871,-587844774.3466,768527884.0000
2008-08-25,13.53,13.85,13.37,13.41,12.326636771,11790000,0.0000,1.0,11.1620,11.7153,49.1824,69.6187,52.3892,0.3751,0.0703,-0.3048,29.1001,93.8329,85.0000,25.0000,11.1620,9.1258,13.1982,-580466194.5730,783855684.0000
2008-08-22,13.72,13.88,13.32,13.61,12.5104792284,11481600,0.0000,1.0,11.0756,11.6509,50.4939,83.6152,71.9333,0.4313,0.0327,-0.3986,30.4212,111.5637,90.0000,30.0000,11.0756,9.0986,13.0526,-570641194.5739,795645684.0000
2008-08-21,13.83,13.94,13.34,13.62,12.5196713513,25539000,0.0000,1.0,10.9814,11.5605,50.5580,89.0423,84.5336,0.4720,-0.0345,-0.5064,31.8119,132.7617,95.0000,35.0000,10.9814,9.1101,12.8526,-571051251.7180,807127284.0000
2008-08-20,13.62,14.12,13.52,14.08,12.9425090034,28592300,0.0000,1.0,10.8623,11.4595,53.5245,88.6422,94.3786,0.5038,-0.1206,-0.6244,33.2600,184.6858,100.0000,40.0000,10.8623,9.0978,12.6269,-569348651.7174,832666284.0000
2008-08-19,12.95,13.5,12.95,13.42,12.3358288938,25353500,0.0000,1.0,10.7539,11.3034,49.4844,84.8161,88.2148,0.4784,-0.2719,-0.7504,34.6460,175.9174,100.0000,45.0000,10.7539,9.2697,12.2380,-594128645.0494,804073984.0000
2008-08-18,13.05,13.34,12.91,13.22,12.1519864364,22349200,0.0000,1.0,10.6601,11.1947,48.1877,76.4595,83.3333,0.4706,-0.3993,-0.8700,36.3938,209.4870,90.0000,50.0000,10.6601,9.3623,11.9579,-612106581.4097,778720484.0000
2008-08-15,13.125,13.38,12.87,12.96,11.9129912417,19441300,0.0000,1.0,10.5870,11.0939,46.4915,65.8368,82.9001,0.4502,-0.5374,-0.9876,38.1134,257.1198,95.0000,55.0000,10.5870,9.4835,11.6906,-621981809.3128,756371284.0000
2008-08-14,12.17,13.49,12.17,13.0,11.9497597332,40882600,0.0000,1.0,10.5227,11.0077,46.7150,49.2582,63.1451,0.4187,-0.6815,-1.1002,39.9236,309.8624,100.0000,60.0000,10.5227,9.6007,11.4446,-609402144.6039,775812584.0000
2008-08-13,11.95,12.44,11.66,12.26,11.2695426407,52381500,0.0000,1.0,10.4473,10.9085,41.7971,43.2762,51.4651,0.3457,-0.8592,-1.2049,41.8289,215.7777,100.0000,65.0000,10.4473,9.7983,11.0963,-619932511.2699,734929984.0000
2008-08-12,11.32,11.35,10.91,11.07,10.175680019,35271700,0.0000,1.0,10.4041,10.8705,32.2434,45.2418,33.1645,0.2870,-1.0043,-1.2913,43.0424,-71.6050,50.0000,70.0000,10.4041,9.8760,10.9322,-648137934.3457,682548484.0000
2008-08-11,11.08,11.5,11.04,11.23,10.3227539849,29910900,0.0000,1.0,10.4128,10.9437,32.9339,54.8714,45.1991,0.2996,-1.0635,-1.3630,43.2757,-23.1289,55.0000,75.0000,10.4128,9.8944,10.9312,-638518379.8066,717820184.0000
2008-08-08,11.4,11.5,10.96,11.0,10.1113351589,21344100,0.0000,1.0,10.4087,11.0091,30.9134,54.4742,57.3619,0.2994,-1.1385,-1.4379,43.5836,-60.6686,0.0000,80.0000,10.4087,9.8862,10.9312,-633316484.1455,687909284.0000
2008-08-07,11.39,11.9,11.18,11.31,10.3962909679,20480800,0.0000,1.0,10.4395,11.1036,32.1538,42.1153,62.0533,0.3166,-1.1962,-1.5128,43.9078,37.1166,0.0000,85.0000,10.4395,9.9181,10.9609,-615134473.0353,709253384.0000
2008-08-06,11.22,11.59,10.86,11.49,10.5617491796,20371600,0.0000,1.0,10.4616,11.1780,32.8815,28.6425,44.0073,0.3104,-1.2815,-1.5919,44.3489,-17.9950,0.0000,90.0000,10.4616,9.9127,11.0104,-602049517.4785,729734184.0000
2008-08-05,10.78,11.19,10.66,11.19,10.2859854934,17146100,0.0000,1.0,10.4767,11.2429,30.3869,27.0941,20.2853,0.2810,-1.3885,-1.6695,44.5112,-107.8245,0.0000,95.0000,10.4767,9.9015,11.0519,-616839857.2054,709362584.0000
2008-08-04,10.73,10.9,10.55,10.58,9.72526599827,13051300,0.0000,1.0,10.5153,11.3436,25.0024,40.1813,21.6350,0.2629,-1.4769,-1.7398,44.2749,-202.9899,0.0000,100.0000,10.5153,9.8947,11.1360,-633985957.2054,692216484.0000
2008-08-01,11.14,11.18,10.7,10.84,9.96426119293,22026500,0.0000,1.0,10.5852,11.5139,25.8108,53.9902,39.3621,0.2944,-1.5111,-1.8055,43.7188,-165.7364,0.0000,100.0000,10.5852,10.0243,11.1461,-623172022.9198,705267784.0000
2008-07-31,11.45,11.69,11.32,11.44,10.5157885652,12180900,0.0000,1.0,10.6610,11.6771,27.7799,62.9633,59.5469,0.3220,-1.5571,-1.8791,43.1801,-33.0583,0.0000,40.0000,10.6610,10.0487,11.2733,-613994314.5853,727294284.0000
2008-07-30,11.88,11.9,11.22,11.48,10.5525570567,14712300,0.0000,1.0,10.9639,11.7993,27.9148,58.0442,63.0615,0.3103,-1.6493,-1.9596,42.8155,-38.5446,5.0000,45.0000,10.9639,8.3191,13.6087,-609714538.9065,739475184.0000
2008-07-29,11.55,11.94,11.42,11.65,10.7088231455,19115900,0.0000,1.0,11.2980,11.9305,28.4729,54.0433,66.2816,0.2903,-1.7468,-2.0372,42.4317,-34.1126,0.0000,50.0000,11.2980,7.5059,15.0902,-606252821.2578,754187484.0000
2008-07-28,11.41,11.91,11.3599,11.53,10.5985176711,18370200,0.0000,1.0,11.6230,12.0591,27.5008,46.9096,44.7895,0.2480,-1.8617,-2.1097,42.0932,-40.4531,0.0000,55.0000,11.6230,7.0542,16.1917,-604047140.4857,735071584.0000
2008-07-25,11.14,11.6,10.91,11.56,10.6260940397,25990000,0.0000,1.0,11.9792,12.2129,27.5899,54.6611,51.0588,0.2017,-1.9701,-2.1717,41.7089,-49.8701,0.0000,60.0000,11.9792,6.7259,17.2324,-597037678.6092,753441784.0000
2008-07-24,11.6,11.71,11.0,11.03,10.1389115275,17640700,0.0000,1.0,12.3243,12.3799,23.4284,59.6533,44.8804,0.1396,-2.0826,-2.2222,41.0193,-54.5451,0.0000,65.0000,12.3243,6.5872,18.0615,-620014345.2750,727451784.0000
2008-07-23,11.46,11.84,11.41,11.72,10.7731680056,14871900,0.0000,1.0,12.7412,12.6158,25.2211,67.3625,68.0441,0.1109,-2.1462,-2.2571,40.3174,-48.1772,5.0000,70.0000,12.7412,6.5095,18.9729,-603864408.6545,745092484.0000
2008-07-22,11.55,11.57,11.16,11.38,10.460635828,13898100,0.0000,1.0,13.1213,12.8098,22.4431,64.0292,66.0356,0.0240,-2.2608,-2.2848,39.6884,-57.4521,10.0000,75.0000,13.1213,6.5009,19.7416,-610435713.3030,730220584.0000
2008-07-21,11.73,11.91,11.53,11.63,10.6904388998,14290900,0.0000,1.0,13.4876,13.0571,23.0410,57.0967,68.0077,-0.0516,-2.3423,-2.2908,38.7902,-55.9397,15.0000,80.0000,13.4876,6.6883,20.2869,-611452647.4486,744118684.0000
2008-07-18,11.3,11.63,10.96,11.56,10.6260940397,22493000,0.0000,1.0,13.8613,13.3062,22.4917,44.3127,58.0444,-0.1579,-2.4358,-2.2779,37.9356,-66.4872,20.0000,85.0000,13.8613,6.8985,20.8240,-604683273.7635,729827784.0000
2008-07-17,11.49,11.5,10.92,11.36,10.4422515823,21552000,0.0000,1.0,14.2427,13.5883,20.9605,32.3316,45.2381,-0.2746,-2.5130,-2.2384,36.7952,-75.2222,0.0000,90.0000,14.2427,7.1953,21.2902,-622476243.9129,707334784.0000
2008-07-16,11.25,11.62,10.99,11.32,10.4054830908,25859800,0.0000,1.0,14.6357,13.9195,20.6627,22.1458,29.6557,-0.3866,-2.5564,-2.1698,35.4840,-82.7593,0.0000,95.0000,14.6357,7.6033,21.6681,-633623830.1209,685782784.0000
2008-07-15,11.0,11.49,10.7,11.26,10.3503303535,28062100,0.0000,1.0,15.0581,14.2894,20.2344,16.6231,22.1010,-0.4977,-2.5708,-2.0731,34.1175,-96.2462,5.0000,100.0000,15.0581,8.0782,22.0380,-634855249.1724,659922984.0000
2008-07-14,11.5,11.85,11.06,11.14,10.2400248791,22057900,0.0000,1.0,15.5067,14.7040,19.4079,11.3454,14.6806,-0.5975,-2.5461,-1.9487,32.5760,-106.9460,0.0000,100.0000,15.5067,8.6424,22.3709,-646577392.2065,631860884.0000
