,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2008-03-10,121.98,123.46,119.37,119.69,3.68154685306,35699600,0.0000,1.0,3.8038,3.8593,37.7134,25.4358,34.1183,-0.1600,0.0404,-0.2004,40.8889,-72.6688,65.0000,55.0000,3.6020,4.0056,3.8038,36984384932.9213,55960116740.0000
2008-03-07,120.41,122.9799,119.05,122.25,3.7602899389,43945100,0.0000,1.0,3.8127,3.8780,39.3051,38.1457,40.0678,-0.1625,0.0480,-0.2105,41.3888,-64.9572,70.0000,60.0000,3.6176,4.0078,3.8127,37827559702.2408,56959706539.0000
2008-03-06,124.4899,127.5,120.81,120.93,3.71968803526,52632100,0.0000,1.0,3.8111,3.8904,38.0238,38.7733,43.0536,-0.1714,0.0511,-0.2225,41.8548,-21.9006,75.0000,65.0000,3.6139,4.0084,3.8111,37054163635.8932,55729242509.0000
2008-03-05,123.58,125.14,122.25,124.4899,3.8291870631,43637000,0.0000,1.0,3.8128,3.9084,40.1978,43.2844,50.2432,-0.1760,0.0592,-0.2353,42.4563,-2.1294,0.0000,70.0000,3.6181,4.0075,3.8128,38474995737.6458,57202942782.0000
2008-03-04,121.99,124.88,120.4,124.62,3.83318881133,63763700,0.0000,1.0,3.8203,3.9168,40.2778,47.1032,59.3344,-0.1905,0.0595,-0.2501,42.8049,-24.2335,0.0000,75.0000,3.6126,4.0280,3.8203,37802858431.8148,58424780003.0000
2008-03-03,124.44,125.98,118.0,121.73,3.74429524958,56894400,0.0000,1.0,3.8311,3.9256,37.6612,60.3421,64.5389,-0.2067,0.0582,-0.2650,43.1407,-58.8669,0.0000,80.0000,3.6006,4.0616,3.8311,36224705279.1157,56639394618.0000
2008-02-29,129.75,130.21,124.8,125.02,3.84549241849,44838600,0.0000,1.0,3.8496,3.9446,39.5345,70.5580,59.6897,-0.2153,0.0642,-0.2795,43.4941,21.7549,0.0000,85.0000,3.5921,4.1070,3.8496,36328512709.2978,58232439411.0000
2008-02-28,127.2,132.2,125.77,129.91,3.99590401605,57794800,0.0000,1.0,3.8655,3.9551,42.5208,62.7166,47.4181,-0.2334,0.0621,-0.2956,44.2498,56.8284,5.0000,90.0000,3.5740,4.1570,3.8655,37481885318.0390,59487921466.0000
2008-02-27,118.23,123.05,118.09,122.96,3.78212884161,52683500,0.0000,1.0,3.8690,3.9508,35.9926,45.7944,34.7833,-0.2685,0.0426,-0.3111,45.1041,-73.0003,10.0000,95.0000,3.5697,4.1682,3.8690,37016290662.7373,57869665448.0000
2008-02-26,117.64,121.09,115.44,119.15,3.66493698339,53746000,0.0000,1.0,3.8822,3.9685,31.9686,33.7435,26.6622,-0.2876,0.0342,-0.3218,44.8934,-124.1794,15.0000,100.0000,3.5762,4.1881,3.8822,35594684475.1080,56394525973.0000
2008-02-25,118.59,120.17,116.664,119.74,3.68308480395,44884800,0.0000,1.0,3.8989,4.0005,32.2670,24.8120,19.8598,-0.2958,0.0345,-0.3303,44.3994,-135.6142,0.0000,95.0000,3.6060,4.1918,3.8989,35123241214.5972,57899415477.0000
2008-02-22,122.48,122.51,115.87,119.46,3.67447227894,54638500,0.0000,1.0,3.9147,4.0339,31.9808,21.4311,16.7951,-0.3039,0.0350,-0.3389,43.9299,-147.1019,0.0000,100.0000,3.6363,4.1930,3.9147,34174744812.5273,56642639821.0000
2008-02-21,126.05,126.47,120.86,121.54,3.73845103618,33504100,0.0000,1.0,3.9395,4.0717,32.9640,13.3363,18.9588,-0.3089,0.0388,-0.3477,43.4357,-101.1761,5.0000,55.0000,3.6627,4.2163,3.9395,34050326899.0151,58172519350.0000
2008-02-20,122.2,124.6,121.68,123.82,3.80858159701,34551400,0.0000,1.0,3.9665,4.1068,34.0542,15.6179,32.7770,-0.3173,0.0401,-0.3574,43.1213,-104.3013,0.0000,60.0000,3.6690,4.2639,3.9665,34761020639.9736,59110635088.0000
2008-02-19,125.99,126.75,121.44,122.18,3.75813680764,35894500,0.0000,1.0,4.0154,4.1382,32.5293,27.9222,50.0706,-0.3305,0.0369,-0.3674,42.5487,-105.3001,0.0000,65.0000,3.5586,4.4722,4.0154,34310432068.9299,58143194921.0000
2008-02-15,126.27,127.08,124.06,124.63,3.83349640151,32189300,0.0000,1.0,4.0756,4.1782,33.6330,54.7909,64.4253,-0.3375,0.0391,-0.3766,41.9459,-82.6207,5.0000,70.0000,3.4751,4.6762,4.0756,35035352978.3783,59148241926.0000
2008-02-14,129.4,130.8,127.01,127.46,3.92054442218,34074900,0.0000,1.0,4.1314,4.2145,34.9337,67.4987,64.9040,-0.3491,0.0373,-0.3864,41.4092,-52.8651,0.0000,75.0000,3.4322,4.8307,4.1314,35596427960.4025,60049543227.0000
2008-02-13,126.68,129.78,125.63,129.4,3.98021691692,34590500,0.0000,1.0,4.1809,4.2454,35.8362,70.9863,57.6734,-0.3678,0.0280,-0.3957,40.9583,-55.3997,0.0000,80.0000,3.4117,4.9501,4.1809,36323959270.3998,61003641381.0000
2008-02-12,130.7,131.0,123.62,124.86,3.84057097563,43785000,0.0000,1.0,4.2419,4.2733,31.9263,56.2270,41.3627,-0.3923,0.0104,-0.4027,40.3646,-66.0745,0.0000,85.0000,3.3609,5.1229,4.2419,35532794561.5347,60035106413.0000
2008-02-11,128.01,129.98,127.2,129.45,3.98175486781,42908300,0.0000,1.0,4.3248,4.3189,33.9110,45.8069,25.7348,-0.4037,0.0016,-0.4053,39.7397,-55.7861,5.0000,90.0000,3.3086,5.3410,4.3248,36346792935.8648,61261087638.0000
2008-02-08,122.08,125.7,121.6,125.48,3.85964156673,48427600,0.0000,1.0,4.3913,4.3544,30.3534,22.0544,15.0983,-0.4267,-0.0210,-0.4057,39.2079,-78.3602,0.0000,95.0000,3.3022,5.4804,4.3913,35603459916.5826,60059654037.0000
2008-02-07,119.97,124.78,117.27,121.24,3.72922333081,74404700,0.0000,1.0,4.4721,4.4065,26.3297,9.3433,20.1596,-0.4375,-0.0370,-0.4005,38.1717,-94.7530,5.0000,100.0000,3.3151,5.6291,4.4721,34393004939.2122,58703679882.0000
2008-02-06,130.83,131.92,121.77,122.0,3.75260018442,56188300,0.0000,1.0,4.5616,4.4777,26.5913,13.8972,36.6307,-0.4316,-0.0404,-0.3912,36.9766,-86.6921,0.0000,100.0000,3.3719,5.7512,4.5616,34273719522.0276,60787013565.0000
2008-02-05,130.43,134.0,128.9,129.36,3.9789865562,40751500,0.0000,1.0,4.6373,4.5541,29.2665,37.2382,52.2504,-0.4201,-0.0390,-0.3811,35.8453,-74.7240,0.0000,55.0000,3.4706,5.8039,4.6373,35775692408.5488,62360287538.0000
2008-02-04,134.21,135.9,131.42,131.65,4.0494247072,32115500,0.0000,1.0,4.7115,4.6146,30.1634,58.7566,56.2587,-0.4225,-0.0511,-0.3714,34.8781,-74.7653,0.0000,60.0000,3.5330,5.8901,4.7115,36710900316.2225,63501330679.0000
2008-02-01,136.24,136.59,132.18,133.75,4.1140186448,36098000,0.0000,1.0,4.7860,4.6741,30.9909,60.7566,46.5326,-0.4265,-0.0679,-0.3586,33.9455,-78.8940,0.0000,65.0000,3.5961,5.9759,4.7860,37517803060.3940,64400565578.0000
2008-01-31,129.45,136.65,129.4,135.36,4.16354066363,48059800,0.0000,1.0,4.8801,4.7331,31.6227,49.2630,32.7575,-0.4320,-0.0904,-0.3416,32.9895,-90.0055,0.0000,70.0000,3.6219,6.1382,4.8801,37808879287.7707,65411310588.0000
2008-01-30,131.37,135.45,130.0,132.18,4.06572698669,44394700,0.0000,1.0,4.9716,4.7930,28.9029,29.5782,21.3465,-0.4378,-0.1188,-0.3190,31.9832,-107.2126,0.0000,75.0000,3.6698,6.2733,4.9716,36942078497.5766,64065634843.0000
2008-01-29,131.15,132.79,129.05,131.54,4.04604121523,39285100,0.0000,1.0,5.0729,4.8696,28.3581,19.4314,18.5780,-0.4288,-0.1395,-0.2893,30.8048,-124.3457,0.0000,80.0000,3.7535,6.3923,5.0729,37190689066.2063,62822582000.0000
2008-01-28,128.16,133.2,126.45,130.01,3.99897991784,52673000,0.0000,1.0,5.1779,4.9563,27.0892,15.0298,21.3306,-0.4092,-0.1548,-0.2544,29.3016,-146.7769,0.0000,85.0000,3.8679,6.4880,5.1779,36825988522.1589,61722598101.0000
2008-01-25,138.99,139.09,129.61,130.01,3.99897991784,55526400,0.0000,1.0,5.2834,5.0570,27.0892,21.2729,25.1756,-0.3733,-0.1576,-0.2157,27.7193,-160.5294,5.0000,90.0000,4.0317,6.5351,5.2834,36745145140.6561,61722598101.0000
2008-01-24,139.99,140.7,132.01,135.6,4.17092282793,71638100,0.0000,1.0,5.3894,5.1684,28.7694,27.6890,25.6370,-0.3222,-0.1458,-0.1763,26.1305,-175.4631,10.0000,95.0000,4.2354,6.5434,5.3894,38168684143.2853,63277338855.0000
2008-01-23,136.19,140.0,126.14,139.072,4.27771813809,120463200,0.0000,1.0,5.4866,5.2734,29.8623,26.5649,22.0797,-0.2697,-0.1298,-0.1399,24.5171,-206.4605,15.0000,100.0000,4.4367,6.5365,5.4866,38517229815.9174,65283207660.0000
2008-01-22,148.06,159.98,146.0,155.64,4.78733354675,86955500,0.0000,1.0,5.5709,5.3782,36.0749,22.6570,19.5965,-0.2096,-0.1022,-0.1074,22.7574,-143.0375,20.0000,100.0000,4.6615,6.4804,5.5709,35595933455.5331,68656180632.0000
2008-01-18,161.71,165.75,159.61,161.36,4.96327512916,61583700,0.0000,1.0,5.6195,5.4404,38.7167,17.0171,24.5903,-0.1818,-0.0999,-0.0819,21.4592,-118.6245,25.0000,90.0000,4.7817,6.4573,5.6195,34672885594.2079,71090937066.0000
2008-01-17,161.51,165.36,158.42,160.89,4.94881839075,62780700,0.0000,1.0,5.6530,5.4906,38.3643,19.1154,33.3079,-0.1616,-0.1046,-0.0569,20.6314,-140.6001,30.0000,95.0000,4.8711,6.4349,5.6530,35414297916.0134,69366591742.0000
2008-01-16,165.23,169.01,156.7,159.64,4.91036961837,79065900,0.0000,1.0,5.6869,5.5476,37.4558,37.6385,42.7201,-0.1319,-0.1011,-0.0308,19.7216,-160.2941,35.0000,100.0000,4.9744,6.3995,5.6869,35920886203.2526,67608730385.0000
2008-01-15,177.72,179.22,164.66,169.04,5.19950438667,83688500,0.0000,1.0,5.7250,5.6147,41.8642,43.1698,41.9743,-0.0882,-0.0827,-0.0055,18.7640,-118.8947,40.0000,100.0000,5.1075,6.3425,5.7250,37077266289.8222,69822577798.0000
2008-01-14,177.52,179.42,175.17,178.78,5.49909722107,39301800,0.0000,1.0,5.7578,5.6584,47.3500,47.3521,36.5739,-0.0606,-0.0758,0.0152,18.1115,-78.1553,45.0000,85.0000,5.1875,6.3282,5.7578,38010715877.0572,72165858141.0000
2008-01-11,176.0,177.85,170.0,172.69,5.31177480203,44010200,0.0000,1.0,5.7779,5.6752,42.9061,35.4008,28.1269,-0.0551,-0.0892,0.0342,17.9977,-122.4527,50.0000,90.0000,5.2173,6.3386,5.7779,37241694475.8847,71065406641.0000
2008-01-10,177.58,181.0,175.41,178.02,5.47572036746,52963400,0.0000,1.0,5.8059,5.7135,46.1444,26.9688,19.9926,-0.0280,-0.0845,0.0565,17.7325,-99.7198,55.0000,95.0000,5.2868,6.3250,5.8059,37629433135.0889,72297693473.0000
2008-01-09,171.3,179.5,168.3,179.4,5.51816781217,64781500,0.0000,1.0,5.8220,5.7385,47.0172,22.0112,16.8318,-0.0099,-0.0874,0.0776,17.7824,-138.6355,60.0000,100.0000,5.3254,6.3186,5.8220,37727590804.6032,73780670155.0000
2008-01-08,180.14,182.46,170.8,171.25,5.26748181624,54422000,0.0000,1.0,5.8448,5.7617,40.7269,10.9977,15.0478,0.0092,-0.0903,0.0995,17.7006,-175.7037,65.0000,95.0000,5.3645,6.3251,5.8448,35946097773.9726,71966786342.0000
2008-01-07,181.25,183.6,170.23,177.64,5.46403194066,74006900,0.0000,1.0,5.8803,5.8137,44.6778,17.4864,20.8408,0.0589,-0.0631,0.1220,17.7667,-184.8823,70.0000,100.0000,5.4772,6.2833,5.8803,37352296448.7744,73490603865.0000
2008-01-04,191.45,193.0,178.89,180.05,5.53816117381,51994000,0.0000,1.0,5.8992,5.8505,46.2867,16.6592,30.3808,0.1014,-0.0364,0.1378,17.8363,-118.9215,75.0000,45.0000,5.5433,6.2551,5.8992,37127563229.2590,75562799137.0000
2008-01-03,195.41,197.39,192.69,194.93,5.99585536024,30073800,0.0000,1.0,5.9076,5.8834,58.6812,28.3767,46.3785,0.1467,-0.0002,0.1469,18.4650,43.2198,80.0000,0.0000,5.5793,6.2359,5.9076,38344025060.1899,77018632592.0000
2008-01-02,199.27,200.26,192.55,194.84,5.99308704862,38542100,0.0000,1.0,5.8843,5.8716,58.6175,46.1065,63.9939,0.1558,0.0089,0.1470,18.5762,61.2053,85.0000,5.0000,5.5204,6.2483,5.8843,38383440973.5931,76176565350.0000
2007-12-31,199.5,200.5,197.75,198.08,6.09274626664,19261900,0.0000,1.0,5.8598,5.8588,61.8787,64.6525,78.0762,0.1654,0.0207,0.1447,18.6933,104.1955,90.0000,10.0000,5.4635,6.2560,5.8598,38821551611.9191,77255745229.0000
2007-12-28,200.59,201.56,196.8801,199.83,6.14657454797,24987400,0.0000,1.0,5.8354,5.8341,63.6970,81.2228,88.4595,0.1651,0.0255,0.1396,18.2812,121.8268,95.0000,15.0000,5.4395,6.2313,5.8354,39231445253.5438,77795078968.0000
2007-12-27,198.95,202.96,197.8,198.57,6.10781818541,28411700,0.0000,1.0,5.8115,5.8012,62.9524,88.3532,87.7919,0.1568,0.0236,0.1332,17.8475,140.4109,100.0000,0.0000,5.4364,6.1865,5.8115,39049069460.9201,77095431069.0000
2007-12-26,199.01,200.96,196.82,198.95,6.11950661221,25133300,0.0000,1.0,5.7832,5.7690,63.3245,95.8024,76.2674,0.1479,0.0207,0.1273,17.2967,144.2858,100.0000,0.0000,5.4168,6.1497,5.7832,39607172714.7454,77890959464.0000
2007-12-24,195.03,199.33,194.79,198.8,6.11489275953,17150100,0.0000,1.0,5.7461,5.7321,63.2430,79.2202,53.4247,0.1333,0.0111,0.1221,16.8306,142.9986,70.0000,5.0000,5.3731,6.1191,5.7461,39586774653.8353,77187226361.0000
2007-12-21,190.12,193.9125,189.89,193.91,5.96448116197,35498600,0.0000,1.0,5.7057,5.6918,60.5269,53.7796,32.5659,0.1130,-0.0063,0.1193,16.4327,92.1542,75.0000,0.0000,5.3263,6.0851,5.7057,39218689320.2684,76707023081.0000
2007-12-20,185.43,187.83,183.33,187.21,5.75839574201,27644900,0.0000,1.0,5.6713,5.6631,56.3263,27.2741,21.4532,0.1009,-0.0200,0.1209,16.3382,21.7814,80.0000,0.0000,5.2680,6.0747,5.6713,38225963029.8919,75713061288.0000
2007-12-19,182.98,184.6394,180.9,183.12,5.63259135878,29552800,0.0000,1.0,5.6425,5.6530,53.4537,16.6440,22.9940,0.1049,-0.0210,0.1259,16.6485,-6.2826,85.0000,0.0000,5.1888,6.0961,5.6425,37665201030.9413,74939003314.0000
2007-12-18,186.52,187.33,178.6,182.98,5.62828509627,43664400,0.0000,1.0,5.6205,5.6552,53.3539,20.4415,32.2702,0.1214,-0.0098,0.1312,17.2100,2.4673,90.0000,0.0000,5.1264,6.1146,5.6205,37510167617.3960,74111524087.0000
2007-12-17,190.72,192.65,182.98,184.4,5.6719629017,36596200,0.0000,1.0,5.5913,5.6580,54.4791,31.8967,41.3916,0.1410,0.0074,0.1336,17.8011,41.5943,95.0000,0.0000,5.0368,6.1457,5.5913,37505966227.6623,75334128509.0000
2007-12-14,190.37,200.0,189.54,190.39,5.85620941895,24082600,0.0000,1.0,5.5636,5.6566,59.5083,44.4725,50.8501,0.1596,0.0279,0.1317,18.0564,99.7174,100.0000,5.0000,4.9738,6.1534,5.5636,38229716411.9001,76358823133.0000
2007-12-13,190.19,192.12,187.82,191.83,5.90050240473,30879200,0.0000,1.0,5.5235,5.6355,60.7899,47.8055,61.6830,0.1622,0.0374,0.1248,17.7112,88.2521,90.0000,10.0000,4.9100,6.1369,5.5235,38794437829.8910,77033136607.0000
2007-12-12,193.44,194.48,185.76,190.86,5.87066615736,43773600,0.0000,1.0,5.4839,5.6077,60.2420,60.2724,77.6675,0.1587,0.0433,0.1154,17.8779,94.9656,95.0000,0.0000,4.8708,6.0970,5.4839,38046442321.4696,76168518143.0000
2007-12-11,194.75,196.83,187.39,188.5404,5.79931753943,39675900,0.0000,1.0,5.4518,5.5800,58.9384,76.9711,88.0770,0.1549,0.0504,0.1046,18.0533,108.5072,100.0000,0.0000,4.8560,6.0475,5.4518,37838417115.4334,74942856118.0000
2007-12-10,193.59,195.66,192.69,194.21,5.97370886734,25799200,0.0000,1.0,5.3983,5.5569,63.7954,95.7591,86.2476,0.1552,0.0632,0.0920,18.0838,144.9645,100.0000,5.0000,4.7474,6.0492,5.3983,38678578673.9356,76053782428.0000
2007-12-07,190.54,194.99,188.04,194.3,5.97647717896,38073800,0.0000,1.0,5.3539,5.5130,63.8748,91.5008,72.7279,0.1354,0.0592,0.0762,17.5856,156.9165,100.0000,10.0000,4.7465,5.9614,5.3539,38661552922.3446,76776160750.0000
2007-12-06,186.19,190.1,186.12,189.9528,5.84276157632,32136100,0.0000,1.0,5.3249,5.4642,61.6872,71.4830,59.4681,0.1080,0.0466,0.0614,17.1009,147.5869,0.0000,15.0000,4.7878,5.8621,5.3249,37807165039.4769,75710093284.0000
2007-12-05,182.89,186.0,182.41,185.5,5.70579782139,31871500,0.0000,1.0,5.3193,5.4244,59.2883,55.2000,59.3452,0.0850,0.0352,0.0498,16.8903,109.2587,5.0000,20.0000,4.8020,5.8366,5.3193,36973912276.1204,74810281585.0000
2007-12-04,177.15,180.9,176.99,179.81,5.53077900951,27635700,0.0000,1.0,5.3290,5.3948,55.9392,51.7212,69.9374,0.0684,0.0274,0.0410,16.9429,53.5481,10.0000,25.0000,4.7771,5.8809,5.3290,36330089576.8353,73917878693.0000
2007-12-03,181.86,184.14,177.7,178.86,5.5015579425,34338200,0.0000,1.0,5.3388,5.3804,55.3567,71.1145,83.1419,0.0640,0.0298,0.0341,17.3729,56.4289,15.0000,30.0000,4.7663,5.9113,5.3388,35987717544.8323,73144078320.0000
2007-11-30,187.34,187.7,179.7,182.22,5.60490824266,42421500,0.0000,1.0,5.3527,5.3677,57.9300,86.9766,87.0531,0.0604,0.0337,0.0267,17.7608,75.7388,20.0000,35.0000,4.7523,5.9530,5.3527,36602819829.2000,74105548881.0000
2007-11-29,179.43,185.17,179.15,184.29,5.66857940973,37533100,0.0000,1.0,5.3607,5.3427,59.5501,91.3348,85.2508,0.0444,0.0262,0.0182,17.9882,70.4513,25.0000,40.0000,4.7430,5.9783,5.3607,37042307008.3958,75293352068.0000
2007-11-28,176.82,180.6,175.35,180.22,5.54339020685,41104000,0.0000,1.0,5.3694,5.3084,57.3206,82.8481,80.6653,0.0169,0.0052,0.0117,18.4052,33.0908,30.0000,45.0000,4.7301,6.0087,5.3694,36298627167.6223,74242424218.0000
2007-11-27,175.22,175.79,170.01,174.81,5.37698391999,47036800,0.0000,1.0,5.3798,5.2837,54.1277,81.5695,77.0598,-0.0057,-0.0161,0.0104,19.1839,-10.2164,35.0000,50.0000,4.7230,6.0367,5.3798,35314322397.5098,73091511068.0000
2007-11-26,173.59,177.2699,172.35,172.5419,5.30721939148,46634100,0.0000,1.0,5.3956,5.2739,52.7189,77.5782,68.2158,-0.0175,-0.0319,0.0144,19.9915,-10.2133,40.0000,55.0000,4.7247,6.0665,5.3956,34443896591.3648,71774479351.0000
2007-11-23,172.0,172.05,169.75,171.54,5.27640193144,16634200,0.0000,1.0,5.4143,5.2703,52.1016,72.0316,59.4109,-0.0253,-0.0476,0.0224,21.0292,-33.1152,45.0000,60.0000,4.7335,6.0951,5.4143,35647791033.8424,70468723246.0000
2007-11-21,165.84,172.35,164.67,168.46,5.18166415629,43493200,0.0000,1.0,5.4316,5.2697,50.2029,55.0377,52.2937,-0.0316,-0.0659,0.0343,21.6719,-54.5813,50.0000,65.0000,4.7482,6.1150,5.4316,35388586545.4786,70002965181.0000
2007-11-20,165.67,171.79,163.53,168.85,5.19366017327,55130100,0.0000,1.0,5.4585,5.2790,50.4434,51.1635,50.8281,-0.0296,-0.0804,0.0508,22.3484,-63.4965,55.0000,70.0000,4.7742,6.1427,5.4585,35404443457.1557,71220775998.0000
2007-11-19,166.1,168.2,162.1,163.95,5.04294098554,41229600,0.0000,1.0,5.4851,5.2880,47.4374,50.6800,49.2615,-0.0279,-0.0988,0.0709,23.0129,-94.0938,60.0000,75.0000,4.8027,6.1675,5.4851,34959664578.6786,69677131655.0000
2007-11-16,165.3,167.02,159.33,166.39,5.11799298923,49410500,0.0000,1.0,5.5011,5.3137,48.8388,50.6409,43.0452,-0.0099,-0.1055,0.0956,23.4043,-105.9802,65.0000,80.0000,4.8465,6.1557,5.5011,35413866527.7207,70831561609.0000
2007-11-15,166.39,169.59,160.3,164.3,5.0537066418,53121800,0.0000,1.0,5.5073,5.3344,47.5786,46.4638,32.1643,0.0055,-0.1164,0.1219,23.7133,-110.5801,70.0000,85.0000,4.8651,6.1495,5.5073,34257055693.8186,69448066226.0000
2007-11-14,177.16,177.57,163.74,166.11,5.10938046421,51756000,0.0000,1.0,5.5215,5.3639,48.5628,32.0308,21.0011,0.0317,-0.1194,0.1510,24.0966,-84.5896,75.0000,90.0000,4.9080,6.1349,5.5215,34463596203.4350,70935478113.0000
2007-11-13,160.85,170.98,153.76,169.96,5.22780268315,62123100,0.0000,1.0,5.5317,5.3907,50.6811,17.9984,19.3422,0.0589,-0.1220,0.1809,24.7083,-122.4627,80.0000,95.0000,4.9396,6.1238,5.5317,35416087186.2092,72384647562.0000
2007-11-12,165.28,167.7,150.63,153.76,4.72950659308,63180900,0.0000,1.0,5.5311,5.4078,40.2652,12.9741,33.2128,0.0808,-0.1306,0.2114,24.7945,-191.3795,85.0000,100.0000,4.9377,6.1244,5.5311,33882705721.4932,70645199023.0000
2007-11-09,171.15,175.12,165.21,165.37,5.08661879096,54513600,0.0000,1.0,5.5514,5.4792,47.0272,27.0542,52.1104,0.1583,-0.0857,0.2440,24.5832,-107.5093,90.0000,0.0000,5.0483,6.0545,5.5514,35003011165.8534,72414265992.0000
2007-11-08,186.67,186.9,167.77,175.4663,5.39717106344,67513500,0.0000,1.0,5.5543,5.5206,54.6027,59.6101,69.4350,0.2186,-0.0469,0.2654,25.2793,-30.4800,95.0000,0.0000,5.0614,6.0472,5.5543,36480105667.0460,73940648318.0000
2007-11-07,190.61,192.68,186.13,186.2999,5.73040195981,35511700,0.0000,1.0,5.5340,5.5336,65.3305,69.6670,73.1596,0.2607,-0.0165,0.2772,26.2109,72.0028,100.0000,5.0000,4.9862,6.0817,5.5340,36849426409.3511,75831028208.0000
2007-11-06,187.05,192.0,185.27,191.79,5.89927204401,34097400,0.0000,1.0,5.5039,5.5128,72.1555,79.0280,77.6345,0.2767,-0.0046,0.2813,25.9982,88.1523,100.0000,10.0000,4.9371,6.0708,5.5039,37792171361.1978,76825356802.0000
2007-11-05,185.29,188.96,184.24,186.18,5.72671395357,28720600,0.0000,1.0,5.4671,5.4722,69.0130,70.7839,78.8599,0.2759,-0.0065,0.2824,25.8280,71.9880,85.0000,15.0000,4.9123,6.0220,5.4671,36897025053.3610,75870628648.0000
2007-11-02,189.21,189.44,183.49,187.87,5.77869669383,35789800,0.0000,1.0,5.4390,5.4454,71.3164,83.0917,81.6091,0.2885,0.0044,0.2841,25.8952,83.7046,90.0000,20.0000,4.8827,5.9954,5.4390,37040141406.5603,76674806252.0000
2007-11-01,188.6,190.1,180.0,187.44,5.76547031613,28751300,0.0000,1.0,5.3984,5.4103,71.0831,82.7042,78.1543,0.2951,0.0121,0.2830,25.9660,85.6492,95.0000,25.0000,4.8287,5.9681,5.3984,36566873460.3812,75672690850.0000
2007-10-31,187.63,190.12,184.95,189.95,5.84267545107,29761100,0.0000,1.0,5.3504,5.3729,74.4405,79.0316,73.9589,0.3005,0.0205,0.2800,26.0404,117.5510,100.0000,30.0000,4.7515,5.9493,5.3504,36185875654.4134,76477728055.0000
2007-10-30,186.18,189.37,184.73,187.0,5.75193634825,33550500,0.0000,1.0,5.3012,5.3234,73.0176,72.7271,73.5628,0.2952,0.0203,0.2748,25.4517,124.5818,100.0000,35.0000,4.7103,5.8920,5.3012,35407365946.9471,75644416422.0000
2007-10-29,185.7,186.59,184.7,185.09,5.69318662405,19305500,0.0000,1.0,5.2573,5.2783,72.0609,70.1179,76.1969,0.2933,0.0236,0.2697,24.8810,127.4728,80.0000,0.0000,4.6765,5.8380,5.2573,35427611958.4942,74705001483.0000
2007-10-26,185.29,185.37,182.88,184.7,5.68119060707,25245600,0.0000,1.0,5.2130,5.2347,71.8674,77.8432,82.5545,0.2927,0.0289,0.2638,24.4656,135.7439,85.0000,0.0000,4.6371,5.7889,5.2130,35745080497.9124,74164446943.0000
2007-10-25,184.87,185.9,181.66,182.78,5.62213329269,34771500,0.0000,1.0,5.1650,5.1877,70.9257,80.6294,83.7259,0.2889,0.0323,0.2566,24.1117,146.6526,90.0000,0.0000,4.5931,5.7369,5.1650,35418610966.9288,73457569437.0000
2007-10-24,185.81,187.21,179.24,185.93,5.71902419909,46017200,0.0000,1.0,5.1215,5.1419,74.8297,89.1910,84.7457,0.2858,0.0373,0.2486,23.7392,171.7318,95.0000,0.0000,4.5631,5.6799,5.1215,35877857652.3316,74431172410.0000
2007-10-23,188.56,188.6,182.76,186.16,5.72609877321,64113000,0.0000,1.0,5.0705,5.0812,75.1165,81.3572,83.3646,0.2679,0.0287,0.2392,23.3471,207.1739,100.0000,0.0000,4.5550,5.5860,5.0705,35003241287.9768,75719655298.0000
2007-10-22,170.35,174.9,169.9601,174.36,5.36314236193,58910700,0.0000,1.0,5.0198,5.0133,69.4003,83.6889,87.4288,0.2404,0.0083,0.2321,22.5067,107.0833,100.0000,0.0000,4.5780,5.4616,5.0198,34708145540.8494,73924489503.0000
2007-10-19,174.24,174.63,170.0,170.42,5.24195183138,46135000,0.0000,1.0,4.9797,4.9765,66.9953,85.0476,88.4184,0.2387,0.0087,0.2300,22.5708,102.7482,100.0000,0.0000,4.5244,5.4350,4.9797,33419271298.2760,72274988254.0000
2007-10-18,171.5,174.19,171.05,173.5,5.33668960653,29417000,0.0000,1.0,4.9393,4.9485,71.1480,93.5498,86.3643,0.2455,0.0177,0.2278,22.6613,123.9759,100.0000,0.0000,4.4427,5.4359,4.9393,34476690540.8024,73566769545.0000
