,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2014-04-30,592.64,599.43,589.8,590.09,18.884951184,16308600,0.0000,1.0,17.3154,17.6098,70.0834,89.4782,94.8975,0.4319,0.2525,0.1794,17.6004,168.9669,100.0000,50.0000,15.6700,18.9607,17.3154,67112313947.1519,88176458941.0000
2014-04-29,593.74,595.98,589.51,592.33,18.9566390463,12049200,0.0000,1.0,17.2378,17.4755,71.3466,97.4883,93.3449,0.3680,0.2518,0.1162,15.8990,212.1192,100.0000,55.0000,15.7578,18.7179,17.2378,67541452406.7958,88633100197.0000
2014-04-28,572.8,595.75,572.55,594.09,19.0129652238,23910200,0.0000,1.0,17.1489,17.3196,72.3195,97.7260,88.8983,0.2739,0.2206,0.0533,14.1923,255.7984,100.0000,60.0000,15.8964,18.4014,17.1489,67584732729.3710,88970478134.0000
2014-04-25,564.53,571.99,563.96,571.94,18.3040874785,13938400,0.0000,1.0,17.0573,17.1414,66.9271,84.8204,84.3424,0.1440,0.1459,-0.0019,12.4013,233.3222,100.0000,65.0000,16.1406,17.9740,17.0573,67011052254.0127,88300991865.0000
2014-04-24,568.21,570.0,560.73,567.77,18.170632842,27139700,0.0000,1.0,17.0021,17.0190,65.7332,84.1487,86.7418,0.0483,0.0867,-0.0383,11.1930,272.1129,100.0000,70.0000,16.2800,17.7242,17.0021,66625636883.0738,87910716275.0000
2014-04-23,529.06,531.13,524.45,524.75,16.7938418441,14105000,0.0000,1.0,16.9573,16.8977,46.9720,84.0582,82.5705,-0.0609,-0.0009,-0.0600,9.9896,-29.0902,5.0000,75.0000,16.4522,17.4625,16.9573,66231335001.1076,87150803916.0000
2014-04-22,528.31,531.826,526.501,531.699,17.0162342347,7234400,0.0000,1.0,16.9897,16.9087,51.2804,92.0186,71.3591,-0.0593,0.0004,-0.0598,10.2331,-6.3136,10.0000,80.0000,16.4488,17.5306,16.9897,66590801706.9740,87545744310.0000
2014-04-21,525.34,532.14,523.96,531.17,16.999304378,6519600,0.0000,1.0,17.0017,16.8974,50.9551,71.6346,51.6309,-0.0790,-0.0192,-0.0599,10.6432,-16.9797,15.0000,85.0000,16.4485,17.5549,17.0017,66397900484.2347,87343180908.0000
2014-04-17,520.0,527.76,519.2,524.94,16.799922511,10154800,0.0000,1.0,17.0044,16.8866,46.9951,50.4240,36.4338,-0.1013,-0.0462,-0.0551,11.0749,-60.5410,20.0000,90.0000,16.4508,17.5581,17.0044,66258645515.0239,87160631926.0000
2014-04-16,518.05,521.09,514.1354,519.01,16.610141697,7670200,0.0000,1.0,17.0105,16.8958,42.8203,32.8340,27.2775,-0.1080,-0.0644,-0.0435,11.1880,-115.8489,25.0000,95.0000,16.4633,17.5577,17.0105,66161652842.5104,86876297242.0000
2014-04-15,520.27,521.64,511.33,517.9599,16.5765348112,9517500,0.0000,1.0,17.0301,16.9258,42.0525,26.0436,26.0686,-0.0956,-0.0682,-0.0274,10.7291,-144.5540,30.0000,100.0000,16.5144,17.5457,17.0301,66075352473.8684,86661531428.0000
2014-04-14,521.9,522.16,517.21,521.68,16.6955910686,7345500,0.0000,1.0,17.0516,16.9626,44.0428,22.9549,27.4310,-0.0750,-0.0646,-0.0104,10.2460,-130.1425,35.0000,95.0000,16.5794,17.5238,17.0516,65999106791.4058,86928021694.0000
2014-04-11,519.0,522.83,517.14,519.61,16.629343803,9704200,0.0000,1.0,17.0597,16.9907,42.6069,29.2073,28.1426,-0.0597,-0.0655,0.0058,10.1051,-147.1985,40.0000,100.0000,16.6070,17.5123,17.0597,65833320917.1229,86722347489.0000
2014-04-10,530.68,532.24,523.17,523.48,16.7531973865,8559000,0.0000,1.0,17.0678,17.0287,44.6415,30.1308,22.4134,-0.0326,-0.0547,0.0222,9.9568,-84.1878,45.0000,90.0000,16.6412,17.4943,17.0678,65869136102.1381,86994065360.0000
2014-04-09,522.64,530.49,522.02,530.32,16.9721013945,7363200,0.0000,1.0,17.0793,17.0577,48.5330,25.0898,19.7162,-0.0101,-0.0459,0.0358,10.2031,-77.5464,50.0000,95.0000,16.6754,17.4831,17.0793,66092406379.8993,87233717599.0000
2014-04-08,525.19,526.12,518.7001,523.44,16.7519172461,8710300,0.0000,1.0,17.0893,17.0668,43.8564,12.0195,27.8778,-0.0036,-0.0509,0.0473,10.3248,-149.7672,55.0000,100.0000,16.6867,17.4920,17.0893,65894512575.5722,87027547793.0000
2014-04-07,528.02,530.9,521.89,523.47,16.7528773514,10351800,0.0000,1.0,17.1096,17.0999,43.8729,22.0393,44.9026,0.0273,-0.0328,0.0601,10.0980,-138.8521,60.0000,100.0000,16.7372,17.4819,17.1096,65826804625.8300,87271436436.0000
2014-04-04,539.81,540.0,530.58,531.82,17.0201066594,9830400,0.0000,1.0,17.1215,17.1364,48.7242,49.5747,54.9978,0.0661,-0.0021,0.0682,10.0628,-16.5697,65.0000,25.0000,16.7817,17.4612,17.1215,66014998469.4341,87561287125.0000
2014-04-03,541.39,542.5,537.64,538.79,17.2431711238,5798000,0.0000,1.0,17.1193,17.1487,53.4072,63.0937,47.8891,0.0875,0.0187,0.0688,10.5349,69.1073,70.0000,30.0000,16.7764,17.4622,17.1193,66217784588.0209,87836538600.0000
2014-04-02,542.38,543.48,540.26,542.55,17.3635043212,6443600,0.0000,1.0,17.1064,17.1387,56.1741,52.3250,36.1548,0.0909,0.0268,0.0641,10.4237,112.6399,75.0000,35.0000,16.7638,17.4491,17.1064,66303299208.2349,87998882762.0000
2014-04-01,537.76,541.87,536.77,541.65,17.3347011622,7170000,0.0000,1.0,17.0901,17.1151,55.6517,28.2486,32.7264,0.0816,0.0242,0.0574,10.0578,96.9308,80.0000,40.0000,16.7675,17.4127,17.0901,66227096558.1491,87818461782.0000
2014-03-31,539.23,540.81,535.93,536.74,17.1775639284,6023900,0.0000,1.0,17.0735,17.0919,52.7311,27.8907,46.0338,0.0714,0.0201,0.0514,9.7819,72.1627,85.0000,0.0000,16.7692,17.3777,17.0735,66043656846.0241,87617701582.0000
2014-03-28,538.32,538.9399,534.25,536.86,17.1814043496,7163000,0.0000,1.0,17.0591,17.0829,52.8119,42.0400,64.1651,0.0735,0.0271,0.0464,9.5626,62.5144,90.0000,0.0000,16.7488,17.3694,17.0591,66156333513.9196,87786370950.0000
2014-03-27,540.015,541.5,535.1201,537.46,17.2006064555,7929700,0.0000,1.0,17.0421,17.0725,53.1988,68.1706,78.7071,0.0746,0.0350,0.0396,9.4564,94.3469,95.0000,0.0000,16.7233,17.3609,17.0421,66133663716.5031,87986935150.0000
2014-03-26,546.52,549.0,538.86,539.78,17.2748545986,10706000,0.0000,1.0,17.0264,17.0591,54.6703,82.2846,78.6462,0.0730,0.0422,0.0308,9.2723,187.6330,100.0000,0.0000,16.7095,17.3433,17.0264,66192830208.2778,88208966972.0000
2014-03-25,541.5,545.75,539.59,544.99,17.4415928854,10081900,0.0000,1.0,16.9905,17.0364,58.0986,85.6662,69.2298,0.0623,0.0421,0.0203,8.7640,233.9994,100.0000,5.0000,16.6342,17.3469,16.9905,66438202681.9025,88508735271.0000
2014-03-24,538.42,540.5,535.06,539.19,17.2559725277,12703600,0.0000,1.0,16.9538,16.9937,55.1223,67.9879,56.5689,0.0309,0.0211,0.0098,8.4238,171.9026,100.0000,10.0000,16.6425,17.2651,16.9538,66225566033.2292,88226441789.0000
2014-03-21,531.93,533.75,526.33,532.87,17.0537103449,13358800,0.0000,1.0,16.9352,16.9661,51.5606,54.0352,47.5118,0.0091,0.0046,0.0045,8.4019,39.7456,70.0000,15.0000,16.6555,17.2150,16.9352,66041176831.8516,87870740634.0000
2014-03-20,529.89,532.67,527.35,528.7,16.9202557084,7442800,0.0000,1.0,16.9230,16.9569,49.0247,47.6838,38.7237,0.0018,-0.0015,0.0033,8.8230,12.5567,75.0000,20.0000,16.6438,17.2023,16.9230,65755852742.6241,87496693860.0000
2014-03-19,532.26,536.24,529.0,531.26,17.0021846939,8027000,0.0000,1.0,16.9269,16.9607,50.5687,40.8163,30.2060,0.0061,0.0024,0.0037,9.1836,63.2568,0.0000,25.0000,16.6457,17.2081,16.9269,65858485139.8554,87705092468.0000
2014-03-18,525.9,531.97,525.2001,531.4,17.0066651853,7487400,0.0000,1.0,16.9367,16.9564,50.6516,27.6711,30.7292,0.0031,0.0000,0.0031,9.6508,0.3553,0.0000,30.0000,16.6330,17.2404,16.9367,65942923942.1939,87929848692.0000
2014-03-17,527.7,529.97,525.85,526.74,16.8575288289,7126600,0.0000,1.0,16.9601,16.9511,47.9544,22.1306,43.2979,-0.0012,-0.0043,0.0031,9.8569,-43.4575,5.0000,35.0000,16.5770,17.3431,16.9601,65768579572.4316,87720201283.0000
2014-03-14,528.79,530.89,523.0,524.69,16.7919216335,8471400,0.0000,1.0,16.9877,16.9609,46.7377,42.3860,60.1776,0.0085,0.0043,0.0042,9.9196,-67.1937,10.0000,40.0000,16.5611,17.4143,16.9877,65881913382.6497,87520656284.0000
2014-03-13,537.44,539.66,529.16,530.65,16.9826625528,9205100,0.0000,1.0,17.0193,16.9787,49.9636,65.3771,68.1598,0.0274,0.0243,0.0031,9.9855,14.9475,15.0000,45.0000,16.5628,17.4757,17.0193,66017498865.6766,87757855721.0000
2014-03-12,534.51,537.35,532.0,536.61,17.1734034721,7118800,0.0000,1.0,17.0277,16.9783,53.4695,72.7699,67.2796,0.0318,0.0347,-0.0030,10.4562,38.9155,20.0000,50.0000,16.5680,17.4873,17.0277,66202091988.4270,88015598778.0000
2014-03-11,535.45,538.74,532.59,536.09,17.1567616469,9972300,0.0000,1.0,17.0267,16.9577,53.1973,66.3324,67.4064,0.0174,0.0291,-0.0117,10.8638,45.8496,25.0000,55.0000,16.5682,17.4851,17.0267,66057906205.4628,87816272179.0000
2014-03-10,528.36,533.33,528.3391,530.92,16.9913035005,6378000,0.0000,1.0,17.0153,16.9368,50.4599,62.7364,72.7116,0.0006,0.0195,-0.0189,11.2521,-9.0604,30.0000,60.0000,16.5591,17.4715,17.0153,66019314176.7410,87537047500.0000
2014-03-07,531.09,531.98,526.05,530.44,16.9759418157,7883200,0.0000,1.0,16.9973,16.9311,50.2030,73.1505,79.5015,-0.0041,0.0197,-0.0238,11.6705,-17.8064,35.0000,0.0000,16.5113,17.4833,16.9973,66013199040.0441,87358463322.0000
2014-03-06,532.79,534.4399,528.1,530.75,16.9858629038,6624600,0.0000,1.0,16.9686,16.9263,50.3633,82.2480,80.0225,-0.0084,0.0203,-0.0287,12.0187,9.4059,40.0000,0.0000,16.4176,17.5196,16.9686,65907114725.1529,87579193142.0000
2014-03-05,530.92,534.75,529.13,532.36,17.0373885548,7145100,0.0000,1.0,16.9347,16.9201,51.1690,83.1061,74.4477,-0.0149,0.0190,-0.0338,12.5105,26.7253,45.0000,0.0000,16.3131,17.5563,16.9347,65937539494.4662,87764682127.0000
2014-03-04,531.0,532.64,527.77,531.24,17.0015446237,9255000,0.0000,1.0,16.8922,16.9077,50.6472,74.7133,61.6174,-0.0281,0.0105,-0.0386,13.0903,23.0143,50.0000,0.0000,16.1930,17.5914,16.8922,65907636839.7233,87564619127.0000
2014-03-03,523.42,530.65,522.81,527.76,16.8901724091,8527900,0.0000,1.0,16.8399,16.8978,49.0398,65.5238,45.1461,-0.0409,0.0002,-0.0412,13.5717,6.8527,55.0000,0.0000,16.0331,17.6467,16.8399,65797488926.7146,87305478868.0000
2014-02-28,529.08,532.75,522.12,526.24,16.8415270739,13284600,0.0000,1.0,16.7917,16.8986,48.3416,44.6151,26.6496,-0.0454,-0.0042,-0.0412,13.9573,14.8798,60.0000,5.0000,15.8927,17.6906,16.7917,65734747885.5074,87066697430.0000
2014-02-27,517.14,528.78,516.05,527.67,16.8872920932,10781500,0.0000,1.0,16.7446,16.9046,48.9408,25.2995,14.4857,-0.0455,-0.0053,-0.0402,14.3633,5.8251,65.0000,10.0000,15.7660,17.7232,16.7446,65818379712.4366,87438666601.0000
2014-02-26,523.61,525.0,515.6,517.35,16.5570158705,9864900,0.0000,1.0,16.6968,16.9065,44.1984,10.0343,9.3819,-0.0496,-0.0107,-0.0389,14.5588,-11.8032,70.0000,15.0000,15.6591,17.7345,16.6968,65569143028.6782,87136784300.0000
2014-02-25,529.38,529.565,521.0,522.06,16.7077524024,8284000,0.0000,1.0,16.6746,16.9433,46.0530,8.1233,9.9418,-0.0204,0.0157,-0.0362,14.5376,14.0432,0.0000,20.0000,15.6074,17.7419,16.6746,65742513572.1377,87413001776.0000
2014-02-24,523.15,529.9199,522.42,527.55,16.883451672,10318200,0.0000,1.0,16.7149,16.9680,48.2971,9.9882,19.3144,0.0017,0.0418,-0.0401,14.7652,18.4961,0.0000,25.0000,15.5866,17.8432,16.7149,65917053225.1427,87644954007.0000
2014-02-21,532.7927,534.57,524.6,525.25,16.8098435991,9956600,0.0000,1.0,16.7394,16.9770,47.2746,11.7140,37.3097,0.0120,0.0626,-0.0506,15.0717,19.7984,0.0000,30.0000,15.5768,17.9020,16.7394,65810729116.4789,87356044119.0000
2014-02-20,532.99,537.0,529.0,531.15,16.9986643078,10923500,0.0000,1.0,16.7836,16.9945,49.6684,36.2411,63.1145,0.0325,0.0987,-0.0662,15.4953,30.7625,0.0000,35.0000,15.5487,18.0186,16.7836,66053163080.9414,87634829197.0000
2014-02-19,544.75,546.89,534.35,537.37,17.1977261396,11206000,0.0000,1.0,16.8110,16.9941,52.3219,63.9741,82.1335,0.0390,0.1299,-0.0909,16.1471,52.4106,5.0000,40.0000,15.5346,18.0874,16.8110,66194622546.9860,87940687502.0000
2014-02-18,546.0,551.19,545.61,545.99,17.4735963954,9294700,0.0000,1.0,16.8245,16.9727,56.2803,89.1283,92.1218,0.0264,0.1498,-0.1234,16.9000,80.1659,10.0000,45.0000,15.5265,18.1225,16.8245,66357261624.7465,88254455815.0000
2014-02-14,542.47,545.9799,541.21,543.99,17.4095893755,9747300,0.0000,1.0,16.8109,16.9199,55.5389,93.2982,92.8602,-0.0181,0.1427,-0.1608,17.0825,68.5676,15.0000,50.0000,15.5349,18.0869,16.8109,66582066994.7945,87994203955.0000
2014-02-13,534.66,544.85,534.2,544.43,17.4236709199,10978500,0.0000,1.0,16.8221,16.8684,55.7365,93.9390,92.1241,-0.0682,0.1283,-0.1965,17.5145,56.8772,0.0000,55.0000,15.5216,18.1225,16.8221,66536858964.4129,88267128627.0000
2014-02-12,536.95,539.56,533.24,535.92,17.1513210502,11003600,0.0000,1.0,16.8375,16.8100,52.6413,91.3435,91.2701,-0.1325,0.0960,-0.2285,18.0219,36.0791,5.0000,60.0000,15.5020,18.1729,16.8375,66253706157.5457,87959730320.0000
2014-02-11,530.61,537.75,529.5,535.96,17.1526011906,10080600,0.0000,1.0,16.8490,16.7740,52.6577,91.0900,90.9408,-0.1850,0.0675,-0.2525,18.8047,28.6890,10.0000,65.0000,15.4990,18.1991,16.8490,66300506325.9420,88267831428.0000
2014-02-10,518.66,531.99,518.0,528.99,16.9295367263,12341400,0.0000,1.0,16.8436,16.7342,50.0765,91.3768,91.5864,-0.2494,0.0200,-0.2694,19.7151,1.1229,15.0000,70.0000,15.4976,18.1896,16.8436,66140731711.0583,87985574346.0000
2014-02-07,521.38,522.9299,517.38,519.68,16.6315840487,13224300,0.0000,1.0,16.8449,16.7136,46.3657,90.3556,85.6400,-0.3052,-0.0308,-0.2744,20.5519,-21.4418,20.0000,75.0000,15.4985,18.1913,16.8449,65943374973.0194,87640014801.0000
2014-02-06,510.06,513.5,507.81,512.51,16.4021188824,9205900,3.0500,1.0,16.8668,16.7222,43.2813,93.0269,71.5772,-0.3417,-0.0750,-0.2667,20.9530,-53.9556,25.0000,80.0000,15.5207,18.2128,16.8668,66006750836.2510,87269734031.0000
2014-02-05,506.56,515.28,506.2519,512.59,16.3076307664,11726600,0.0000,1.0,16.9111,16.7559,41.9759,73.5375,46.5620,-0.3600,-0.1120,-0.2480,20.8099,-70.8914,30.0000,85.0000,15.5708,18.2515,16.9111,65838682321.9734,87011968574.0000
2014-02-04,505.85,509.46,502.76,508.79,16.1867368806,13452900,0.0000,1.0,16.9548,16.8031,40.3060,48.1673,24.3185,-0.3684,-0.1485,-0.2200,20.5791,-97.1665,35.0000,90.0000,15.6393,18.2703,16.9548,65706003700.5401,86683623446.0000
2014-02-03,502.61,507.73,499.3,501.53,15.9557659304,14338000,0.0000,1.0,17.0107,16.8680,37.0161,17.9813,10.1442,-0.3616,-0.1787,-0.1828,19.9653,-131.8863,40.0000,95.0000,15.7361,18.2853,17.0107,65404658439.7048,86306941870.0000
2014-01-31,495.18,501.53,493.55,500.6,15.9261787426,16599900,0.0000,1.0,17.0734,16.9640,36.5909,6.8070,12.0898,-0.3240,-0.1858,-0.1382,19.2066,-181.3762,45.0000,100.0000,15.8927,18.2542,17.0734,65593722932.3227,85905477469.0000
2014-01-30,502.54,506.5,496.7,499.782,15.9001547429,24232200,0.0000,1.0,17.1570,17.0733,36.2311,5.6444,21.2934,-0.2683,-0.1766,-0.0917,17.9963,-221.1538,0.0000,100.0000,16.0809,18.2331,17.1570,65237261565.8325,85440679805.0000
2014-01-29,503.95,507.37,498.62,500.75,15.9309508696,17957500,0.0000,1.0,17.2544,17.1968,36.4637,23.8178,40.3950,-0.1907,-0.1432,-0.0475,16.8103,-283.1450,5.0000,100.0000,16.3059,18.2029,17.2544,65488999757.9847,86119182083.0000
2014-01-28,508.76,515.0,502.07,506.5,16.1138824073,38054400,0.0000,1.0,17.3399,17.3300,37.8343,34.4179,53.1546,-0.0920,-0.0803,-0.0117,15.6151,-326.4860,0.0000,100.0000,16.5983,18.0816,17.3399,65747013375.5754,86621992585.0000
2014-01-27,550.07,554.8,545.75,550.5,17.513706348,19817100,0.0000,1.0,17.4252,17.4580,52.0600,62.9494,64.0631,0.0166,0.0083,0.0083,14.4523,24.4902,0.0000,55.0000,16.9092,17.9412,17.4252,66082410418.2885,87687516850.0000
2014-01-24,554.0,555.62,544.75,546.07,17.3727695285,15334100,0.0000,1.0,17.4465,17.4522,50.2716,62.0964,59.0133,0.0126,0.0063,0.0063,15.0725,0.6673,0.0000,60.0000,16.8845,18.0085,17.4465,66054819732.0119,87132637496.0000
2014-01-23,549.94,556.5,544.8064,556.18,17.694410893,14401400,0.0000,1.0,17.4809,17.4605,54.6953,67.1434,56.8239,0.0215,0.0169,0.0047,15.7254,22.5041,5.0000,65.0000,16.8601,18.1016,17.4809,66379897334.1454,87561992725.0000
2014-01-22,550.9147,557.29,547.81,551.51,17.5458386702,13570900,0.0000,1.0,17.5030,17.4359,52.8756,47.8001,57.3979,-0.0001,-0.0005,0.0005,16.4160,12.6978,10.0000,70.0000,16.8245,18.1815,17.5030,65998727354.4555,87158753122.0000
2014-01-21,540.99,550.07,540.42,549.07,17.4682120699,11733100,0.0000,1.0,17.4990,17.4244,51.9170,55.5281,71.2691,-0.0125,-0.0131,0.0006,17.2411,-28.1693,15.0000,75.0000,16.8207,18.1774,17.4990,66082099717.8240,86778767543.0000
2014-01-17,551.48,552.07,539.9,540.67,17.2009729539,15240700,0.0000,1.0,17.4917,17.4197,48.4900,68.8654,77.4617,-0.0203,-0.0242,0.0039,17.7431,-45.0462,20.0000,80.0000,16.8090,18.1744,17.4917,65821661113.8117,86450240415.0000
2014-01-16,554.9,556.85,551.68,554.25,17.6330095247,8188500,0.0000,1.0,17.5078,17.4428,54.4502,89.4138,70.4291,-0.0027,-0.0127,0.0099,18.2715,28.8466,25.0000,85.0000,16.8382,18.1773,17.5078,66194401169.5230,86876980441.0000
2014-01-15,553.52,560.2,551.66,557.36,17.731951626,13987100,0.0000,1.0,17.5089,17.4228,55.9463,74.1059,47.3572,-0.0243,-0.0374,0.0131,18.9431,43.9097,30.0000,90.0000,16.8384,18.1795,17.5089,66195731604.1013,87106258670.0000
2014-01-14,538.22,546.73,537.66,546.39,17.3829500662,11877200,0.0000,1.0,17.5092,17.3902,51.4788,47.7678,30.2357,-0.0615,-0.0839,0.0224,19.6501,-51.6043,35.0000,95.0000,16.8383,18.1800,17.5092,66064573748.4802,86714619479.0000
2014-01-13,529.91,542.5,529.88,535.73,17.0438109024,13517600,0.0000,1.0,17.5220,17.3910,46.4672,20.1979,23.1867,-0.0726,-0.1160,0.0434,20.1122,-112.5141,40.0000,100.0000,16.8515,18.1924,17.5220,65756944794.9335,86382057547.0000
2014-01-10,539.83,540.8,531.11,532.94,16.9550493389,10892000,0.0000,1.0,17.5614,17.4275,45.0562,22.7414,27.8606,-0.0511,-0.1235,0.0724,20.2804,-135.4654,45.0000,100.0000,16.9157,18.2071,17.5614,65784537007.6587,86003564369.0000
2014-01-09,546.8,546.86,535.3501,536.519,17.0689122908,9969600,0.0000,1.0,17.6066,17.4772,46.5515,26.6207,27.2657,-0.0139,-0.1172,0.1033,20.3266,-119.3312,50.0000,85.0000,17.0125,18.2007,17.6066,65974321023.5592,86308540673.0000
2014-01-08,538.81,545.56,538.69,543.46,17.2897345175,9233200,0.0000,1.0,17.6528,17.5202,49.5832,34.2197,23.4985,0.0221,-0.1105,0.1326,20.6003,-111.0601,55.0000,90.0000,17.0903,18.2153,17.6528,66196771545.9993,86587689752.0000
2014-01-07,544.32,545.96,537.925,540.0375,17.1808504848,11328900,0.0000,1.0,17.6893,17.5445,47.9968,20.9566,17.9935,0.0453,-0.1149,0.1602,21.0731,-138.1847,60.0000,95.0000,17.1310,18.2477,17.6893,66096294876.1114,86329159894.0000
2014-01-06,537.45,546.8,533.6,543.93,17.3046871823,14736100,0.0000,1.0,17.7211,17.5828,49.6861,15.3192,17.9039,0.0854,-0.1036,0.1890,21.5708,-160.3207,0.0000,100.0000,17.2120,18.2302,17.7211,66246707851.8704,86646369411.0000
2014-01-03,552.86,553.7,540.43,540.98,17.2108353499,14016700,0.0000,1.0,17.7593,17.6120,48.3780,17.7047,25.2589,0.1226,-0.0922,0.2149,22.0947,-147.5076,5.0000,50.0000,17.2667,18.2519,17.7593,66013520000.1457,86233758199.0000
2014-01-02,555.68,557.03,552.021,553.13,17.5973776426,8381600,0.0000,1.0,17.7975,17.6543,53.8565,20.6878,34.8383,0.1780,-0.0599,0.2379,23.0098,-67.3985,10.0000,55.0000,17.3662,18.2287,17.7975,66373454850.3101,86626226191.0000
2013-12-31,554.17,561.28,554.0,561.02,17.8483915265,7967300,0.0000,1.0,17.8185,17.6603,57.9017,37.3843,51.8712,0.2067,-0.0462,0.2529,23.7455,-19.2253,15.0000,60.0000,17.3874,18.2496,17.8185,66504220657.6790,86860911225.0000
2013-12-30,557.46,560.09,552.321,554.52,17.6415993534,9058200,0.0000,1.0,17.8029,17.6405,55.2724,46.4430,67.9599,0.2147,-0.0498,0.2645,24.3825,-52.7394,20.0000,65.0000,17.3551,18.2507,17.8029,66297070650.5663,86637826602.0000
2013-12-27,563.82,564.41,559.5,560.09,17.8188043386,8067300,0.0000,1.0,17.8054,17.6403,58.2332,71.7864,77.8313,0.2429,-0.0340,0.2769,25.1175,13.6887,25.0000,0.0000,17.3606,18.2501,17.8054,66407121652.6250,86891456455.0000
2013-12-26,568.1,569.5,563.376,563.9,17.9400163662,7286000,0.0000,1.0,17.7829,17.6216,60.3333,85.6505,72.1694,0.2573,-0.0281,0.2854,25.3894,62.9647,30.0000,0.0000,17.2993,18.2664,17.7829,66578720359.8215,87117341080.0000
2013-12-24,569.89,571.88,566.03,567.67,18.0599558266,5984100,0.0000,1.0,17.7344,17.5880,62.4505,76.0569,56.0057,0.2596,-0.0328,0.2924,25.3830,92.5715,35.0000,0.0000,17.1413,18.3274,17.7344,66747816644.0076,87321349284.0000
2013-12-23,568.0,570.72,562.76,570.09,18.1369461433,17903800,0.0000,1.0,17.6645,17.5384,63.8161,54.8008,39.2962,0.2466,-0.0540,0.3006,25.1710,89.7520,40.0000,0.0000,16.9291,18.3999,17.6645,66821426261.9617,87488904251.0000
2013-12-20,545.43,551.61,544.8175,549.02,17.4666213609,15586200,0.0000,1.0,17.5845,17.4753,55.8266,37.1593,29.5203,0.2186,-0.0956,0.3141,24.9963,-25.8299,45.0000,0.0000,16.7331,18.4358,17.5845,66399471960.8971,86987597350.0000
2013-12-19,549.5,550.0,543.7301,544.46,17.3215486979,11439600,0.0000,1.0,17.5401,17.4763,53.7259,25.9285,21.1017,0.2478,-0.0902,0.3380,25.7808,-26.7369,50.0000,5.0000,16.5830,18.4973,17.5401,66295869806.4435,86551183314.0000
2013-12-18,549.7,551.45,538.8,550.77,17.5222961767,20209400,0.0000,1.0,17.4933,17.4925,57.3086,25.4731,16.3523,0.2963,-0.0642,0.3606,26.7061,-12.5683,55.0000,10.0000,16.4139,18.5726,17.4933,66541602417.5774,86871492434.0000
2013-12-17,555.81,559.44,553.375,554.99,17.6565520183,8210800,0.0000,1.0,17.4436,17.4894,59.8440,11.9035,10.5725,0.3335,-0.0431,0.3766,27.6801,29.6454,60.0000,15.0000,16.2856,18.6016,17.4436,66036574598.8059,87437356199.0000
2013-12-16,555.02,562.6389,555.01,557.5,17.7364056112,10092600,0.0000,1.0,17.3858,17.4718,61.3784,11.6802,13.0964,0.3624,-0.0250,0.3874,27.5242,42.8822,65.0000,20.0000,16.1624,18.6091,17.3858,66144039388.9837,87667258828.0000
2013-12-13,562.85,562.88,553.67,554.43,17.6387360772,11886500,0.0000,1.0,17.3341,17.4440,60.1925,8.1338,20.3190,0.3860,-0.0077,0.3937,27.2047,42.2688,70.0000,25.0000,16.0871,18.5810,17.3341,66242161112.3843,87384665746.0000
2013-12-12,562.1415,565.34,560.03,560.54,17.8331207199,9367500,0.0000,1.0,17.2923,17.4235,63.9025,19.4753,31.6499,0.4203,0.0247,0.3956,26.8684,64.3126,75.0000,30.0000,16.0330,18.5515,17.2923,66520055111.5491,87717488078.0000
2013-12-11,567.0,570.97,559.69,561.36,17.8592083478,12847100,0.0000,1.0,17.2288,17.3803,64.4087,33.3479,43.1010,0.4383,0.0489,0.3894,25.9084,78.4809,80.0000,35.0000,15.9571,18.5005,17.2288,66731961933.2049,87979778340.0000
2013-12-10,563.58,567.88,561.2,565.55,17.992509764,9938200,0.0000,1.0,17.1630,17.3299,66.9842,42.1265,54.1687,0.4521,0.0749,0.3772,24.8979,90.4804,85.0000,40.0000,15.8925,18.4336,17.1630,66985168504.4851,88339497499.0000
2013-12-09,560.9001,569.58,560.9001,566.43,18.0205062428,11446200,0.0000,1.0,17.0890,17.2602,67.5229,53.8287,69.2020,0.4497,0.0912,0.3584,23.9476,105.2930,90.0000,0.0000,15.8484,18.3297,17.0890,66901021026.4562,88617767377.0000
2013-12-06,565.79,566.75,559.57,560.02,17.816577346,12298300,0.0000,1.0,17.0161,17.1802,65.6090,66.5507,79.9172,0.4372,0.1015,0.3356,22.9474,108.2301,95.0000,0.0000,15.8328,18.1994,17.0161,66813146341.2529,88297273457.0000
2013-12-05,572.65,575.1358,566.41,567.901,18.0673049023,15985000,0.0000,1.0,16.9405,17.1132,70.4589,87.2266,87.0616,0.4356,0.1254,0.3103,21.9952,160.6039,100.0000,5.0000,15.7784,18.1025,16.9405,67114335092.3119,88641626201.0000
