,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2010-02-02,16.51,16.95,16.46,16.74,15.3876136872,21245300,0.0000,1.0,15.9021,15.5010,50.8703,61.6408,40.8751,0.0416,-0.1885,-0.1469,23.1741,-51.7656,90.0000,5.0000,14.1600,15.9021,17.6443,-353924085.9215,1277741884.0000
2010-02-01,15.45,16.6,15.32,16.57,15.2313475984,23745800,0.0000,1.0,15.9826,15.5129,49.7895,38.0938,26.6384,0.0887,-0.2524,-0.1637,23.7067,-103.7829,95.0000,10.0000,14.1950,15.9826,17.7702,-356959128.7786,1256496584.0000
2010-01-29,16.27,16.45,15.15,15.39,14.1466770996,19367500,0.0000,1.0,16.0796,15.5425,41.2697,22.8908,21.5327,0.1518,-0.3187,-0.1669,23.8784,-155.8091,100.0000,15.0000,14.2554,16.0796,17.9037,-379591844.4042,1232750784.0000
2010-01-28,16.78,16.84,15.86,16.09,14.7901257006,17194100,0.0000,1.0,16.2303,15.6894,45.6334,18.9306,18.0811,0.2315,-0.2896,-0.0581,23.8858,-125.2909,100.0000,20.0000,14.5800,16.2303,17.8806,-367375421.3293,1252118284.0000
2010-01-27,16.2,16.71,16.02,16.65,15.3048845814,20312600,0.0000,1.0,16.3190,15.7841,49.6209,22.7768,17.8829,0.3039,-0.2879,0.0160,24.4562,-123.5823,100.0000,25.0000,14.8026,16.3190,17.8355,-358252021.3306,1269312384.0000
2010-01-26,16.66,16.77,16.2,16.21,14.900431175,17865900,0.0000,1.0,16.3719,15.8346,46.1057,12.5360,17.9968,0.3759,-0.3178,0.0581,25.1982,-149.1850,100.0000,30.0000,14.9286,16.3719,17.8152,-375031995.2453,1248999784.0000
2010-01-25,16.73,17.06,16.61,16.74,15.3876136872,16091900,0.0000,1.0,16.4583,15.9329,50.1065,18.3361,25.7201,0.4553,-0.3033,0.1520,26.1406,-127.7196,95.0000,35.0000,15.1802,16.4583,17.7363,-357792968.9246,1266865684.0000
2010-01-22,16.85,17.16,16.36,16.46,15.1302342468,26697900,0.0000,1.0,16.5222,15.9903,47.8347,23.1185,30.8820,0.5312,-0.3110,0.2202,27.5104,-166.5796,100.0000,40.0000,15.3405,16.5222,17.7038,-350998611.1450,1250773784.0000
2010-01-21,17.35,17.66,16.89,17.05,15.6725694963,15215800,0.0000,1.0,16.5874,16.0808,52.6320,35.7059,33.2205,0.6089,-0.2788,0.3302,28.9523,-117.0140,85.0000,45.0000,15.5907,16.5874,17.5841,-330975186.1431,1277471684.0000
2010-01-20,17.21,17.43,16.98,17.355,15.9529292439,17993200,0.0000,1.0,16.6044,16.1238,55.3586,33.8217,31.4264,0.6786,-0.2681,0.4105,29.9284,-110.4303,0.0000,50.0000,15.6605,16.6044,17.5483,-322082835.4962,1292687484.0000
2010-01-19,16.98,17.54,16.93,17.43,16.0218701654,13633200,0.0000,1.0,16.5798,16.1418,56.0367,30.1341,31.4693,0.7456,-0.2671,0.4785,31.1646,-96.2428,0.0000,55.0000,15.5478,16.5798,17.6118,-334078302.1658,1310680684.0000
2010-01-15,17.5,17.65,16.88,17.11,15.7277222335,20454800,0.0000,1.0,16.5523,16.1544,53.7397,30.3235,32.2349,0.8124,-0.2611,0.5514,32.4658,-102.3418,0.0000,60.0000,15.4361,16.5523,17.6685,-342794610.3622,1297047484.0000
2010-01-14,17.69,17.82,17.33,17.63,16.2057126228,15213100,0.0000,1.0,16.5431,16.1993,58.4545,33.9503,33.5753,0.8777,-0.2114,0.6663,33.8356,-45.7205,0.0000,65.0000,15.3972,16.5431,17.6889,-334559561.0131,1317502284.0000
2010-01-13,17.79,17.97,17.1,17.91,16.4630920632,12721700,0.0000,1.0,16.4521,16.1986,61.2012,32.4309,36.3453,0.9306,-0.1760,0.7546,34.8281,-20.9291,0.0000,70.0000,14.9729,16.4521,17.9312,-337974746.7245,1332715384.0000
2010-01-12,18.02,18.09,17.29,17.67,16.2424811143,15685800,0.0000,1.0,16.3491,16.1708,59.6576,34.3449,46.6389,0.9746,-0.1445,0.8301,35.8730,-6.0057,0.0000,75.0000,14.6216,16.3491,18.0766,-348941729.4811,1319993684.0000
2010-01-11,18.65,18.73,18.03,18.29,16.8123927324,13915300,0.0000,1.0,16.2360,16.1633,66.1126,42.2602,59.8902,1.0107,-0.0738,0.9369,36.7820,52.4601,5.0000,80.0000,14.2230,16.2360,18.2491,-348157439.4808,1335679484.0000
2010-01-08,18.36,18.6821,18.25,18.55,17.051387927,11954200,0.0000,1.0,16.1037,16.0949,69.0908,63.3115,72.5426,1.0291,-0.0276,1.0015,36.9148,66.2454,10.0000,85.0000,13.9188,16.1037,18.2885,-344579219.4826,1349594784.0000
2010-01-07,18.78,18.86,18.37,18.51,17.0146194355,13694800,0.0000,1.0,15.9722,15.9942,68.8860,74.0990,76.9098,1.0360,0.0090,1.0451,36.7809,77.0011,15.0000,90.0000,13.7161,15.9722,18.2284,-349224232.6241,1337640584.0000
2010-01-06,18.75,18.92,18.57,18.88,17.3547279818,16229200,0.0000,1.0,15.8252,15.8868,73.1459,80.2172,78.3913,1.0338,0.0555,1.0893,36.4896,96.2575,0.0000,95.0000,13.4783,15.8252,18.1720,-343355032.6241,1351335384.0000
2010-01-05,18.51,18.96,18.42,18.76,17.2444225073,18216200,0.0000,1.0,15.6969,15.7323,72.6243,76.4133,78.9662,1.0199,0.0753,1.0952,35.9319,101.7078,0.0000,100.0000,13.4192,15.6969,17.9747,-355874701.1940,1335106184.0000
2010-01-04,18.51,18.62,18.11,18.49,16.9962351898,20005100,0.0000,1.0,15.4901,15.5732,71.4385,78.5433,79.5295,1.0011,0.0970,1.0981,35.3449,92.3849,0.0000,95.0000,13.0655,15.4901,17.9147,-360597419.7085,1316889984.0000
2009-12-31,18.71,18.95,18.66,18.68,17.1708855244,17508500,0.0000,1.0,15.2759,15.4234,73.5689,81.9421,79.5977,0.9769,0.1342,1.1110,34.8779,118.2934,0.0000,100.0000,12.6712,15.2759,17.8806,-370403841.2786,1336895084.0000
2009-12-30,18.19,18.78,18.06,18.67,17.1616934015,17600200,0.0000,1.0,15.0480,15.2394,73.5294,78.1029,80.8959,0.9433,0.1503,1.0936,33.6966,114.2788,0.0000,100.0000,12.3502,15.0480,17.7458,-355310306.8031,1319386584.0000
2009-12-29,17.74,18.07,17.7,18.02,16.5642054148,11896200,0.0000,1.0,14.8021,15.0371,70.8406,78.7481,85.9782,0.9058,0.1507,1.0564,32.5147,96.4129,0.0000,95.0000,12.0245,14.8021,17.5797,-367532667.9139,1301786384.0000
2009-12-28,18.06,18.22,17.62,17.8,16.3619787116,11644000,0.0000,1.0,14.5741,14.8763,69.8561,85.8365,91.2892,0.8681,0.1863,1.0544,31.5522,105.1859,0.0000,100.0000,11.6670,14.5741,17.4812,-376213678.7223,1289890184.0000
2009-12-24,18.18,18.21,18.02,18.09,16.6285502749,3420300,0.0000,1.0,14.3438,14.7199,72.9401,93.3498,91.2813,0.8215,0.2356,1.0571,30.5391,128.3940,5.0000,100.0000,11.3128,14.3438,17.3749,-371556078.7185,1301534184.0000
2009-12-23,18.05,18.18,17.82,18.13,16.6653187664,11054900,0.0000,1.0,14.1131,14.5190,73.3645,94.6811,86.6734,0.7626,0.2555,1.0181,28.9475,134.3793,10.0000,100.0000,11.1105,14.1131,17.1158,-370655999.7705,1304954484.0000
2009-12-22,17.42,18.06,17.4,17.88,16.4355156946,19826100,0.0000,1.0,13.8737,14.2931,72.4114,85.8129,80.9749,0.6987,0.2509,0.9496,27.2820,130.5901,15.0000,100.0000,10.9608,13.8737,16.7865,-378640094.2123,1293899584.0000
2009-12-21,16.92,17.49,16.9,17.42,16.0126780425,10694800,0.0000,1.0,13.6494,14.0676,70.5705,79.5261,77.6318,0.6360,0.2359,0.8719,25.5668,118.5363,20.0000,100.0000,10.8725,13.6494,16.4263,-387651957.8475,1274073484.0000
2009-12-18,16.97,17.03,16.62,16.82,15.4611506702,20320700,0.0000,1.0,13.4416,13.8628,67.9180,77.5856,76.0101,0.5770,0.2260,0.8030,23.9517,109.4183,25.0000,95.0000,10.7840,13.4416,16.0993,-395809008.6949,1263378684.0000
2009-12-17,16.96,17.48,16.58,16.83,15.4703427931,25403300,0.0000,1.0,13.2652,13.6946,68.0150,75.7838,65.8712,0.5205,0.2391,0.7596,22.4227,130.5293,30.0000,100.0000,10.7002,13.2652,15.8301,-395313381.8641,1283699384.0000
2009-12-16,16.21,17.09,16.12,16.91,15.5438797761,42085000,0.0000,1.0,13.1130,13.5077,68.7619,74.6610,55.7578,0.4608,0.2315,0.6922,20.8131,138.6271,35.0000,100.0000,10.7351,13.1130,15.4909,-384023026.3099,1309102684.0000
2009-12-15,15.56,15.91,15.52,15.65,14.3856722942,11153800,0.0000,1.0,12.9669,13.2933,62.6204,47.1687,46.3208,0.4029,0.1858,0.5887,19.2679,101.7097,40.0000,70.0000,10.8608,12.9669,15.0729,-410488851.0520,1267017684.0000
2009-12-14,15.43,15.72,15.26,15.67,14.40405654,10137200,0.0000,1.0,12.8795,13.1783,62.8066,45.4437,52.2705,0.3565,0.2094,0.5658,18.1906,108.3169,45.0000,75.0000,10.8736,12.8795,14.8855,-406770917.7166,1278171484.0000
2009-12-11,15.54,15.56,15.17,15.21,13.9812188879,10418600,0.0000,1.0,12.7826,13.0493,60.2222,46.3501,62.0941,0.3041,0.2225,0.5266,17.1615,109.3716,50.0000,80.0000,10.8969,12.7826,14.6683,-414704378.5890,1268034284.0000
2009-12-10,15.8,15.9,15.36,15.41,14.1650613453,10425300,0.0000,1.0,12.7021,12.9512,62.0017,65.0177,74.4027,0.2485,0.2634,0.5119,16.1675,150.3711,55.0000,85.0000,10.8921,12.7021,14.5122,-406422927.3077,1278452884.0000
2009-12-09,15.47,15.805,15.32,15.69,14.4224407857,16789700,0.0000,1.0,12.6144,12.8235,64.5380,74.9145,82.3887,0.1827,0.2843,0.4669,14.8944,192.8069,60.0000,90.0000,10.9307,12.6144,14.2980,-397928238.4205,1288878184.0000
2009-12-08,15.83,15.9,15.22,15.31,14.0731401166,26887800,0.0000,1.0,12.4967,12.6551,62.5636,83.2759,87.9824,0.1116,0.2650,0.3766,13.6023,236.1607,65.0000,95.0000,11.0186,12.4967,13.9748,-406755812.6477,1272088484.0000
2009-12-07,15.85,16.45,15.1,16.09,14.7901257006,68304600,0.0000,1.0,12.4117,12.5059,70.1833,88.9756,89.4275,0.0453,0.2460,0.2914,12.2422,374.9617,70.0000,100.0000,11.1225,12.4117,13.7008,-386985371.4757,1298976284.0000
2009-12-04,14.09,14.32,13.87,14.26,13.1079672151,20614100,0.0000,1.0,12.2770,12.2654,59.0736,91.6958,87.3337,-0.0162,0.1215,0.1054,10.8105,166.2490,0.0000,100.0000,11.5858,12.2770,12.9682,-418860851.4742,1230671684.0000
2009-12-03,13.88,14.13,13.81,13.83,12.7127059316,16500900,0.0000,1.0,12.1855,12.1767,55.3608,87.6112,77.1201,-0.0466,0.0842,0.0377,10.6271,135.4998,0.0000,100.0000,11.4746,12.1855,12.8965,-433977858.1435,1210057584.0000
2009-12-02,13.35,13.75,13.27,13.72,12.61159258,15057300,0.0000,1.0,12.1005,12.1203,54.3544,82.6943,65.8230,-0.0676,0.0586,-0.0090,10.5986,80.0567,0.0000,45.0000,11.2660,12.1005,12.9350,-419539570.6498,1193556684.0000
2009-12-01,13.13,13.47,13.06,13.32,12.2439076651,11548400,0.0000,1.0,12.0219,12.0686,50.4994,61.0548,51.7761,-0.0823,0.0241,-0.0582,10.9167,35.3171,5.0000,50.0000,11.1030,12.0219,12.9409,-432714708.1507,1178499384.0000
2009-11-30,12.84,13.07,12.7,13.06,12.0049124705,12745900,0.0000,1.0,11.9645,12.0502,47.7758,53.7200,44.8275,-0.0883,0.0056,-0.0826,11.4547,-9.8944,10.0000,55.0000,10.9678,11.9645,12.9611,-435813059.3678,1166950984.0000
2009-11-27,12.6,12.94,12.53,12.79,11.7567251529,6998300,0.0000,1.0,11.9139,12.0549,44.7783,40.5536,35.6353,-0.0897,0.0014,-0.0883,11.5934,-29.1853,15.0000,60.0000,10.8317,11.9139,12.9961,-447869991.8055,1154205084.0000
2009-11-25,13.07,13.25,12.975,13.07,12.0141045933,11044000,0.0000,1.0,11.9029,12.0863,47.4621,40.2090,30.1110,-0.0901,0.0210,-0.0691,11.5932,18.9778,20.0000,65.0000,10.8100,11.9029,12.9957,-449747584.4870,1161203384.0000
2009-11-24,12.94,13.03,12.71,12.92,11.8762227502,10462600,0.0000,1.0,11.8546,12.0939,45.8092,26.1432,25.3137,-0.0953,0.0256,-0.0697,12.0144,-2.3523,25.0000,70.0000,10.7021,11.8546,13.0072,-446333984.4878,1150159384.0000
2009-11-23,13.09,13.327,12.94,13.0,11.9497597332,9773100,0.0000,1.0,11.8372,12.1168,46.5512,23.9808,30.6780,-0.1017,0.0464,-0.0554,12.2155,22.9670,30.0000,75.0000,10.6759,11.8372,12.9984,-449603546.9871,1160621984.0000
2009-11-20,12.68,12.96,12.65,12.9,11.8578385045,10668700,0.0000,1.0,11.8362,12.1344,45.5029,25.8170,43.7236,-0.1133,0.0695,-0.0438,12.6503,-7.1979,35.0000,80.0000,10.6753,11.8362,12.9972,-442860865.5904,1150848884.0000
2009-11-19,13.23,13.23,12.74,12.98,11.9313754875,20846000,0.0000,1.0,11.8477,12.1635,46.1914,42.2361,59.5260,-0.1307,0.1117,-0.0190,12.6963,7.3738,40.0000,85.0000,10.6816,11.8477,13.0138,-449399746.2375,1161517584.0000
2009-11-18,13.6,13.65,13.29,13.52,12.4277501226,11387900,0.0000,1.0,11.8702,12.1880,51.1552,63.1178,68.8215,-0.1586,0.1640,0.0054,12.8275,62.0523,45.0000,90.0000,10.6814,11.8702,13.0591,-448974317.6648,1182363584.0000
2009-11-17,13.758,13.758,13.47,13.73,12.6207847029,8753100,0.0000,1.0,11.8638,12.1627,53.2701,73.2241,70.9843,-0.1996,0.1855,-0.0141,13.4935,80.4868,50.0000,0.0000,10.6858,11.8638,13.0419,-452137623.2230,1193751484.0000
2009-11-16,13.68,13.91,13.61,13.75,12.6391689486,10070500,0.0000,1.0,11.8629,12.1145,53.4701,70.1225,70.0396,-0.2460,0.1876,-0.0584,13.9981,90.7389,55.0000,5.0000,10.6872,11.8629,13.0386,-459188731.5590,1202504584.0000
2009-11-13,13.45,13.63,13.39,13.56,12.464518614,9713100,0.0000,1.0,11.8606,12.0593,51.8382,69.6062,73.5861,-0.2929,0.1769,-0.1160,14.3743,66.7810,60.0000,10.0000,10.6908,11.8606,13.0304,-458517364.8938,1192434084.0000
2009-11-12,13.62,13.85,13.42,13.46,12.3725973853,12646600,0.0000,1.0,11.8450,12.0166,50.9785,70.3902,77.7438,-0.3371,0.1671,-0.1700,15.0492,75.9953,65.0000,0.0000,10.6998,11.8450,12.9902,-462564489.8934,1182720984.0000
2009-11-11,13.35,13.82,13.3275,13.5,12.4093658768,21787800,0.0000,1.0,11.8482,11.9792,51.3266,80.7619,81.9794,-0.3788,0.1517,-0.2271,15.7284,71.7613,70.0000,0.0000,10.6967,11.8482,12.9997,-452270745.7081,1195367584.0000
2009-11-10,13.51,13.51,12.96,13.13,12.0692573306,19536800,0.0000,1.0,11.8684,11.9339,48.2192,82.0793,77.1012,-0.4168,0.1163,-0.3005,16.4720,27.2845,75.0000,5.0000,10.6652,11.8684,13.0716,-445745465.5026,1173579784.0000
2009-11-09,13.34,13.65,13.33,13.46,12.3725973853,20453100,0.0000,1.0,11.9066,11.9196,50.9767,83.0970,67.0390,-0.4458,0.0908,-0.3551,17.1241,51.0809,80.0000,10.0000,10.6339,11.9066,13.1792,-438285960.0529,1193116584.0000
2009-11-06,13.04,13.43,12.88,13.16,12.0968336992,41027800,0.0000,1.0,11.9318,11.8720,48.4297,66.1273,51.2838,-0.4685,0.0180,-0.4505,17.8865,13.4321,85.0000,15.0000,10.6043,11.9318,13.2594,-434451003.7982,1172663484.0000
2009-11-05,12.12,12.39,12.08,12.27,11.2787347636,23878900,0.0000,1.0,11.9783,11.8483,39.5832,51.8926,37.1709,-0.4730,-0.0646,-0.5377,18.7556,-79.1699,90.0000,20.0000,10.5685,11.9783,13.3880,-435196963.8005,1131635684.0000
2009-11-04,12.1,12.23,11.93,11.98,11.0121632003,22921000,0.0000,1.0,12.0573,11.9083,36.1950,35.8316,26.9201,-0.4569,-0.1010,-0.5578,18.4591,-109.6753,95.0000,25.0000,10.6360,12.0573,13.4786,-440588973.4866,1107756784.0000
2009-11-03,11.68,12.07,11.56,12.01,11.0397395689,21911800,0.0000,1.0,12.1456,12.0026,36.3956,23.7886,19.6798,-0.4316,-0.1167,-0.5483,17.9222,-144.3068,100.0000,30.0000,10.7766,12.1456,13.5145,-425308306.8255,1130677784.0000
2009-11-02,11.94,12.33,11.73,12.07,11.0948923062,14828400,0.0000,1.0,12.2375,12.1039,36.7829,21.1400,17.0131,-0.4025,-0.1285,-0.5310,17.1288,-151.6100,100.0000,35.0000,10.9325,12.2375,13.5425,-442064389.1724,1152589584.0000
2009-10-30,12.49,12.535,11.9,11.96,10.9937789546,15103600,0.0000,1.0,12.3161,12.2101,35.5891,14.1108,12.0447,-0.3704,-0.1363,-0.5067,16.4179,-169.8522,100.0000,40.0000,11.1102,12.3161,13.5219,-444041509.1758,1137761184.0000
2009-10-29,12.21,12.61,12.1,12.55,11.536114204,15927500,0.0000,1.0,12.4029,12.3382,39.3782,15.7885,9.9508,-0.3363,-0.1218,-0.4581,15.7960,-165.7931,95.0000,0.0000,11.3500,12.4029,13.4559,-431792132.8012,1152864784.0000
2009-10-28,12.26,12.535,11.96,12.02,11.0489316918,19340800,0.0000,1.0,12.4677,12.4226,33.3198,6.2348,11.4935,-0.3058,-0.1388,-0.4446,15.2933,-238.8152,100.0000,0.0000,11.4786,12.4677,13.4569,-443971985.7440,1136937284.0000
2009-10-27,12.92,13.11,12.41,12.54,11.5269220811,14795900,0.0000,1.0,12.6061,12.5672,36.7423,7.8291,19.6801,-0.2711,-0.1002,-0.3713,14.6682,-196.0551,100.0000,5.0000,11.6773,12.6061,13.5349,-428667526.6115,1156278084.0000
2009-10-26,13.25,13.45,12.91,12.98,11.9313754875,12041300,0.0000,1.0,12.6989,12.6767,40.0491,20.4167,31.7455,-0.2461,-0.0749,-0.3210,14.3567,-143.7179,100.0000,10.0000,11.8526,12.6989,13.5452,-419367246.6102,1171073984.0000
2009-10-23,13.65,13.65,13.07,13.15,12.0876415763,10738200,0.0000,1.0,12.7839,12.7552,41.4173,30.7944,39.6930,-0.2274,-0.0660,-0.2934,14.4699,-122.3731,75.0000,15.0000,11.9216,12.7839,13.6463,-410447765.1291,1183115284.0000
2009-10-22,13.31,13.54,13.08,13.47,12.3817895082,9483200,0.0000,1.0,12.8460,12.8254,44.1121,44.0254,41.7820,-0.2109,-0.0588,-0.2697,14.7421,-121.4766,80.0000,20.0000,12.0150,12.8460,13.6770,-402671827.1989,1193853484.0000
2009-10-21,13.66,13.87,13.31,13.38,12.2990604023,12598900,0.0000,1.0,12.9044,12.8721,43.1233,44.2593,35.0678,-0.1962,-0.0693,-0.2655,14.9014,-101.3066,85.0000,0.0000,12.0484,12.9044,13.7604,-409268835.8946,1184370284.0000
2009-10-20,13.93,14.03,13.6,13.71,12.6024004571,16504500,0.0000,1.0,12.9761,12.9325,45.9555,37.0614,27.9630,-0.1788,-0.0691,-0.2479,15.2826,-61.5968,90.0000,5.0000,12.0950,12.9761,13.8571,-399819660.8940,1196969184.0000
2009-10-19,13.33,13.81,13.22,13.7,12.5932083342,17389700,0.0000,1.0,13.0436,12.9672,45.8531,23.8828,28.1135,-0.1616,-0.0911,-0.2527,15.9670,-94.9121,95.0000,0.0000,12.0838,13.0436,14.0034,-391759323.6853,1180464684.0000
2009-10-16,13.36,13.4,12.98,13.22,12.1519864364,25470800,0.0000,1.0,13.1103,13.0066,40.7338,22.9448,39.0271,-0.1388,-0.1154,-0.2542,16.4515,-153.0449,100.0000,0.0000,12.1010,13.1103,14.1195,-402664728.7689,1163074984.0000
2009-10-15,13.92,14.05,13.44,13.53,12.4369422454,27304900,0.0000,1.0,13.2022,13.0965,43.2422,37.5129,55.2444,-0.1099,-0.0975,-0.2075,16.4889,-101.7181,100.0000,0.0000,12.2244,13.2022,14.1800,-406303414.4813,1188545784.0000
2009-10-14,14.5,14.5,13.87,13.94,12.8138192832,27548700,0.0000,1.0,13.2808,13.1660,46.8684,56.6236,67.3052,-0.0855,-0.0883,-0.1738,16.9650,-53.4217,80.0000,0.0000,12.3090,13.2808,14.2526,-387055698.0831,1215850684.0000
2009-10-13,14.09,14.25,13.83,13.96,12.8322035289,15053100,0.0000,1.0,13.3727,13.2030,47.0513,71.5967,68.4599,-0.0635,-0.1033,-0.1668,17.7827,-70.8715,85.0000,0.0000,12.2577,13.3727,14.4877,-365628931.4164,1243399384.0000
2009-10-12,13.93,14.28,13.92,14.01,12.8781641433,12475200,0.0000,1.0,13.4839,13.2421,47.4913,73.6953,57.8091,-0.0377,-0.1195,-0.1572,18.5038,-72.0432,90.0000,5.0000,12.1792,13.4839,14.7887,-359894417.1285,1258452484.0000
2009-10-09,13.91,14.19,13.89,14.17,13.0252381092,15463500,0.0000,1.0,13.5777,13.2804,48.8810,60.0877,40.7457,-0.0078,-0.1396,-0.1474,19.3613,-78.5804,95.0000,10.0000,12.1934,13.5777,14.9619,-353656817.1323,1270927684.0000
2009-10-08,13.98,14.02,13.49,13.99,12.8597798975,31038100,0.0000,1.0,13.6764,13.3072,47.2307,39.6444,26.2718,0.0271,-0.1748,-0.1476,20.1623,-112.3305,100.0000,15.0000,12.1863,13.6764,15.1666,-367058517.1263,1255464184.0000
2009-10-07,13.91,14.06,13.75,13.9,12.7770507917,11490200,0.0000,1.0,13.7904,13.3543,46.4089,22.5050,15.5734,0.0708,-0.1998,-0.1290,20.8135,-115.4436,90.0000,20.0000,12.2209,13.7904,15.3599,-394582869.9584,1224426084.0000
2009-10-06,13.95,14.25,13.85,14.01,12.8781641433,19031800,0.0000,1.0,13.8851,13.4151,47.2635,16.6660,17.6635,0.1208,-0.2157,-0.0949,21.7593,-115.8921,95.0000,25.0000,12.3433,13.8851,15.4268,-394212218.3484,1235916284.0000
2009-10-05,14.0,14.05,13.54,13.78,12.6667453172,18856900,0.0000,1.0,13.9549,13.4716,45.2611,7.5493,22.7386,0.1747,-0.2350,-0.0603,22.8571,-159.8756,100.0000,30.0000,12.4767,13.9549,15.4332,-390405858.3525,1216884484.0000
2009-10-02,13.82,14.15,13.74,13.85,12.7310901773,15311900,0.0000,1.0,14.0161,13.5563,45.7635,28.7751,35.6049,0.2335,-0.2272,0.0062,23.8030,-167.1495,100.0000,35.0000,12.6599,14.0161,15.3722,-389296628.9374,1235741384.0000
2009-10-01,14.98,14.98,13.95,13.96,12.8322035289,24999000,0.0000,1.0,14.0491,13.6432,46.5347,31.8914,33.9221,0.2903,-0.2057,0.0845,24.9937,-128.3714,100.0000,40.0000,12.7913,14.0491,15.3070,-382200870.4004,1251053284.0000
2009-09-30,14.86,15.21,14.53,15.03,13.8157606762,21898900,0.0000,1.0,14.0616,13.7286,55.1169,46.1483,30.0163,0.3417,-0.1688,0.1729,26.1609,-46.4170,0.0000,45.0000,12.8478,14.0616,15.2753,-357687287.8777,1276052284.0000
2009-09-29,14.92,15.1,14.53,14.56,13.3837309012,11773200,0.0000,1.0,14.0156,13.7194,51.3747,23.7268,16.8544,0.3839,-0.2008,0.1831,26.7471,-63.8896,5.0000,50.0000,12.7026,14.0156,15.3286,-367992652.5833,1254153384.0000
2009-09-28,14.55,15.2,14.55,14.83,13.6319182187,11692700,0.0000,1.0,14.0138,13.7547,53.8238,20.1738,12.0228,0.4341,-0.1966,0.2374,27.4619,-45.7322,10.0000,55.0000,12.6971,14.0138,15.3304,-357458736.7931,1265926584.0000
2009-09-25,14.66,14.73,14.39,14.5,13.328578164,9438900,0.0000,1.0,14.0092,13.7677,51.1182,6.6625,9.2865,0.4832,-0.2052,0.2781,28.1918,-82.0603,0.0000,60.0000,12.6866,14.0092,15.3318,-355839747.5614,1254233884.0000
2009-09-24,15.19,15.19,14.69,14.74,13.5491891129,13821900,0.0000,1.0,13.9866,13.8139,53.2749,9.2321,12.4531,0.5345,-0.1778,0.3567,29.3803,-37.3720,0.0000,65.0000,12.6045,13.9866,15.3688,-352508371.0922,1263672784.0000
2009-09-23,15.27,15.4,14.92,14.94,13.7330315703,11973400,0.0000,1.0,13.9444,13.8417,55.1159,11.9649,14.5820,0.5790,-0.1495,0.4295,30.3015,-6.4229,0.0000,70.0000,12.4630,13.9444,15.4257,-341450851.0947,1277494684.0000
2009-09-22,15.26,15.35,15.06,15.18,13.9536425193,9034700,0.0000,1.0,13.8855,13.8532,57.3762,16.1622,17.2335,0.6164,-0.1189,0.4974,31.0050,11.0821,5.0000,75.0000,12.2865,13.8855,15.4845,-330475234.4257,1289468084.0000
2009-09-21,15.04,15.41,14.91,15.15,13.9260661506,14719400,0.0000,1.0,13.8102,13.8426,57.1676,15.6189,26.1518,0.6461,-0.0916,0.5544,31.5804,13.2493,10.0000,80.0000,12.0933,13.8102,15.5270,-328917527.5313,1280433384.0000
2009-09-18,15.39,15.5,15.1,15.22,13.9904110107,15118500,0.0000,1.0,13.7541,13.8338,57.7945,19.9194,40.9714,0.6690,-0.0471,0.6219,32.1861,27.1494,0.0000,85.0000,11.9836,13.7541,15.5245,-328328751.5295,1295152784.0000
2009-09-17,15.9,15.9,14.9682,15.24,14.0087952565,23077400,0.0000,1.0,13.6842,13.8173,57.9671,42.9171,61.4732,0.6808,0.0117,0.6925,32.6089,39.6300,0.0000,90.0000,11.8476,13.6842,15.5209,-322281351.5262,1310271284.0000
2009-09-16,16.34,16.37,15.7,15.94,14.6522438575,17676600,0.0000,1.0,13.5895,13.7972,64.3557,60.0778,75.9218,0.6778,0.0928,0.7706,33.0539,91.9946,0.0000,95.0000,11.6379,13.5895,15.5411,-312667006.5188,1333348684.0000
2009-09-15,16.2,16.58,16.05,16.38,15.0566972639,13653400,0.0000,1.0,13.4696,13.7072,68.8894,81.4246,88.0023,0.6546,0.1389,0.7936,32.6471,128.7088,0.0000,100.0000,11.4992,13.4696,15.4400,-307654239.3536,1351025284.0000
2009-09-14,16.08,16.21,15.91,16.05,14.7533572091,12262900,0.0000,1.0,13.3078,13.5651,67.2453,86.2630,93.9325,0.6199,0.1503,0.7702,31.7387,126.8422,5.0000,95.0000,11.3539,13.3078,15.2617,-311003186.5253,1337371884.0000
2009-09-11,16.43,16.49,16.2,16.318,14.9997061021,17818300,0.0000,1.0,13.1869,13.4400,70.1036,96.3195,97.4647,0.5823,0.1776,0.7600,30.9660,170.3918,10.0000,100.0000,11.3081,13.1869,15.0658,-310185659.8604,1349634784.0000
2009-09-10,16.01,16.49,15.83,16.47,15.1394263697,15198800,0.0000,1.0,13.0726,13.2759,71.7467,99.2151,93.0772,0.5379,0.1729,0.7108,29.7314,198.9685,15.0000,100.0000,11.3798,13.0726,14.7654,-306867769.5217,1367453084.0000
2009-09-09,15.5,15.99,15.28,15.96,14.6706281032,14292100,0.0000,1.0,12.9329,13.0797,69.4655,96.8594,80.8869,0.4947,0.1288,0.6235,28.4318,188.4881,20.0000,100.0000,11.5049,12.9329,14.3608,-321145430.1299,1352254284.0000
2009-09-08,15.22,15.53,15.1,15.53,14.2753668198,13742800,0.0000,1.0,12.7945,12.9122,67.3541,83.1570,62.6971,0.4625,0.0882,0.5508,27.2869,186.6646,25.0000,100.0000,11.5414,12.7945,14.0476,-334229747.0276,1337962184.0000
