,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2007-12-12,193.44,194.48,185.76,190.86,5.87066615736,43773600,0.0000,1.0,5.4839,5.6077,60.2420,77.6675,60.2724,0.1154,0.0433,0.1587,17.8779,94.9656,0.0000,95.0000,4.8708,5.4839,6.0970,38046442321.4696,76168518143.0000
2007-12-11,194.75,196.83,187.39,188.5404,5.79931753943,39675900,0.0000,1.0,5.4518,5.5800,58.9384,88.0770,76.9711,0.1046,0.0504,0.1549,18.0533,108.5072,0.0000,100.0000,4.8560,5.4518,6.0475,37838417115.4334,74942856118.0000
2007-12-10,193.59,195.66,192.69,194.21,5.97370886734,25799200,0.0000,1.0,5.3983,5.5569,63.7954,86.2476,95.7591,0.0920,0.0632,0.1552,18.0838,144.9645,5.0000,100.0000,4.7474,5.3983,6.0492,38678578673.9356,76053782428.0000
2007-12-07,190.54,194.99,188.04,194.3,5.97647717896,38073800,0.0000,1.0,5.3539,5.5130,63.8748,72.7279,91.5008,0.0762,0.0592,0.1354,17.5856,156.9165,10.0000,100.0000,4.7465,5.3539,5.9614,38661552922.3446,76776160750.0000
2007-12-06,186.19,190.1,186.12,189.9528,5.84276157632,32136100,0.0000,1.0,5.3249,5.4642,61.6872,59.4681,71.4830,0.0614,0.0466,0.1080,17.1009,147.5869,15.0000,0.0000,4.7878,5.3249,5.8621,37807165039.4769,75710093284.0000
2007-12-05,182.89,186.0,182.41,185.5,5.70579782139,31871500,0.0000,1.0,5.3193,5.4244,59.2883,59.3452,55.2000,0.0498,0.0352,0.0850,16.8903,109.2587,20.0000,5.0000,4.8020,5.3193,5.8366,36973912276.1204,74810281585.0000
2007-12-04,177.15,180.9,176.99,179.81,5.53077900951,27635700,0.0000,1.0,5.3290,5.3948,55.9392,69.9374,51.7212,0.0410,0.0274,0.0684,16.9429,53.5481,25.0000,10.0000,4.7771,5.3290,5.8809,36330089576.8353,73917878693.0000
2007-12-03,181.86,184.14,177.7,178.86,5.5015579425,34338200,0.0000,1.0,5.3388,5.3804,55.3567,83.1419,71.1145,0.0341,0.0298,0.0640,17.3729,56.4289,30.0000,15.0000,4.7663,5.3388,5.9113,35987717544.8323,73144078320.0000
2007-11-30,187.34,187.7,179.7,182.22,5.60490824266,42421500,0.0000,1.0,5.3527,5.3677,57.9300,87.0531,86.9766,0.0267,0.0337,0.0604,17.7608,75.7388,35.0000,20.0000,4.7523,5.3527,5.9530,36602819829.2000,74105548881.0000
2007-11-29,179.43,185.17,179.15,184.29,5.66857940973,37533100,0.0000,1.0,5.3607,5.3427,59.5501,85.2508,91.3348,0.0182,0.0262,0.0444,17.9882,70.4513,40.0000,25.0000,4.7430,5.3607,5.9783,37042307008.3958,75293352068.0000
2007-11-28,176.82,180.6,175.35,180.22,5.54339020685,41104000,0.0000,1.0,5.3694,5.3084,57.3206,80.6653,82.8481,0.0117,0.0052,0.0169,18.4052,33.0908,45.0000,30.0000,4.7301,5.3694,6.0087,36298627167.6223,74242424218.0000
2007-11-27,175.22,175.79,170.01,174.81,5.37698391999,47036800,0.0000,1.0,5.3798,5.2837,54.1277,77.0598,81.5695,0.0104,-0.0161,-0.0057,19.1839,-10.2164,50.0000,35.0000,4.7230,5.3798,6.0367,35314322397.5098,73091511068.0000
2007-11-26,173.59,177.2699,172.35,172.5419,5.30721939148,46634100,0.0000,1.0,5.3956,5.2739,52.7189,68.2158,77.5782,0.0144,-0.0319,-0.0175,19.9915,-10.2133,55.0000,40.0000,4.7247,5.3956,6.0665,34443896591.3648,71774479351.0000
2007-11-23,172.0,172.05,169.75,171.54,5.27640193144,16634200,0.0000,1.0,5.4143,5.2703,52.1016,59.4109,72.0316,0.0224,-0.0476,-0.0253,21.0292,-33.1152,60.0000,45.0000,4.7335,5.4143,6.0951,35647791033.8424,70468723246.0000
2007-11-21,165.84,172.35,164.67,168.46,5.18166415629,43493200,0.0000,1.0,5.4316,5.2697,50.2029,52.2937,55.0377,0.0343,-0.0659,-0.0316,21.6719,-54.5813,65.0000,50.0000,4.7482,5.4316,6.1150,35388586545.4786,70002965181.0000
2007-11-20,165.67,171.79,163.53,168.85,5.19366017327,55130100,0.0000,1.0,5.4585,5.2790,50.4434,50.8281,51.1635,0.0508,-0.0804,-0.0296,22.3484,-63.4965,70.0000,55.0000,4.7742,5.4585,6.1427,35404443457.1557,71220775998.0000
2007-11-19,166.1,168.2,162.1,163.95,5.04294098554,41229600,0.0000,1.0,5.4851,5.2880,47.4374,49.2615,50.6800,0.0709,-0.0988,-0.0279,23.0129,-94.0938,75.0000,60.0000,4.8027,5.4851,6.1675,34959664578.6786,69677131655.0000
2007-11-16,165.3,167.02,159.33,166.39,5.11799298923,49410500,0.0000,1.0,5.5011,5.3137,48.8388,43.0452,50.6409,0.0956,-0.1055,-0.0099,23.4043,-105.9802,80.0000,65.0000,4.8465,5.5011,6.1557,35413866527.7207,70831561609.0000
2007-11-15,166.39,169.59,160.3,164.3,5.0537066418,53121800,0.0000,1.0,5.5073,5.3344,47.5786,32.1643,46.4638,0.1219,-0.1164,0.0055,23.7133,-110.5801,85.0000,70.0000,4.8651,5.5073,6.1495,34257055693.8186,69448066226.0000
2007-11-14,177.16,177.57,163.74,166.11,5.10938046421,51756000,0.0000,1.0,5.5215,5.3639,48.5628,21.0011,32.0308,0.1510,-0.1194,0.0317,24.0966,-84.5896,90.0000,75.0000,4.9080,5.5215,6.1349,34463596203.4350,70935478113.0000
2007-11-13,160.85,170.98,153.76,169.96,5.22780268315,62123100,0.0000,1.0,5.5317,5.3907,50.6811,19.3422,17.9984,0.1809,-0.1220,0.0589,24.7083,-122.4627,95.0000,80.0000,4.9396,5.5317,6.1238,35416087186.2092,72384647562.0000
2007-11-12,165.28,167.7,150.63,153.76,4.72950659308,63180900,0.0000,1.0,5.5311,5.4078,40.2652,33.2128,12.9741,0.2114,-0.1306,0.0808,24.7945,-191.3795,100.0000,85.0000,4.9377,5.5311,6.1244,33882705721.4932,70645199023.0000
2007-11-09,171.15,175.12,165.21,165.37,5.08661879096,54513600,0.0000,1.0,5.5514,5.4792,47.0272,52.1104,27.0542,0.2440,-0.0857,0.1583,24.5832,-107.5093,0.0000,90.0000,5.0483,5.5514,6.0545,35003011165.8534,72414265992.0000
2007-11-08,186.67,186.9,167.77,175.4663,5.39717106344,67513500,0.0000,1.0,5.5543,5.5206,54.6027,69.4350,59.6101,0.2654,-0.0469,0.2186,25.2793,-30.4800,0.0000,95.0000,5.0614,5.5543,6.0472,36480105667.0460,73940648318.0000
2007-11-07,190.61,192.68,186.13,186.2999,5.73040195981,35511700,0.0000,1.0,5.5340,5.5336,65.3305,73.1596,69.6670,0.2772,-0.0165,0.2607,26.2109,72.0028,5.0000,100.0000,4.9862,5.5340,6.0817,36849426409.3511,75831028208.0000
2007-11-06,187.05,192.0,185.27,191.79,5.89927204401,34097400,0.0000,1.0,5.5039,5.5128,72.1555,77.6345,79.0280,0.2813,-0.0046,0.2767,25.9982,88.1523,10.0000,100.0000,4.9371,5.5039,6.0708,37792171361.1978,76825356802.0000
2007-11-05,185.29,188.96,184.24,186.18,5.72671395357,28720600,0.0000,1.0,5.4671,5.4722,69.0130,78.8599,70.7839,0.2824,-0.0065,0.2759,25.8280,71.9880,15.0000,85.0000,4.9123,5.4671,6.0220,36897025053.3610,75870628648.0000
2007-11-02,189.21,189.44,183.49,187.87,5.77869669383,35789800,0.0000,1.0,5.4390,5.4454,71.3164,81.6091,83.0917,0.2841,0.0044,0.2885,25.8952,83.7046,20.0000,90.0000,4.8827,5.4390,5.9954,37040141406.5603,76674806252.0000
2007-11-01,188.6,190.1,180.0,187.44,5.76547031613,28751300,0.0000,1.0,5.3984,5.4103,71.0831,78.1543,82.7042,0.2830,0.0121,0.2951,25.9660,85.6492,25.0000,95.0000,4.8287,5.3984,5.9681,36566873460.3812,75672690850.0000
2007-10-31,187.63,190.12,184.95,189.95,5.84267545107,29761100,0.0000,1.0,5.3504,5.3729,74.4405,73.9589,79.0316,0.2800,0.0205,0.3005,26.0404,117.5510,30.0000,100.0000,4.7515,5.3504,5.9493,36185875654.4134,76477728055.0000
2007-10-30,186.18,189.37,184.73,187.0,5.75193634825,33550500,0.0000,1.0,5.3012,5.3234,73.0176,73.5628,72.7271,0.2748,0.0203,0.2952,25.4517,124.5818,35.0000,100.0000,4.7103,5.3012,5.8920,35407365946.9471,75644416422.0000
2007-10-29,185.7,186.59,184.7,185.09,5.69318662405,19305500,0.0000,1.0,5.2573,5.2783,72.0609,76.1969,70.1179,0.2697,0.0236,0.2933,24.8810,127.4728,0.0000,80.0000,4.6765,5.2573,5.8380,35427611958.4942,74705001483.0000
2007-10-26,185.29,185.37,182.88,184.7,5.68119060707,25245600,0.0000,1.0,5.2130,5.2347,71.8674,82.5545,77.8432,0.2638,0.0289,0.2927,24.4656,135.7439,0.0000,85.0000,4.6371,5.2130,5.7889,35745080497.9124,74164446943.0000
2007-10-25,184.87,185.9,181.66,182.78,5.62213329269,34771500,0.0000,1.0,5.1650,5.1877,70.9257,83.7259,80.6294,0.2566,0.0323,0.2889,24.1117,146.6526,0.0000,90.0000,4.5931,5.1650,5.7369,35418610966.9288,73457569437.0000
2007-10-24,185.81,187.21,179.24,185.93,5.71902419909,46017200,0.0000,1.0,5.1215,5.1419,74.8297,84.7457,89.1910,0.2486,0.0373,0.2858,23.7392,171.7318,0.0000,95.0000,4.5631,5.1215,5.6799,35877857652.3316,74431172410.0000
2007-10-23,188.56,188.6,182.76,186.16,5.72609877321,64113000,0.0000,1.0,5.0705,5.0812,75.1165,83.3646,81.3572,0.2392,0.0287,0.2679,23.3471,207.1739,0.0000,100.0000,4.5550,5.0705,5.5860,35003241287.9768,75719655298.0000
2007-10-22,170.35,174.9,169.9601,174.36,5.36314236193,58910700,0.0000,1.0,5.0198,5.0133,69.4003,87.4288,83.6889,0.2321,0.0083,0.2404,22.5067,107.0833,0.0000,100.0000,4.5780,5.0198,5.4616,34708145540.8494,73924489503.0000
2007-10-19,174.24,174.63,170.0,170.42,5.24195183138,46135000,0.0000,1.0,4.9797,4.9765,66.9953,88.4184,85.0476,0.2300,0.0087,0.2387,22.5708,102.7482,0.0000,100.0000,4.5244,4.9797,5.4350,33419271298.2760,72274988254.0000
2007-10-18,171.5,174.19,171.05,173.5,5.33668960653,29417000,0.0000,1.0,4.9393,4.9485,71.1480,86.3643,93.5498,0.2278,0.0177,0.2455,22.6613,123.9759,0.0000,100.0000,4.4427,4.9393,5.4359,34476690540.8024,73566769545.0000
2007-10-17,172.69,173.04,169.18,172.75,5.3136203431,40271900,0.0000,1.0,4.8882,4.9076,70.7283,77.1019,86.6577,0.2234,0.0175,0.2409,22.6224,124.5323,5.0000,100.0000,4.3569,4.8882,5.4196,34015011811.9176,72743092722.0000
2007-10-16,165.54,170.18,165.15,169.58,5.21611425634,38136800,0.0000,1.0,4.8391,4.8649,68.9123,70.3274,78.8854,0.2190,0.0148,0.2338,22.6720,106.0331,0.0000,85.0000,4.2924,4.8391,5.3857,33056831761.9897,71615478395.0000
2007-10-15,167.98,169.57,163.5,166.98,5.13614080979,38497500,0.0000,1.0,4.7950,4.8279,67.3333,66.8462,65.7627,0.2153,0.0161,0.2314,22.9549,101.5650,0.0000,90.0000,4.2351,4.7950,5.3549,32243751340.8786,70547646928.0000
2007-10-12,163.01,167.28,161.8,167.2537,5.14455955299,35292000,0.0000,1.0,4.7510,4.7955,67.6770,73.4823,66.3340,0.2113,0.0218,0.2331,23.3027,99.3778,0.0000,95.0000,4.1677,4.7510,5.3344,32085702138.4557,71625578005.0000
2007-10-11,169.49,171.88,153.21,162.23,4.99003547474,58714000,0.0000,1.0,4.7073,4.7588,64.5182,82.4866,68.4420,0.2058,0.0251,0.2309,23.8566,81.5909,5.0000,100.0000,4.1173,4.7073,5.2973,31107010206.9358,70637401017.0000
2007-10-10,167.55,167.88,165.6,166.79,5.13029659639,23842500,0.0000,1.0,4.6688,4.7344,70.4556,87.7585,85.6710,0.1996,0.0410,0.2406,24.4397,122.0401,0.0000,95.0000,4.0576,4.6688,5.2800,31162485086.1588,72281394660.0000
2007-10-09,170.2,171.11,166.68,167.86,5.16320874555,39438800,0.0000,1.0,4.6228,4.6927,71.9313,85.2467,93.3468,0.1893,0.0458,0.2351,23.4914,147.1360,0.0000,100.0000,4.0188,4.6228,5.2267,31133204793.6547,72948985327.0000
2007-10-08,163.49,167.91,162.97,167.91,5.16474669644,29854600,0.0000,1.0,4.5730,4.6432,71.9982,80.1315,84.2576,0.1778,0.0435,0.2214,22.3262,145.8805,5.0000,100.0000,3.9917,4.5730,5.1542,31649203695.0419,74053272831.0000
2007-10-05,158.36,161.58,157.7,161.4499,4.96604036487,33695400,0.0000,1.0,4.5250,4.5883,68.3872,82.0027,78.1356,0.1670,0.0335,0.2005,21.2910,113.2889,0.0000,100.0000,3.9905,4.5250,5.0595,30813274060.0419,73217343196.0000
2007-10-04,158.0,158.08,153.5,156.24,4.80578895749,23462800,0.0000,1.0,4.4793,4.5486,64.9214,85.9192,78.0012,0.1586,0.0325,0.1911,20.6405,89.6711,5.0000,95.0000,3.9474,4.4793,5.0113,29933072909.7341,72273871053.0000
2007-10-03,157.78,159.18,157.01,157.9201,4.85746718347,24732800,0.0000,1.0,4.4467,4.5215,67.1777,89.7143,89.8711,0.1505,0.0422,0.1927,20.2410,119.6946,10.0000,100.0000,3.9188,4.4467,4.9746,29803976151.9747,72930830109.0000
2007-10-02,156.55,158.59,155.89,158.45,4.87376638706,28288200,0.0000,1.0,4.4141,4.4861,67.8846,89.0963,89.8853,0.1399,0.0467,0.1866,19.2508,137.3578,15.0000,100.0000,3.9119,4.4141,4.9164,29915608953.1496,73623349201.0000
2007-10-01,154.63,157.41,152.93,156.339,4.80883410026,29895300,0.0000,1.0,4.3922,4.4453,66.5525,90.4775,89.3866,0.1282,0.0463,0.1745,18.2522,142.8053,20.0000,100.0000,3.9359,4.3922,4.8484,29205679194.4505,72831278809.0000
2007-09-28,153.44,154.6,152.75,153.47,4.72058647789,21967900,0.0000,1.0,4.3647,4.4070,64.6600,90.9518,88.0170,0.1167,0.0464,0.1631,17.2878,147.5693,25.0000,90.0000,3.9476,4.3647,4.7818,28768833686.4204,71994209572.0000
2007-09-27,153.77,154.52,152.32,154.5,4.75226826633,23507100,0.0000,1.0,4.3382,4.3740,65.9324,92.6749,94.0289,0.1051,0.0501,0.1552,16.4868,182.2329,0.0000,95.0000,3.9486,4.3382,4.7279,28905153548.1219,72609311387.0000
2007-09-26,154.47,155.0,151.25,152.77,4.69905516536,34831000,0.0000,1.0,4.3068,4.3342,64.8280,87.8761,90.8096,0.0925,0.0471,0.1396,15.6499,209.5890,0.0000,100.0000,3.9564,4.3068,4.6572,28258921353.0318,71951111929.0000
2007-09-25,146.84,153.22,146.82,153.18,4.7116663627,42591100,0.0000,1.0,4.2669,4.2958,65.3046,81.7862,93.1862,0.0808,0.0423,0.1231,14.7689,216.1320,5.0000,100.0000,3.9225,4.2669,4.6113,28443572278.9335,72926380904.0000
2007-09-24,146.73,149.85,146.65,148.28,4.56094717496,37577200,0.0000,1.0,4.2347,4.2521,62.1449,72.6717,79.6327,0.0702,0.0288,0.0990,13.9703,205.2845,10.0000,100.0000,3.9470,4.2347,4.5225,27265927186.8790,71733828912.0000
2007-09-21,141.14,144.65,140.31,144.15,4.43391243102,40674300,0.0000,1.0,4.2148,4.2195,59.1673,69.0836,72.5397,0.0630,0.0191,0.0820,13.3862,128.7855,15.0000,40.0000,3.9678,4.2148,4.4617,27246199137.3076,70681666260.0000
2007-09-20,140.15,141.79,139.32,140.31,4.31579780226,24708600,0.0000,1.0,4.1946,4.1970,56.1185,70.5151,65.8427,0.0582,0.0140,0.0722,13.2194,87.0495,20.0000,45.0000,3.9570,4.1946,4.4323,26369732700.1821,69542784722.0000
2007-09-19,143.02,143.16,139.4,140.7699,4.3299438746,36674300,0.0000,1.0,4.1826,4.1845,56.5993,74.5989,68.8683,0.0547,0.0159,0.0706,13.3211,109.7635,0.0000,50.0000,3.9464,4.1826,4.4188,26506980607.2638,70234626213.0000
2007-09-18,139.05,142.85,137.83,140.92,4.33456080318,38003200,0.0000,1.0,4.1623,4.1691,56.7500,78.2012,76.8344,0.0508,0.0154,0.0661,13.4182,104.5523,0.0000,55.0000,3.9110,4.1623,4.4137,26785604126.0424,71261507639.0000
2007-09-17,138.99,140.59,137.6,138.41,4.25735566824,28334700,0.0000,1.0,4.1336,4.1517,54.8391,73.0483,78.0940,0.0469,0.0120,0.0590,13.5494,78.9726,0.0000,60.0000,3.8396,4.1336,4.4276,26539718634.0253,70197416975.0000
2007-09-14,136.57,138.98,136.2,138.81,4.2696592754,21690000,0.0000,1.0,4.1084,4.1406,55.2084,63.6717,79.6752,0.0439,0.0129,0.0568,13.8986,71.2267,0.0000,65.0000,3.7774,4.1084,4.4395,26903237088.3678,70990789368.0000
2007-09-13,138.83,139.0,136.65,137.2,4.22013725658,23434400,0.0000,1.0,4.0750,4.1270,54.0245,46.9127,61.3757,0.0407,0.0113,0.0520,14.4203,70.3226,5.0000,70.0000,3.6857,4.0750,4.4642,26370193102.4516,70383468761.0000
2007-09-12,135.99,139.4,135.75,136.85,4.20937160031,36527500,0.0000,1.0,4.0484,4.1172,53.7721,34.6263,49.9642,0.0379,0.0123,0.0502,14.9233,71.6729,10.0000,75.0000,3.6307,4.0484,4.4660,26719216430.0842,69727304905.0000
2007-09-11,137.9,138.3,133.75,135.49,4.16753933596,34710200,0.0000,1.0,4.0286,4.1075,52.8161,26.3587,29.3981,0.0348,0.0134,0.0482,15.4528,58.8657,15.0000,80.0000,3.6061,4.0286,4.4512,27125522726.4502,68704533883.0000
2007-09-10,137.0,138.04,133.95,136.71,4.2050653378,53137100,0.0000,1.0,4.0168,4.1012,53.7636,33.9026,24.5167,0.0314,0.0177,0.0492,16.1049,68.4470,20.0000,85.0000,3.5972,4.0168,4.4364,27354076271.6567,69676420454.0000
2007-09-07,132.01,132.3,130.0,131.77,4.05311578935,51092000,0.0000,1.0,3.9988,4.0903,50.3364,50.9624,25.1612,0.0270,0.0189,0.0459,16.8131,16.5949,25.0000,90.0000,3.5821,3.9988,4.4155,26833877833.9880,68188580167.0000
2007-09-06,135.57,137.57,132.71,135.01,4.15277500736,67902200,0.0000,1.0,3.9905,4.0942,52.7738,72.0844,52.0298,0.0223,0.0343,0.0566,17.3338,62.6430,30.0000,95.0000,3.5719,3.9905,4.4091,26062610002.1901,69619157597.0000
2007-09-05,144.97,145.84,136.1,136.76,4.2066032887,83150800,0.0000,1.0,3.9890,4.0880,54.1184,83.5237,75.6961,0.0137,0.0454,0.0592,18.1079,116.8031,35.0000,100.0000,3.5726,3.9890,4.4054,26164323687.4874,71520421098.0000
2007-09-04,139.94,145.73,139.84,144.16,4.4342200212,47030100,0.0000,1.0,3.9863,4.0756,60.2891,77.2030,88.5274,0.0024,0.0538,0.0562,18.9021,170.3206,40.0000,100.0000,3.5749,3.9863,4.3978,28177018986.1944,73848645826.0000
2007-08-31,139.49,139.65,137.41,138.48,4.25950879949,31317400,0.0000,1.0,3.9726,4.0378,56.6879,66.1052,86.3475,-0.0111,0.0394,0.0284,19.3872,130.5036,45.0000,100.0000,3.6059,3.9726,4.3393,27562193634.9104,72531801710.0000
2007-08-30,132.67,138.25,132.3,136.25,4.19091618957,51270800,0.0000,1.0,3.9624,4.0145,55.1717,57.3218,56.7342,-0.0209,0.0312,0.0102,20.3897,99.7672,50.0000,100.0000,3.6175,3.9624,4.3074,27601340424.1426,71654913634.0000
2007-08-29,129.88,134.18,129.54,134.08,4.12416912071,41673600,0.0000,1.0,3.9628,3.9959,53.6725,67.4134,55.2341,-0.0287,0.0227,-0.0061,21.3134,55.7683,55.0000,20.0000,3.6169,3.9628,4.3087,27130854965.5855,70219329799.0000
2007-08-28,130.99,132.41,126.63,126.82,3.90085865072,42120200,0.0000,1.0,3.9642,3.9824,48.1624,80.2914,59.9971,-0.0344,0.0144,-0.0200,21.8863,-2.0451,60.0000,0.0000,3.6154,3.9642,4.3130,26014288773.9735,69052467833.0000
2007-08-27,133.3907,134.66,132.1,132.25,4.06788011795,25265700,0.0000,1.0,3.9718,3.9910,52.6083,90.7432,87.0091,-0.0380,0.0233,-0.0147,22.3066,52.9642,65.0000,0.0000,3.6223,3.9718,4.3213,27116119328.7741,70231834612.0000
2007-08-24,130.53,135.37,129.81,135.3,4.16169512256,32565500,0.0000,1.0,3.9859,3.9829,55.3340,90.0065,93.8678,-0.0438,0.0190,-0.0248,23.2100,49.2708,70.0000,0.0000,3.6010,3.9859,4.3709,27740656474.7246,70939274919.0000
2007-08-23,133.09,133.34,129.76,131.07,4.03158447682,30958500,0.0000,1.0,3.9991,3.9640,52.0616,82.5413,91.3527,-0.0486,0.0017,-0.0468,24.1609,13.9167,75.0000,5.0000,3.5750,3.9991,4.4231,26851781435.5488,70027440008.0000
2007-08-22,131.22,132.75,130.33,132.51,4.0758774626,37920200,0.0000,1.0,4.0220,3.9569,53.3251,69.0969,84.7991,-0.0490,-0.0120,-0.0611,24.9667,11.1627,80.0000,10.0000,3.5468,4.0220,4.4973,27084229846.4737,70894278874.0000
2007-08-21,122.21,128.96,121.0,127.57,3.92392791415,46537400,0.0000,1.0,4.0293,3.9444,49.3164,50.9841,71.4721,-0.0460,-0.0368,-0.0828,25.7586,-52.1858,85.0000,15.0000,3.5466,4.0293,4.5121,26233061531.5374,69832512213.0000
2007-08-20,123.96,124.5,120.5,122.22,3.75936716836,28689900,0.0000,1.0,4.0406,3.9466,44.4037,33.2737,51.0195,-0.0368,-0.0571,-0.0939,26.2227,-93.3508,90.0000,20.0000,3.5577,4.0406,4.5235,25385097807.2336,68529463710.0000
2007-08-17,122.01,123.5,119.82,122.06,3.75444572549,42680800,0.0000,1.0,4.0736,3.9663,44.2502,23.8907,30.4607,-0.0225,-0.0674,-0.0900,26.2381,-113.4460,95.0000,25.0000,3.5819,4.0736,4.5654,25497562327.6092,67726145707.0000
2007-08-16,117.01,118.5,111.62,117.05,3.60034304579,66667500,0.0000,1.0,4.1070,3.9886,39.2609,24.2354,18.3410,-0.0057,-0.0775,-0.0831,26.1441,-195.0731,100.0000,30.0000,3.6159,4.1070,4.5981,25237765894.0604,66531082112.0000
2007-08-15,122.74,124.86,119.65,119.9,3.68800624682,35459000,0.0000,1.0,4.1423,4.0294,41.2562,27.3061,22.8706,0.0137,-0.0712,-0.0575,25.4665,-166.4340,100.0000,35.0000,3.7032,4.1423,4.5814,24157906355.2457,68397773978.0000
2007-08-14,128.29,128.3,123.71,124.03,3.81504099077,26393100,0.0000,1.0,4.1703,4.0654,44.3599,31.0509,31.4947,0.0315,-0.0644,-0.0329,25.2371,-144.9297,90.0000,40.0000,3.7822,4.1703,4.5585,25055475950.6571,69390626970.0000
2007-08-13,128.33,129.35,126.5,127.79,3.93069489809,26889700,0.0000,1.0,4.1932,4.0917,47.4471,37.3565,27.5531,0.0476,-0.0615,-0.0139,25.2840,-129.2531,95.0000,45.0000,3.8390,4.1932,4.5473,25691441044.1250,70129634509.0000
2007-08-10,123.12,127.75,120.3,125.0,3.84487723813,50383900,0.0000,1.0,4.2090,4.1087,44.7360,49.0774,34.1049,0.0629,-0.0642,-0.0012,25.5470,-207.5967,100.0000,50.0000,3.8755,4.2090,4.5426,25762769582.6975,69376722157.0000
2007-08-09,131.11,133.0,125.09,126.39,3.88763227302,40192700,0.0000,1.0,4.2286,4.1365,45.8556,54.0817,50.4113,0.0790,-0.0553,0.0237,25.6332,-179.5237,100.0000,55.0000,3.9400,4.2286,4.5173,25393512711.6493,70787472767.0000
2007-08-08,136.76,136.86,132.0,134.01,4.12201598946,28860600,0.0000,1.0,4.2404,4.1626,52.7285,49.7133,62.7158,0.0928,-0.0420,0.0508,26.0993,-71.5065,75.0000,60.0000,3.9920,4.2404,4.4888,26148993951.8671,71912869492.0000
2007-08-07,134.94,137.24,132.63,135.0301,4.15339326362,33926300,0.0000,1.0,4.2379,4.1669,53.7531,39.7514,49.1178,0.1033,-0.0426,0.0608,27.2354,-54.5470,80.0000,65.0000,3.9839,4.2379,4.4920,26288665143.3706,72720967100.0000
2007-08-06,132.9,135.27,128.3,135.25,4.16015717166,33041800,0.0000,1.0,4.2338,4.1683,53.9678,31.9113,37.3062,0.1140,-0.0445,0.0694,28.4964,-88.7951,85.0000,70.0000,3.9719,4.2338,4.4958,26249472500.5048,73670904449.0000
2007-08-03,135.26,135.95,131.5,131.8499,4.05557343488,24256700,0.0000,1.0,4.2263,4.1692,51.0979,28.9040,32.8300,0.1251,-0.0463,0.0788,29.6066,-81.3715,90.0000,75.0000,3.9480,4.2263,4.5045,25329610623.5842,72745733124.0000
2007-08-02,136.65,136.96,134.15,136.49,4.19829835386,30451600,0.0000,1.0,4.2270,4.1812,55.5913,30.8875,25.5977,0.1367,-0.0364,0.1002,31.0953,-27.9376,95.0000,80.0000,3.9503,4.2270,4.5036,25901990822.2583,73424921403.0000
2007-08-01,133.64,135.38,127.77,135.0,4.15246741719,62505600,0.0000,1.0,4.2212,4.1794,54.3672,44.3040,28.2843,0.1458,-0.0342,0.1116,32.5183,-77.9952,0.0000,85.0000,3.9377,4.2212,4.5047,25334571829.7480,72572275751.0000
2007-07-31,142.97,143.48,131.52,131.76,4.05280819917,62942600,0.0000,1.0,4.2092,4.1822,51.6118,54.4699,38.7807,0.1543,-0.0251,0.1292,34.1771,-19.3341,0.0000,90.0000,3.8961,4.2092,4.5222,23759199153.2749,70822117201.0000
2007-07-30,144.33,145.45,139.57,141.43,4.35024790231,39535300,0.0000,1.0,4.1930,4.1958,62.2731,54.5826,65.8471,0.1606,-0.0007,0.1599,35.5118,81.4138,5.0000,95.0000,3.8215,4.1930,4.5645,25450862161.0154,72584511763.0000
2007-07-27,146.19,148.92,143.78,143.85,4.42468472564,41467800,0.0000,1.0,4.1632,4.1796,65.4894,45.7691,58.7820,0.1608,0.0057,0.1665,35.8437,127.3653,10.0000,100.0000,3.7532,4.1632,4.5732,25857511367.3361,73691501269.0000
2007-07-26,145.87,148.5,136.96,146.0,4.49081661414,78093900,0.0000,1.0,4.1274,4.1538,68.4742,46.7133,39.1187,0.1594,0.0055,0.1649,35.4950,117.7583,0.0000,100.0000,3.6907,4.1274,4.5640,26986985648.5133,74852600830.0000
2007-07-25,137.35,138.36,135.0,137.26,4.22198279765,53435100,0.0000,1.0,4.0903,4.1183,61.7399,63.1495,39.4067,0.1580,-0.0043,0.1537,35.1577,48.2827,0.0000,90.0000,3.6575,4.0903,4.5231,25747768207.8997,72665969444.0000
2007-07-24,138.88,141.0,134.15,134.8899,4.14908084931,64117600,0.0000,1.0,4.0632,4.1074,59.5118,78.6066,61.6145,0.1591,0.0055,0.1646,35.6920,51.9625,5.0000,95.0000,3.6000,4.0632,4.5264,25231228391.5614,71169785148.0000
2007-07-23,143.31,145.22,140.93,143.7,4.42007087296,37017500,0.0000,1.0,4.0439,4.1030,74.9187,85.8767,88.4274,0.1577,0.0258,0.1835,36.2544,124.8881,10.0000,100.0000,3.5647,4.0439,4.5231,26638686936.8171,72965079743.0000
2007-07-20,141.65,144.18,140.0,143.75,4.42160882385,41706200,0.0000,1.0,4.0121,4.0696,75.0234,83.7698,85.7780,0.1513,0.0261,0.1773,35.4459,129.5691,15.0000,100.0000,3.5529,4.0121,4.4712,26336679059.1204,74001570779.0000
