,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2021-04-06,135.58,135.64,134.09,134.22,134.22,3620964,0.0000,1.0,130.9955,131.0833,61.5808,46.7892,46.6714,0.1313,2.9792,2.8479,21.8321,88.4726,75.0000,0.0000,130.9955,124.3407,137.6503,400427048.8672,314085785.0000
2021-04-05,133.64,136.69,133.4,135.93,135.93,5471616,0.0000,1.0,130.5250,130.7531,65.6465,48.0194,53.1906,0.2704,3.0855,2.8151,21.1985,114.5358,80.0000,0.0000,130.5250,123.5269,137.5231,403440625.3575,317706749.0000
2021-04-01,133.76,133.93,132.27,133.23,133.23,4074161,0.0000,1.0,129.8700,130.2082,61.8704,45.2055,64.9696,0.2547,3.0021,2.7475,20.5315,78.2772,85.0000,0.0000,129.8700,122.5723,137.1677,400496929.2116,312235133.0000
2021-03-31,134.54,134.71,132.71,133.26,133.26,4945315,0.0000,1.0,129.2140,129.8901,61.9423,66.3470,80.9103,0.4432,3.1270,2.6838,20.3117,94.6434,90.0000,5.0000,129.2140,120.9479,137.4801,399858807.6092,316309294.0000
2021-03-30,135.86,136.27,134.02,134.72,134.72,4790366,0.0000,1.0,128.6690,129.5353,65.4576,83.3562,87.8132,0.6649,3.2379,2.5730,19.9396,133.3347,95.0000,10.0000,128.6690,120.1097,137.2283,402084199.3592,321254609.0000
2021-03-29,135.98,137.07,135.51,135.86,135.86,4622664,0.0000,1.0,127.9495,128.9896,68.3343,93.0276,86.1728,0.7769,3.1837,2.4068,19.1153,168.1003,100.0000,15.0000,127.9495,119.1304,136.7686,403893893.1814,326044975.0000
2021-03-26,133.29,136.48,133.12,136.38,136.38,5567592,0.0000,1.0,127.1935,128.2664,69.6609,87.0558,80.3088,0.7395,2.9520,2.2125,17.7127,166.9291,100.0000,20.0000,127.1935,118.6279,135.7591,406442284.8737,330667639.0000
2021-03-25,130.33,133.24,129.77,133.07,133.07,5553966,0.0000,1.0,126.3210,127.4123,65.6255,78.4349,73.8990,0.5329,2.5605,2.0277,16.3191,113.3156,100.0000,25.0000,126.3210,118.1293,134.5127,401206097.1594,325100047.0000
2021-03-24,130.95,132.11,130.57,130.62,130.62,4005027,0.0000,1.0,125.7910,126.8168,62.0787,75.4357,70.9966,0.4661,2.3606,1.8945,15.3760,106.5093,100.0000,30.0000,125.7910,118.0556,133.5264,396196323.7934,319546081.0000
2021-03-23,130.44,131.56,129.8,130.46,130.46,4356359,0.0000,1.0,125.4205,126.4164,61.8344,67.8264,68.6721,0.5426,2.3205,1.7779,14.6006,108.3976,100.0000,35.0000,125.4205,117.9401,132.9009,399941284.1051,315541054.0000
2021-03-22,128.5,130.72,127.89,130.55,130.55,4164914,0.0000,1.0,124.9330,125.9908,62.0480,69.7278,73.8840,0.6096,2.2519,1.6423,13.8945,102.5642,90.0000,0.0000,124.9330,117.5598,132.3062,401030373.8551,319897413.0000
2021-03-19,130.02,130.44,128.53,128.9,128.9,9844983,0.0000,1.0,124.4485,125.5109,59.6184,68.4621,80.4198,0.6326,2.1224,1.4899,13.3231,103.8794,95.0000,0.0000,124.4485,117.3469,131.5501,397365838.2155,315732499.0000
2021-03-18,128.94,130.995,127.79,130.06,130.06,5835669,0.0000,1.0,123.9530,125.1541,62.2814,83.4621,87.1652,0.7626,2.0943,1.3317,12.4986,122.9943,100.0000,5.0000,123.9530,116.7804,131.1256,403396534.6082,325577482.0000
2021-03-17,128.46,129.49,127.49,129.03,129.03,4291351,0.0000,1.0,123.4865,124.6377,60.8045,89.3351,88.2930,0.7687,1.9098,1.1411,11.6308,120.4557,100.0000,10.0000,123.4865,116.7638,130.2092,400965764.5255,319741813.0000
2021-03-16,128.28,128.52,127.34,128.24,128.24,4653178,0.0000,1.0,123.0335,124.1754,59.6535,88.6985,87.4411,0.8025,1.7514,0.9489,11.0075,124.9836,95.0000,15.0000,123.0335,116.6538,129.4132,398648434.9855,315450462.0000
2021-03-15,127.77,128.75,127.5401,128.58,128.58,3421281,0.0000,1.0,122.6250,123.7475,60.3784,86.8453,85.1236,0.8559,1.6042,0.7483,10.5525,154.0906,100.0000,20.0000,122.6250,116.5944,128.6556,396203544.8499,320103640.0000
2021-03-12,127.19,127.68,126.61,127.61,127.61,4010100,0.0000,1.0,122.2360,123.2389,59.0289,86.7796,82.6101,0.8241,1.3584,0.5343,10.0112,158.0259,95.0000,25.0000,122.2360,116.8197,127.6523,393743694.9930,316682359.0000
2021-03-11,128.09,128.64,126.78,127.14,127.14,5146937,0.0000,1.0,121.9010,122.7787,58.3764,81.7458,78.5055,0.7954,1.1236,0.3283,9.6616,202.2227,100.0000,30.0000,121.9010,117.0571,126.7449,390258280.9743,312672259.0000
2021-03-10,125.05,128.24,124.61,127.87,127.87,7247807,0.0000,1.0,121.6560,122.3197,59.7813,79.3050,72.0045,0.7261,0.8555,0.1294,9.2443,232.3709,100.0000,35.0000,121.6560,117.4421,125.8699,393412855.2646,317819196.0000
2021-03-09,125.4,126.43,124.16,124.18,124.18,5609029,0.0000,1.0,121.3675,121.7354,54.5257,74.4658,65.0749,0.4786,0.4265,-0.0521,8.8843,194.3075,95.0000,40.0000,121.3675,118.2465,124.4885,387642562.6393,310571389.0000
2021-03-08,122.99,126.85,122.88,124.81,124.81,7239191,0.0000,1.0,121.2576,121.4781,55.7064,62.2427,53.6391,0.4202,0.2484,-0.1718,8.8825,237.0350,100.0000,45.0000,121.2576,118.3965,124.1186,393152754.1239,316180418.0000
2021-03-05,120.64,123.75,120.25,122.83,122.83,6949265,0.0000,1.0,121.0264,121.1274,52.6447,58.5162,46.6839,0.2302,-0.0466,-0.2768,8.8805,99.5985,70.0000,0.0000,121.0264,118.6436,123.4091,393353336.2423,308941227.0000
2021-03-04,122.0,123.22,118.755,120.11,120.11,8068492,0.0000,1.0,120.8561,120.9482,47.9494,40.1584,34.8233,0.1135,-0.2209,-0.3344,9.0887,-10.0873,75.0000,0.0000,120.8561,118.5273,123.1850,390057399.1280,301991962.0000
2021-03-03,120.5,122.634,119.98,122.36,122.36,7404269,0.0000,1.0,120.7282,121.0364,52.0012,41.3772,33.7487,0.1996,-0.1631,-0.3628,9.1680,65.0523,80.0000,5.0000,120.7282,118.0020,123.4543,393228777.2825,310060454.0000
2021-03-02,120.74,121.9,120.26,120.33,120.33,4524299,0.0000,1.0,120.5035,120.8970,48.2533,22.9343,38.9920,0.0965,-0.3162,-0.4127,9.5378,20.5293,85.0000,10.0000,120.5035,117.6164,123.3906,387353347.5485,302656185.0000
2021-03-01,120.35,122.32,119.8649,120.74,120.74,5715767,0.0000,1.0,120.4346,120.9567,48.9872,36.9346,58.1784,0.1365,-0.3003,-0.4368,9.7407,34.1520,90.0000,15.0000,120.4346,117.4695,123.3997,391491425.9022,307180484.0000
2021-02-26,122.25,122.25,118.88,118.93,118.93,8868848,0.0000,1.0,120.2746,120.9796,45.5115,57.1069,75.1244,0.1536,-0.3173,-0.4709,9.9543,-11.9879,95.0000,20.0000,120.2746,117.0582,123.4911,393132517.5719,301464717.0000
2021-02-25,123.37,124.35,122.335,122.47,122.47,5672671,0.0000,1.0,120.2531,121.1953,52.1081,80.4936,77.1184,0.3592,-0.1501,-0.5093,10.1625,151.2643,100.0000,25.0000,120.2531,116.9953,123.5108,401738195.0081,310333565.0000
2021-02-24,120.8,123.49,120.52,123.21,123.21,5819983,0.0000,1.0,120.1724,121.0611,53.6525,87.7726,68.5655,0.3041,-0.2950,-0.5991,10.2056,131.1810,100.0000,30.0000,120.1724,117.0616,123.2832,406650756.2463,316006236.0000
2021-02-23,120.92,121.35,119.8,120.71,120.71,4531464,0.0000,1.0,120.0557,120.8349,48.7805,63.0890,49.9524,0.1241,-0.5510,-0.6751,10.4426,39.7589,60.0000,0.0000,120.0557,117.2492,122.8622,401928143.7783,310186253.0000
2021-02-22,118.5,121.125,118.44,120.86,120.86,5838841,0.0000,1.0,119.8711,120.8481,49.0745,54.8350,39.2405,0.0910,-0.6152,-0.7061,10.7720,19.2393,65.0000,0.0000,119.8711,116.7889,122.9533,401138791.9847,314717717.0000
2021-02-19,120.75,120.76,118.38,118.99,118.99,6578741,0.0000,1.0,119.6805,120.8468,45.1594,31.9330,27.6906,0.0255,-0.7034,-0.7289,11.0608,-15.1231,0.0000,5.0000,119.6805,116.4012,122.9597,396452496.8805,308878876.0000
2021-02-18,120.5,120.94,119.7,120.73,120.73,5399145,0.0000,1.0,120.2267,121.0423,48.4521,30.9534,26.2779,0.1199,-0.6154,-0.7352,11.2729,10.5014,5.0000,10.0000,120.2267,114.7116,125.7419,399658942.0737,315457617.0000
2021-02-17,119.27,120.56,119.02,119.97,119.97,3949876,0.0000,1.0,120.6086,121.0751,46.8439,20.1855,32.2259,0.0940,-0.6712,-0.7652,11.7918,-21.0573,10.0000,15.0000,120.6086,114.0486,127.1685,396088539.7350,310058472.0000
2021-02-16,120.15,120.6,119.36,120.07,120.07,6639790,0.0000,1.0,120.9761,121.1915,47.0273,27.6948,49.5856,0.1333,-0.6554,-0.7887,12.2483,-23.5326,15.0000,20.0000,120.9761,113.8052,128.1469,395165192.0987,314008348.0000
2021-02-12,121.0,121.36,120.09,120.8,120.8,3871195,0.0000,1.0,121.3075,121.3095,48.3398,48.7973,69.9502,0.1862,-0.6358,-0.8220,12.8026,-11.9208,20.0000,25.0000,121.3075,113.7334,128.8816,394201351.6148,320648138.0000
2021-02-11,122.0,122.205,120.63,120.91,120.91,5381556,0.0000,1.0,121.6311,121.3631,48.5337,72.2648,85.3494,0.1926,-0.6759,-0.8686,13.4092,-7.0495,25.0000,30.0000,121.6311,113.6305,129.6316,393744123.8589,324519333.0000
2021-02-10,123.03,123.41,121.2138,122.24,122.24,4831858,0.0000,1.0,121.8480,121.4108,50.8778,88.7884,92.8602,0.1882,-0.7285,-0.9167,13.9313,8.9045,30.0000,35.0000,121.8480,113.7034,129.9925,397212237.7256,329900889.0000
2021-02-09,121.9,122.5953,121.05,122.1,122.1,4661655,1.6300,1.0,122.1113,121.3236,50.6394,94.9949,86.6349,0.0434,-0.9204,-0.9638,14.3557,-2.8709,35.0000,40.0000,122.1113,113.6007,130.6220,397528611.9995,325069031.0000
2021-02-08,122.62,123.9767,122.4,123.61,121.981580862,5887999,0.0000,1.0,122.3507,121.2418,50.4462,94.7973,68.5918,-0.1630,-1.1377,-0.9747,14.9580,-10.2701,40.0000,45.0000,122.3507,113.5892,131.1121,395855266.9995,320407376.0000
2021-02-05,121.0,121.81,120.52,121.79,120.185557262,4565727,0.0000,1.0,122.5934,121.1640,47.4836,70.1127,44.1796,-0.4525,-1.3864,-0.9339,15.6396,-43.7860,45.0000,50.0000,122.5934,113.6199,131.5670,392706063.2436,314519377.0000
2021-02-04,119.91,121.1,118.87,121.02,119.425701123,4562124,0.0000,1.0,122.9487,121.2670,46.1906,40.8654,28.3213,-0.6801,-1.5009,-0.8208,16.1497,-64.3325,50.0000,55.0000,122.9487,113.8233,132.0741,388281909.1733,309953650.0000
2021-02-03,119.04,119.8,118.12,119.12,117.550731431,6715366,0.0000,1.0,123.3567,121.4608,42.8949,21.5607,24.9778,-0.8970,-1.5478,-0.6507,16.5421,-91.3991,55.0000,60.0000,123.3567,114.1683,132.5451,384047112.4587,305391526.0000
2021-02-02,119.36,121.0,119.28,119.44,117.866515801,6311881,0.0000,1.0,123.7031,121.8724,43.3194,22.5377,28.1871,-0.9677,-1.3942,-0.4265,16.6850,-89.7864,60.0000,65.0000,123.7031,114.9021,132.5041,382767995.1300,312106892.0000
2021-02-01,119.9,120.95,118.73,120.54,118.95202457,6250508,0.0000,1.0,123.9251,122.2940,44.7662,30.8351,32.3885,-1.0255,-1.2100,-0.1846,17.0246,-96.9270,65.0000,70.0000,123.9251,115.5087,132.3416,387905572.6849,318418773.0000
2021-01-29,120.22,121.3,118.9,119.11,117.54086317,11825496,0.0000,1.0,124.1886,122.6458,42.3900,31.1885,30.6675,-1.1397,-1.0679,0.0718,17.3721,-116.1919,70.0000,75.0000,124.1886,116.0874,132.2898,383963810.8821,312168265.0000
2021-01-28,122.8,123.2,120.07,120.08,118.498084539,8084051,0.0000,1.0,124.4467,123.1832,43.5987,35.1418,25.9463,-1.0840,-0.7273,0.3567,17.7641,-102.0556,75.0000,80.0000,124.4467,116.8990,131.9943,393719845.0841,323993761.0000
2021-01-27,122.08,124.79,121.6214,122.47,120.856599046,12146541,0.0000,1.0,124.6302,123.6764,46.7167,25.6720,25.7901,-1.0072,-0.3794,0.6277,18.3555,-71.0761,80.0000,85.0000,124.6302,117.5033,131.7571,401752240.8038,332077812.0000
2021-01-26,119.18,122.59,118.42,122.49,120.876335569,10694708,0.0000,1.0,124.7462,123.9732,46.7433,17.0251,36.6260,-1.0496,-0.1701,0.8795,19.2232,-117.2356,85.0000,90.0000,124.7462,117.7954,131.6970,407392719.3844,344224353.0000
2021-01-25,118.7624,119.538,117.45,118.58,117.017845308,13686391,0.0000,1.0,124.8547,124.2992,40.4519,34.6732,57.1032,-1.0443,0.0977,1.1419,19.7506,-193.3865,90.0000,95.0000,124.8547,118.0836,131.6259,397210947.0232,333529645.0000
2021-01-22,120.7,120.7,117.36,118.61,117.047450093,38063533,0.0000,1.0,125.1172,125.0656,40.4867,58.1798,67.7872,-0.5722,0.8308,1.4030,19.7032,-216.2617,95.0000,100.0000,125.1172,119.2326,131.0018,396083524.0194,347216036.0000
2021-01-21,130.12,132.24,130.05,131.65,129.915663137,12819233,0.0000,1.0,125.3639,125.9096,62.8552,78.4565,69.4316,0.2054,1.7514,1.5461,19.6534,129.1070,100.0000,0.0000,125.3639,120.5341,130.1937,405656388.6060,385279569.0000
2021-01-20,129.7,131.06,128.56,130.08,128.366346076,5598705,0.0000,1.0,124.9564,125.4879,60.3496,66.7254,57.9148,0.0961,1.5908,1.4947,19.0667,99.3856,55.0000,5.0000,124.9564,120.3618,129.5509,399744322.2509,372460336.0000
2021-01-19,129.28,129.59,128.0885,129.02,127.320310353,5397956,0.0000,1.0,124.7477,125.1849,58.5565,63.1129,49.8672,0.0497,1.5204,1.4707,18.6704,80.2767,60.0000,10.0000,124.7477,120.4202,129.0751,398535001.9713,366861631.0000
2021-01-15,128.28,129.24,127.67,128.39,126.698609876,4905506,0.0000,1.0,124.5764,124.9602,57.4705,43.9061,41.5489,0.0567,1.5150,1.4583,18.5525,74.6455,65.0000,15.0000,124.5764,120.4014,128.7515,397235394.1853,361463675.0000
2021-01-14,128.02,130.16,127.55,128.97,127.270969046,7503180,0.0000,1.0,124.4363,124.7772,58.8185,42.5825,45.2433,0.1052,1.5493,1.4441,18.5027,101.5703,70.0000,20.0000,124.4363,120.3688,128.5038,397641582.5835,366369181.0000
2021-01-13,129.15,129.75,126.455,126.92,125.24797543,7677739,0.0000,1.0,124.2863,124.5147,55.2980,38.1581,51.4958,0.0945,1.5123,1.4178,18.4503,71.2850,75.0000,25.0000,124.2863,120.4324,128.1403,396980382.8086,358866001.0000
2021-01-12,129.09,129.85,127.94,129.21,127.507807322,3729068,0.0000,1.0,124.1190,124.4375,60.8152,54.9893,61.0112,0.2548,1.6490,1.3942,18.4765,137.6257,80.0000,30.0000,124.1190,120.1577,128.0804,402491112.0169,366543740.0000
2021-01-11,127.95,129.675,127.66,128.58,126.886106846,5602466,0.0000,1.0,123.8753,124.1143,59.7660,61.3399,67.4785,0.2390,1.5694,1.3305,18.0645,147.7021,85.0000,35.0000,123.8753,120.1875,127.5631,401261105.2963,362814672.0000
2021-01-08,128.57,129.32,126.98,128.53,126.836765538,4676487,0.0000,1.0,123.6967,123.8225,59.6847,66.7044,67.1593,0.2376,1.5083,1.2707,17.6618,158.7966,90.0000,40.0000,123.6967,120.2729,127.1205,401747671.8198,357212206.0000
2021-01-07,130.04,130.46,128.26,128.99,127.290705569,4507382,0.0000,1.0,123.6108,123.5052,60.7588,74.3913,65.9265,0.2021,1.4134,1.2113,17.2991,234.1895,95.0000,45.0000,123.6108,120.4287,126.7929,400228812.7933,361888693.0000
2021-01-06,126.9,131.88,126.72,129.29,127.586753415,7956740,0.0000,1.0,123.4490,123.1068,61.4439,60.3824,56.3061,0.0648,1.2256,1.1608,16.5461,299.8794,100.0000,50.0000,123.4490,120.7375,126.1604,401744932.1912,366396075.0000
2021-01-05,125.01,126.68,124.61,126.14,124.47825103,6114619,0.0000,1.0,123.2225,122.6352,56.5576,63.0057,52.2324,-0.2068,0.9378,1.1446,15.7536,77.1848,15.0000,55.0000,123.2225,121.2852,125.1599,401775772.2686,358439335.0000
2021-01-04,125.85,125.9174,123.04,123.94,122.307233492,5179161,0.0000,1.0,123.2748,122.4412,52.5692,45.5301,45.6123,-0.3230,0.8733,1.1963,15.8621,-58.3242,20.0000,60.0000,123.2748,121.1567,125.3930,398851389.2688,352324716.0000
2020-12-31,124.22,126.03,123.99,125.88,124.221676231,3574696,0.0000,1.0,123.2585,122.4553,56.9491,48.1612,48.2312,-0.2776,0.9994,1.2770,16.1485,30.6980,25.0000,65.0000,123.2585,121.1061,125.4109,400790649.7352,357503877.0000
2020-12-30,123.8,124.85,123.63,124.34,122.701963954,3380494,0.0000,1.0,123.1964,122.2693,54.0628,43.1456,51.4627,-0.3955,0.9509,1.3464,16.1772,-49.1084,30.0000,70.0000,123.1964,121.0875,125.3053,397741644.3231,353929181.0000
2020-12-29,125.35,125.48,123.24,123.8,122.169077831,3487007,0.0000,1.0,123.1381,122.2238,53.0135,53.3868,53.6352,-0.4155,1.0298,1.4453,16.4678,-55.4382,35.0000,75.0000,123.1381,120.9166,125.3597,397187464.9779,350548687.0000
2020-12-28,125.1,126.6,124.46,124.82,123.175640508,3583222,0.0000,1.0,123.1243,122.2296,55.2795,57.8558,49.1664,-0.3793,1.1699,1.5492,16.7736,35.6820,40.0000,80.0000,123.1243,120.8755,125.3731,398930968.4779,354035694.0000
2020-12-24,125.0,125.1,124.21,124.69,123.047353108,1761122,0.0000,1.0,123.1011,122.1300,55.0468,49.6631,46.5798,-0.4148,1.2292,1.6440,16.7586,-11.1529,45.0000,85.0000,123.1011,120.8454,125.3569,401308620.4570,350452472.0000
2020-12-23,123.88,125.21,123.74,123.9,122.267760446,2693889,0.0000,1.0,123.0770,122.0334,53.6549,39.9803,49.8802,-0.4477,1.3000,1.7477,17.0592,-35.3172,50.0000,0.0000,123.0770,120.8091,125.3448,401170105.2431,348691350.0000
2020-12-22,123.31,124.22,122.41,123.61,121.981580862,4337757,0.0000,1.0,123.1026,122.0087,53.1490,50.0959,59.3021,-0.4088,1.4508,1.8596,17.3757,-92.9942,55.0000,0.0000,123.1026,120.8605,125.3447,403277569.4290,345997461.0000
2020-12-21,123.97,124.18,121.72,123.39,121.764479108,6115671,0.0000,1.0,122.9289,122.0116,52.7776,59.5643,63.3144,-0.3104,1.6514,1.9618,17.9200,-83.8655,60.0000,0.0000,122.9289,119.9495,125.9084,401863604.4367,341659704.0000
2020-12-18,125.59,126.4,124.97,125.85,124.192071446,7552845,0.0000,1.0,122.6107,122.0376,57.6319,68.2461,56.8450,-0.1339,1.9055,2.0394,18.5015,70.6027,65.0000,0.0000,122.6107,118.1903,127.0310,399675884.7274,347775375.0000
2020-12-17,126.08,126.09,124.91,125.55,123.8960236,3787962,0.0000,1.0,122.1829,121.8108,57.1756,62.1329,42.5615,-0.1179,1.9550,2.0729,18.2438,63.2200,70.0000,5.0000,122.1829,116.8880,127.4778,397932920.4941,340222530.0000
2020-12-16,125.93,126.5728,125.286,125.55,123.8960236,4530096,0.0000,1.0,121.7497,121.5913,57.1756,40.1562,27.4273,-0.0825,2.0198,2.1024,18.0299,72.1477,75.0000,10.0000,121.7497,115.7196,127.7798,397611906.7635,340222530.0000
2020-12-15,124.39,125.93,123.44,125.93,124.271017538,4359601,0.0000,1.0,121.3623,121.3487,57.8883,25.3955,28.2991,-0.0498,2.0732,2.1230,17.6976,54.7127,80.0000,15.0000,121.3623,114.9504,127.7743,400283212.9817,344752626.0000
2020-12-14,125.32,126.2435,123.47,123.53,121.902634769,5050023,0.0000,1.0,120.9888,121.0411,54.4838,16.7303,39.6713,-0.0625,2.0729,2.1355,17.4584,41.7854,85.0000,0.0000,120.9888,114.4295,127.5482,395923611.9817,340393025.0000
2020-12-11,124.08,125.51,123.61,124.27,122.632886123,4481416,0.0000,1.0,120.6592,120.9505,55.8053,42.7715,55.4301,0.1325,2.2836,2.1511,17.1987,46.6626,90.0000,0.0000,120.6592,113.6684,127.6500,400755137.5028,345443048.0000
2020-12-10,126.35,126.93,124.94,124.96,123.313796169,4803172,0.0000,1.0,120.1772,120.7734,57.0307,59.5121,64.3789,0.3270,2.4450,2.1180,17.0458,72.3305,95.0000,5.0000,120.1772,112.5011,127.8532,402123148.7049,349924464.0000
2020-12-09,125.8,127.69,125.7,126.79,125.11968803,6513517,0.0000,1.0,119.7943,120.5059,60.3705,64.0068,64.2684,0.5098,2.5460,2.0362,16.5464,98.8909,100.0000,10.0000,119.7943,112.0190,127.5696,406829774.5344,354727636.0000
2020-12-08,125.32,126.33,124.64,125.71,124.053915784,5395024,0.0000,1.0,119.3561,120.0203,59.0252,69.6177,65.0372,0.5453,2.4541,1.9087,15.8215,87.9955,90.0000,15.0000,119.3561,111.8475,126.8647,406207880.9555,348214119.0000
2020-12-07,126.49,126.97,124.57,124.7,123.057221369,8318500,0.0000,1.0,118.8538,119.5957,57.7509,59.1808,58.4342,0.6372,2.4096,1.7724,15.2551,95.5267,95.0000,0.0000,118.8538,111.3255,126.3822,404771336.1074,342819095.0000
2020-12-04,123.97,127.38,123.64,127.2,125.524286753,5522760,0.0000,1.0,118.2496,119.2313,62.3072,66.3130,60.0457,0.8061,2.4192,1.6131,14.6588,119.9158,100.0000,0.0000,118.2496,110.2429,126.2563,412188665.2740,351137595.0000
2020-12-03,124.16,124.86,123.29,123.61,121.981580862,4548161,0.0000,1.0,117.5575,118.5689,57.7611,49.8088,61.6531,0.7335,2.1451,1.4116,14.0311,95.6485,90.0000,0.0000,117.5575,109.7965,125.3184,407197507.8418,345614835.0000
2020-12-02,122.85,124.64,122.41,124.62,122.978275277,3690737,0.0000,1.0,116.9029,118.2097,59.6851,64.0154,73.9995,0.8965,2.1247,1.2282,13.7301,108.8091,95.0000,5.0000,116.9029,108.5584,125.2474,409891641.4239,350162996.0000
2020-12-01,123.9,125.83,123.08,123.16,121.537509092,5099334,0.0000,1.0,116.3084,117.7077,57.7525,71.1351,83.6977,0.9622,1.9663,1.0041,13.4461,130.3409,100.0000,10.0000,116.3084,108.0867,124.5301,406267105.9841,346472259.0000
2020-11-30,124.1,125.0,123.09,123.52,121.892766508,5987991,0.0000,1.0,115.7251,117.3046,58.4084,86.8480,91.2425,1.1187,1.8823,0.7636,13.0028,147.1577,95.0000,0.0000,115.7251,107.4155,124.0348,411069751.4616,351571593.0000
2020-11-27,124.2,125.313,123.91,124.35,122.711832215,2091186,0.0000,1.0,115.0633,116.8216,59.8983,93.1100,87.0066,1.2276,1.7115,0.4839,12.6507,169.6754,100.0000,0.0000,115.0633,106.7155,123.4111,414361578.9745,357559584.0000
2020-11-25,122.93,124.33,122.11,124.2,122.563808292,4135894,0.0000,1.0,114.2267,116.2016,59.7219,93.7695,76.1922,1.2081,1.3851,0.1770,12.1109,155.4274,95.0000,0.0000,114.2267,105.7599,122.6935,415141115.8810,355468398.0000
2020-11-24,120.86,124.73,120.805,124.42,122.780910046,7535949,0.0000,1.0,113.2876,115.5319,60.0901,74.1404,61.8374,1.0886,0.9636,-0.1250,11.6707,159.7478,100.0000,5.0000,113.2876,104.5651,122.0100,411489605.8631,359604292.0000
2020-11-23,117.43,120.515,117.27,120.09,118.5079528,5655119,0.0000,1.0,112.5278,114.7688,54.8888,60.6667,59.3721,0.7865,0.3893,-0.3972,11.2073,100.3293,100.0000,10.0000,112.5278,104.6379,120.4176,405144048.8082,352068343.0000
2020-11-20,117.6,118.04,116.69,116.94,115.399450416,5024593,0.0000,1.0,112.0624,114.3752,50.4235,50.7051,65.8624,0.6796,0.0858,-0.5938,11.3014,71.0018,55.0000,15.0000,112.0624,104.5495,119.5754,400970239.8721,346413224.0000
2020-11-19,116.54,117.45,115.89,117.18,115.636288693,3439648,0.0000,1.0,111.9364,114.2674,50.7874,66.7443,74.8852,0.7774,0.0137,-0.7637,11.8013,69.0239,60.0000,20.0000,111.9364,104.5684,119.3044,404133872.5043,351437817.0000
2020-11-18,117.72,118.88,116.75,116.77,115.23168997,4606828,0.0000,1.0,111.7869,114.1233,50.2042,80.1377,73.0802,0.8554,-0.1027,-0.9580,12.4171,90.5697,65.0000,25.0000,111.7869,104.6063,118.9675,401884871.8909,347998169.0000
2020-11-17,117.6,118.54,117.07,117.7,116.149438293,4134455,0.0000,1.0,111.6235,114.0067,51.5198,77.7737,63.8278,0.9634,-0.2085,-1.1719,12.9307,106.4061,70.0000,30.0000,111.6235,104.6173,118.6298,406405186.6894,352604997.0000
2020-11-16,118.3,118.55,117.12,118.36,116.800743555,5293385,0.0000,1.0,111.5267,113.7811,52.4464,61.3292,58.4850,0.9787,-0.4340,-1.4127,13.5251,116.0602,0.0000,35.0000,111.5267,104.7228,118.3306,406995823.1171,356739452.0000
2020-11-13,115.19,117.37,115.01,116.85,115.310636062,4683512,0.0000,1.0,111.7938,113.4633,50.5119,52.3804,61.3486,0.8756,-0.7818,-1.6574,14.1429,63.6159,5.0000,40.0000,111.7938,103.8574,119.7302,403109071.8916,351446067.0000
2020-11-12,115.63,116.37,113.48,114.5,112.991594601,6500799,0.0000,1.0,112.1554,113.2688,47.3449,61.7453,66.6104,0.8136,-1.0627,-1.8763,14.8056,18.5987,10.0000,45.0000,112.1554,103.0397,121.2710,400489480.4349,346762555.0000
2020-11-11,118.12,118.35,116.22,117.2,115.656025216,4289601,0.0000,1.0,112.5823,113.2980,50.9003,69.9202,69.5208,0.9101,-1.1696,-2.0797,15.3527,50.9898,15.0000,50.0000,112.5823,102.5922,122.5724,402401480.1411,353263354.0000
2020-11-10,116.69,118.17,116.25,117.91,116.356671785,5622756,0.0000,1.0,112.9271,113.0498,51.8734,68.1657,69.7468,0.7469,-1.5603,-2.3073,15.9952,43.6060,20.0000,55.0000,112.9271,102.0958,123.7583,402743842.6641,357552955.0000
2020-11-09,117.88,119.74,115.27,115.53,114.008025539,8992152,1.6300,1.0,113.1960,112.7017,48.7534,70.4764,72.8403,0.3863,-2.1077,-2.4940,16.6968,27.2537,0.0000,60.0000,113.1960,101.7860,124.6060,398643916.4144,351930199.0000
2020-11-06,115.08,115.1,113.39,114.04,110.971963405,5249171,0.0000,1.0,113.6850,112.5642,44.3205,70.5982,75.1132,0.0541,-2.5365,-2.5906,17.4354,-33.4924,0.0000,65.0000,113.6850,101.3749,125.9950,406590001.5190,342938047.0000
2020-11-05,113.3,115.29,113.01,114.77,111.682324097,4902206,0.0000,1.0,114.3540,112.7318,45.1894,77.4462,77.9155,-0.1337,-2.7378,-2.6041,17.5527,-36.2811,0.0000,70.0000,114.3540,101.2761,127.4319,407848574.6808,348187218.0000
2020-11-04,112.33,113.91,111.16,111.9,108.889536172,5800071,0.0000,1.0,115.1675,112.8422,40.8592,77.2953,72.1303,-0.4566,-3.0273,-2.5707,17.6763,-61.2718,5.0000,75.0000,115.1675,100.8867,129.4483,405182462.6430,343285012.0000
2020-11-03,114.0,115.65,113.63,114.16,111.088735025,4204287,0.0000,1.0,115.7596,113.2583,43.4257,79.0049,57.3303,-0.6118,-3.0683,-2.4565,17.5791,-45.6834,10.0000,80.0000,115.7596,101.5875,129.9317,407861040.8866,349085083.0000
