,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2009-03-24,97.69,99.55,97.52,98.3,67.6840109559,9346700,0.0000,1.0,62.1367,63.1234,61.4042,81.0429,77.8883,0.7305,1.1956,0.4651,12.2206,208.0145,100.0000,5.0000,62.1367,57.0303,67.2432,9756537.4339,66555400.0000
2009-03-23,93.7,98.71,93.7,98.71,67.9663145621,12407200,0.0000,1.0,61.7271,62.6434,62.1031,79.4870,80.0424,0.6303,0.9128,0.2825,11.4874,210.7401,100.0000,10.0000,61.7271,57.1828,66.2713,11920551.7197,75902100.0000
2009-03-20,93.16,95.0,92.18,92.51,63.6973331997,12193900,0.0000,1.0,61.2334,62.0831,54.6949,73.1349,82.4904,0.3849,0.5098,0.1249,10.8373,131.6663,100.0000,15.0000,61.2334,57.4213,65.0454,-486648.2803,63494900.0000
2009-03-19,93.08,93.35,91.51,92.66,63.8006150068,9899300,0.0000,1.0,61.1053,61.9132,54.9418,87.5052,88.7509,0.3940,0.4227,0.0287,10.7592,130.1081,100.0000,20.0000,61.1053,57.4647,64.7459,8853360.2296,75688800.0000
2009-03-18,89.41,92.9,89.41,91.95,63.3117477863,17954300,0.0000,1.0,60.9769,61.7145,54.0084,86.8312,90.0873,0.3646,0.2948,-0.0698,10.9922,104.9075,35.0000,25.0000,60.9769,57.5508,64.4030,6378535.2294,65789500.0000
2009-03-17,91.11,92.91,90.45,92.91,63.9727513521,11489700,0.0000,1.0,60.9617,61.5463,55.4848,91.9163,91.3650,0.3380,0.1771,-0.1609,11.3262,129.3388,40.0000,30.0000,60.9617,57.5746,64.3489,-1801217.4924,83743800.0000
2009-03-16,91.34,93.0,90.54,91.22,62.8091096581,11793700,0.0000,1.0,60.8846,61.2909,53.3522,91.5145,85.9765,0.2024,-0.0430,-0.2454,11.4510,115.2794,0.0000,35.0000,60.8846,57.7118,64.0575,-13290917.4924,72254100.0000
2009-03-13,90.4,90.65,89.29,90.36,62.2169606304,9111900,0.0000,1.0,60.9748,61.1311,52.2462,90.6640,70.5258,0.0912,-0.2048,-0.2960,11.5630,51.4497,0.0000,40.0000,60.9748,57.5000,64.4496,-8017311.8011,60460400.0000
2009-03-12,88.59,90.6,87.49,90.4,62.2445024457,11829200,0.0000,1.0,61.1370,61.0168,52.3010,75.7509,49.3909,-0.0293,-0.3481,-0.3188,12.1198,21.1061,0.0000,45.0000,61.1370,57.1767,65.0972,-13243254.4481,69572300.0000
2009-03-11,87.51,89.54,86.72,88.62,61.0188916674,11823900,0.0000,1.0,61.3009,60.8876,50.0883,45.1624,28.3257,-0.2173,-0.5288,-0.3115,12.7156,-21.5594,0.0000,50.0000,61.3009,56.9217,65.6800,-23551013.9337,57743100.0000
2009-03-10,85.11,87.25,83.64,87.25,60.0755844954,15914800,0.0000,1.0,61.4609,60.8738,48.3359,27.2593,21.8869,-0.3697,-0.6269,-0.2572,13.2234,-83.9449,0.0000,55.0000,61.4609,56.9043,66.0176,-27660028.8267,45919200.0000
2009-03-09,84.7,86.8,83.02,83.48,57.4797684089,13151800,0.0000,1.0,61.7904,60.9578,43.1146,12.5554,23.9102,-0.4822,-0.6469,-0.1648,13.2864,-129.0208,0.0000,60.0000,61.7904,56.7544,66.8264,-43574828.8267,30004400.0000
2009-03-06,87.47,88.25,83.81,85.81,59.0840791467,15186000,0.0000,1.0,62.2263,61.3239,45.8343,25.8459,36.6232,-0.3546,-0.3988,-0.0442,13.2553,-104.2315,5.0000,65.0000,62.2263,57.2495,67.2031,-33623996.0227,43156200.0000
2009-03-05,88.13,90.16,87.02,87.48,60.2339499331,14930100,0.0000,1.0,62.4370,61.5597,47.8912,33.3292,49.6335,-0.2840,-0.2396,0.0444,13.3509,-61.4268,10.0000,70.0000,62.4370,57.6572,67.2168,-32119077.1040,58342200.0000
2009-03-04,88.97,91.24,87.602,89.49,61.6179261489,15391700,0.0000,1.0,62.6047,61.6992,50.4817,50.6944,64.1598,-0.2655,-0.1501,0.1154,14.0230,-37.3547,15.0000,75.0000,62.6047,57.9113,67.2981,-21563401.3083,73272300.0000
2009-03-03,90.16,90.18,87.19,87.77,60.4336280936,13744100,0.0000,1.0,62.7254,61.7078,48.2041,64.8770,69.9329,-0.3563,-0.1745,0.1818,14.6787,-68.5303,20.0000,80.0000,62.7254,58.0156,67.4352,-22147253.5899,57880600.0000
2009-03-02,91.17,91.9,88.75,89.05,61.3149661813,15231700,0.0000,1.0,62.8180,61.8419,49.8243,76.9082,64.3347,-0.3534,-0.0826,0.2709,15.3327,-33.5975,25.0000,85.0000,62.8180,58.2205,67.4154,-13735312.7874,71624700.0000
2009-02-27,88.01,93.28,88.01,92.03,63.3668314168,21311200,0.0000,1.0,62.8912,61.8973,53.8255,68.0137,45.7153,-0.4130,-0.0537,0.3592,15.9634,-3.6984,30.0000,90.0000,62.8912,58.3455,67.4369,-1404888.9778,86856400.0000
2009-02-26,87.0,90.2,86.33,88.97,61.2598825508,17423200,0.0000,1.0,62.8912,61.7427,49.9008,48.0822,28.4757,-0.6876,-0.2251,0.4625,16.6272,-75.6500,35.0000,95.0000,62.8912,58.3455,67.4369,-12606411.5585,65545200.0000
2009-02-25,86.0,87.12,82.85,85.9,59.146048231,12646400,0.0000,1.0,63.0757,61.7935,45.4844,21.0500,15.5343,-0.8604,-0.2260,0.6344,17.1000,-175.1593,40.0000,100.0000,63.0757,58.5103,67.6411,-18954399.1551,48122000.0000
2009-02-24,84.42,87.08,84.1,86.4,59.4903209215,12915300,0.0000,1.0,63.2577,62.0722,46.1133,16.2948,13.5924,-0.8581,-0.0087,0.8495,16.9112,-192.3692,45.0000,100.0000,63.2577,59.0578,67.4576,-24374284.8690,60768400.0000
2009-02-23,89.3,89.33,84.19,84.37,58.092573798,13509600,0.0000,1.0,63.4204,62.3439,43.0774,9.2582,11.4793,-0.8302,0.2338,1.0640,16.9170,-222.2558,50.0000,100.0000,63.4204,59.5802,67.2606,-31395353.9966,47853100.0000
2009-02-20,88.05,89.9,87.34,88.79,61.1359443822,12400700,0.0000,1.0,63.5807,62.7914,48.7597,15.2240,14.7338,-0.5893,0.6823,1.2715,16.9378,-138.9474,55.0000,100.0000,63.5807,60.4395,66.7219,-18831951.6620,61362700.0000
2009-02-19,91.69,92.16,88.45,88.93,61.2323407356,12622700,0.0000,1.0,63.6087,62.9657,48.9540,9.9557,20.7427,-0.4841,0.9348,1.4189,17.5129,-95.4572,60.0000,0.0000,63.6087,60.5463,66.6712,-20478919.6304,73763400.0000
2009-02-18,91.17,92.25,90.4406,91.51,63.0087878186,8492600,0.0000,1.0,63.6782,63.1482,52.6254,19.0218,35.9264,-0.3061,1.2337,1.5399,18.3360,-32.1242,65.0000,0.0000,63.6782,60.7756,66.5808,-11122470.8434,86386100.0000
2009-02-17,91.73,92.49,90.5,90.67,62.4304096986,8903500,0.0000,1.0,63.3355,63.1628,51.5004,33.2506,48.6873,-0.1999,1.4165,1.6164,18.9812,-17.4127,70.0000,5.0000,63.3355,58.9554,67.7156,-12668542.7124,77893500.0000
2009-02-13,94.79,95.18,93.57,93.84,64.6130985564,6742400,0.0000,1.0,63.1224,63.2399,56.2931,55.5067,60.4240,0.0216,1.6880,1.6664,19.6474,72.5265,75.0000,10.0000,63.1224,58.2052,68.0396,-5286243.7178,86797000.0000
2009-02-12,94.41,95.2,92.2,95.07,65.4600093751,9917700,0.0000,1.0,62.7728,63.0954,58.2928,57.3047,66.7807,0.1268,1.7878,1.6610,19.6354,76.0496,80.0000,15.0000,62.7728,57.3599,68.1857,-805269.8039,93539400.0000
2009-02-11,93.48,95.77,93.0,95.16,65.5219784594,10765700,0.0000,1.0,62.3490,62.8465,58.4371,68.4605,73.9164,0.1736,1.8029,1.6293,19.6227,89.7314,85.0000,20.0000,62.3490,56.5318,68.1661,-9863435.8033,103457100.0000
2009-02-10,95.58,96.82,92.96,93.27,64.2206276893,13541300,0.0000,1.0,61.9957,62.5649,56.2780,74.5771,73.3261,0.2038,1.7897,1.5859,19.4144,89.6549,90.0000,25.0000,61.9957,56.1342,67.8572,-15887563.9623,92691400.0000
2009-02-09,95.93,96.98,94.72,96.82,66.6649637919,8165800,0.0000,1.0,61.7202,62.3906,62.0278,78.7116,68.9616,0.3443,1.8792,1.5349,19.1952,132.8648,95.0000,30.0000,61.7202,55.7853,67.6550,-4521291.4243,106232700.0000
2009-02-06,92.51,97.1,91.65,96.14,66.1967529328,13055900,0.5000,1.0,61.2878,61.9406,61.3084,66.6895,60.0536,0.2685,1.7173,1.4489,18.5391,121.6711,100.0000,35.0000,61.2878,55.6022,66.9734,-11530871.9549,98066900.0000
2009-02-05,92.13,93.2,91.22,92.41,63.2992750261,11622900,0.0000,1.0,60.9638,61.4926,56.4593,61.4837,52.8358,0.1516,1.5334,1.3818,17.8486,69.5652,70.0000,40.0000,60.9638,55.7122,66.2155,-19987262.2300,85011000.0000
2009-02-04,93.74,94.91,91.82,92.83,63.5869678679,10189800,0.0000,1.0,60.8056,61.3024,57.1347,51.9876,46.6564,0.2275,1.5713,1.3439,17.7410,95.5422,75.0000,45.0000,60.8056,55.6552,65.9560,-22335322.8355,96633900.0000
2009-02-03,91.07,93.73,90.16,93.48,64.0322067897,8864500,0.0000,1.0,60.6823,61.0620,58.1576,45.0361,51.9422,0.2806,1.5676,1.2870,17.4841,90.7501,80.0000,50.0000,60.6823,55.6885,65.6761,-18806816.0391,106823700.0000
2009-02-02,90.6,91.86,89.69,90.93,62.2855002502,9926400,0.0000,1.0,60.4542,60.7493,55.1660,42.9455,64.6071,0.2779,1.4947,1.2168,17.3947,62.9770,85.0000,55.0000,60.4542,55.6814,65.2270,-26429789.4282,97959200.0000
2009-01-30,92.23,93.48,91.25,91.65,62.778687979,9617000,0.0000,1.0,60.3323,60.5876,56.2447,67.8448,80.6661,0.4105,1.5578,1.1473,17.6058,101.1319,90.0000,60.0000,60.3323,55.6287,65.0358,-27847846.5707,107885600.0000
2009-01-29,93.58,94.58,92.02,92.51,63.3677733218,9233500,0.0000,1.0,60.0757,60.3570,57.5209,83.0311,86.2297,0.5207,1.5655,1.0447,17.4683,135.7688,95.0000,0.0000,60.0757,55.3743,64.7772,-21680891.4130,117502600.0000
2009-01-28,92.7,94.94,91.91,94.82,64.9500839517,13407200,0.0000,1.0,59.7689,60.0400,61.0561,91.1223,86.6861,0.5779,1.4924,0.9145,17.1393,178.3367,100.0000,0.0000,59.7689,55.1668,64.3709,-15982090.6320,126736100.0000
2009-01-27,91.77,91.97,90.5,91.66,62.7855378086,8720800,0.0000,1.0,59.3041,59.5232,57.6756,84.5357,85.3318,0.4464,1.2164,0.7701,16.7930,136.0663,95.0000,5.0000,59.3041,55.0226,63.5856,-28327334.1964,113328900.0000
2009-01-26,89.77,92.67,89.52,91.6,62.7444388312,9840800,0.0000,1.0,58.9503,59.1798,57.6093,84.4002,77.9507,0.4084,1.0669,0.6585,16.8811,149.9865,100.0000,10.0000,58.9503,54.7088,63.1918,-33369973.6516,104608100.0000
2009-01-23,88.4,90.7,87.81,89.49,61.2991247926,10253700,0.0000,1.0,58.5708,58.8045,55.2656,87.0596,68.1850,0.3083,0.8646,0.5564,16.9738,113.4481,90.0000,15.0000,58.5708,54.3975,62.7441,-36525277.7789,94767300.0000
2009-01-22,89.83,90.74,88.11,90.07,61.6964149075,12350700,0.0000,1.0,58.2664,58.5420,56.0752,62.3923,50.7684,0.2618,0.7411,0.4793,17.3946,133.2797,95.0000,20.0000,58.2664,54.0454,62.4873,-38192834.5261,105021000.0000
2009-01-21,86.35,91.6,86.0,91.42,62.621141899,24905000,0.0000,1.0,57.9896,58.2099,57.9524,55.1030,43.0582,0.1183,0.5321,0.4138,17.7768,152.8774,100.0000,25.0000,57.9896,53.9843,61.9950,-44250782.4346,117371700.0000
2009-01-20,84.76,84.92,81.76,81.98,56.154902788,13800100,0.0000,1.0,57.7191,57.7456,45.9275,34.8099,33.4859,-0.2207,0.1636,0.3843,18.1792,-45.4603,55.0000,30.0000,57.7191,54.3159,61.1222,-67554746.7204,92466700.0000
2009-01-16,84.61,85.74,83.08,84.92,58.1687526806,11245300,0.0000,1.0,57.7882,57.9130,50.1728,39.2617,29.1679,-0.0903,0.3491,0.4394,18.3923,8.8005,60.0000,35.0000,57.7882,54.4596,61.1168,-55676179.6322,106266800.0000
2009-01-15,83.34,84.83,82.256,84.12,57.6207663153,11734800,0.0000,1.0,57.8198,57.8861,48.9530,26.3859,22.1876,-0.0862,0.3759,0.4620,18.8579,-21.8591,65.0000,40.0000,57.8198,54.4655,61.1740,-59988287.1508,95021500.0000
2009-01-14,84.2,84.82,82.11,83.19,56.9837321656,9470000,0.0000,1.0,57.8978,57.9140,47.5347,21.8559,22.4441,-0.0233,0.4603,0.4836,19.1390,-36.4921,70.0000,45.0000,57.8978,54.4934,61.3023,-65249343.5616,83286700.0000
2009-01-13,85.5,86.59,84.79,85.34,58.4564455224,7657200,0.0000,1.0,57.8835,58.0119,50.6239,18.3208,28.4754,0.1369,0.6262,0.4894,19.4328,37.2950,75.0000,0.0000,57.8835,54.4613,61.3056,-63327387.8419,92756700.0000
2009-01-12,84.57,86.6,84.42,85.71,58.7098892164,8072700,0.0000,1.0,57.7759,57.9652,51.1676,27.1555,44.5096,0.2238,0.6790,0.4552,20.2269,42.3346,80.0000,5.0000,57.7759,54.2978,61.2540,-60349587.8411,100413900.0000
2009-01-09,87.05,87.5,84.25,84.7,58.0180564302,7440300,0.0000,1.0,57.6002,57.8868,49.7687,39.9498,61.9214,0.3114,0.7106,0.3992,21.0629,44.5968,85.0000,10.0000,57.6002,53.9766,61.2238,-61830817.1991,92341200.0000
2009-01-08,87.81,88.14,85.98,87.18,59.7168141627,7231800,0.0000,1.0,57.5372,57.8729,53.3326,66.4236,78.9722,0.4898,0.8111,0.3214,21.9429,97.1308,90.0000,15.0000,57.5372,53.9011,61.1733,-56450907.9684,99781500.0000
2009-01-07,87.83,88.8,87.12,87.79,60.1346537663,8455100,0.0000,1.0,57.3834,57.6788,54.2402,79.3908,86.9189,0.5557,0.7546,0.1989,23.0107,136.3905,95.0000,20.0000,57.3834,53.8710,60.8959,-57254441.3018,107013300.0000
2009-01-06,87.11,90.41,86.37,89.23,61.1210292239,9649500,0.0000,1.0,57.2831,57.4203,56.3924,91.1024,91.4727,0.5690,0.6290,0.0600,23.9161,185.5274,100.0000,0.0000,57.2831,53.9825,60.5837,-55543290.1118,115468400.0000
2009-01-05,86.42,87.67,86.18,86.82,59.4702202983,8315700,0.0000,1.0,56.9872,57.0308,53.4561,90.2636,85.9478,0.4414,0.3591,-0.0823,24.8692,144.4721,100.0000,5.0000,56.9872,54.0780,59.8963,-59555953.4780,105818900.0000
2009-01-02,83.89,87.59,83.89,87.37,59.8469609245,7558200,0.0000,1.0,56.6659,56.7740,54.2481,93.0522,74.3016,0.3700,0.1774,-0.1926,26.0017,135.2834,100.0000,10.0000,56.6659,53.5155,59.8163,-58383942.0687,114134600.0000
2008-12-31,83.5,85.0,83.5,84.16,57.6481656336,6667700,0.0000,1.0,56.4364,56.4505,50.1536,74.5275,51.8594,0.1897,-0.0954,-0.2851,27.1791,75.3467,55.0000,15.0000,56.4364,53.5926,59.2803,-65043329.0961,106576400.0000
2008-12-30,81.83,83.64,81.52,83.55,57.23032603,5774400,0.0000,1.0,56.2885,56.3245,49.3351,55.3252,31.6964,0.1142,-0.2183,-0.3325,27.9236,35.3304,60.0000,20.0000,56.2885,53.4046,59.1724,-64243205.0968,99908700.0000
2008-12-29,81.72,81.72,79.68,81.25,55.6548652296,6062600,0.0000,1.0,56.0607,56.2291,46.1687,25.7256,17.6480,0.0316,-0.3295,-0.3611,28.4253,-29.2164,65.0000,25.0000,56.0607,52.8137,59.3077,-69527325.8516,94134300.0000
2008-12-26,80.93,81.8,80.55,81.33,55.7096638662,3101300,0.0000,1.0,56.0727,56.2896,46.2643,14.0383,17.8538,0.0628,-0.3062,-0.3690,28.5304,-17.9162,70.0000,30.0000,56.0727,52.8300,59.3154,-72796374.8706,100196900.0000
2008-12-24,80.55,81.22,79.92,80.52,55.1548276713,2415200,0.0000,1.0,56.0843,56.3506,45.1730,13.1800,28.3902,0.1071,-0.2776,-0.3847,28.7576,-40.1454,75.0000,35.0000,56.0843,52.8453,59.3234,-73565497.2707,97095600.0000
2008-12-23,82.35,82.81,80.13,80.6,55.2096263078,6374400,0.0000,1.0,56.0888,56.4765,45.2592,26.3432,45.9287,0.2308,-0.1806,-0.4114,28.8697,-18.0987,80.0000,0.0000,56.0888,52.8546,59.3230,-73379712.6555,99510800.0000
2008-12-22,83.27,83.45,80.32,81.99,56.1617526176,7083300,0.0000,1.0,56.0645,56.6099,46.7319,45.6473,64.2540,0.4094,-0.0597,-0.4692,29.0137,10.7612,85.0000,0.0000,56.0645,52.7971,59.3319,-69241109.6703,105885200.0000
2008-12-19,84.59,85.22,82.97,83.52,57.2097765413,13098600,0.0000,1.0,55.8210,56.6570,48.3779,65.7956,76.0754,0.5700,-0.0015,-0.5715,29.1878,78.1431,90.0000,5.0000,55.8210,51.9489,59.6931,-69716347.0508,112968500.0000
2008-12-18,85.77,86.64,82.96,84.0,57.5385683605,8029500,0.0000,1.0,55.4175,56.5988,48.8912,81.3190,77.6772,0.6802,-0.0339,-0.7140,29.6978,101.3387,95.0000,10.0000,55.4175,50.6340,60.2010,-63021507.0514,126067100.0000
2008-12-17,85.44,87.27,84.6566,85.84,58.7989370008,8592000,0.0000,1.0,55.1425,56.4999,50.8561,81.1117,69.0900,0.7759,-0.1082,-0.8841,30.2346,148.5194,100.0000,15.0000,55.1425,50.2473,60.0377,-59530420.0952,134096600.0000
2008-12-16,83.11,86.84,82.87,86.4,59.1825274565,11559800,0.0000,1.0,54.9452,56.2579,51.4540,70.6010,61.4114,0.7483,-0.3298,-1.0780,31.0146,157.0282,100.0000,20.0000,54.9452,50.3463,59.5442,-58719680.3697,142688600.0000
2008-12-15,82.51,83.54,80.0,82.77,56.6960393238,8848200,0.0000,1.0,54.6397,55.9501,47.6651,55.5574,59.1119,0.6182,-0.6469,-1.2651,31.7605,79.6234,75.0000,25.0000,54.6397,50.4103,58.8691,-67717106.5665,131128800.0000
2008-12-12,78.68,82.94,78.06,82.2,56.3055990385,10381700,0.0000,1.0,54.5562,55.8715,47.0486,58.0759,66.3260,0.6306,-0.7890,-1.4196,31.9365,47.2941,80.0000,30.0000,54.5562,50.4278,58.6845,-72716089.6176,122280600.0000
2008-12-11,81.5,82.86,79.77,80.58,55.1959266487,10682400,0.0000,1.0,54.6250,55.8258,45.3092,63.7023,74.2417,0.6581,-0.9192,-1.5773,32.0042,46.6359,85.0000,35.0000,54.6250,50.3393,58.9107,-79949241.2571,111898900.0000
2008-12-10,83.95,84.99,81.83,82.86,56.7576877899,8187000,0.0000,1.0,54.5962,55.8922,47.3907,77.1996,75.0318,0.7827,-0.9591,-1.7418,32.2559,118.5959,90.0000,40.0000,54.5962,50.3185,58.8739,-74867322.8105,122581300.0000
2008-12-09,83.82,85.434,82.2,82.69,56.6412406872,9356400,0.0000,1.0,54.5921,55.8010,47.2189,81.8231,70.0224,0.7825,-1.1550,-1.9375,32.7507,129.7216,0.0000,45.0000,54.5921,50.3226,58.8617,-72017417.7474,114394300.0000
2008-12-08,82.57,85.88,81.73,84.86,58.1276537032,11177600,0.0000,1.0,54.6325,55.7126,49.1653,66.0728,60.5615,0.7567,-1.3764,-2.1331,33.3135,145.3256,5.0000,50.0000,54.6325,50.2718,58.9932,-65496290.4740,123750700.0000
2008-12-05,76.78,81.5,75.31,80.59,55.2027764782,11212000,0.0000,1.0,54.6808,55.4584,44.9212,62.1714,56.6958,0.5320,-1.7903,-2.3223,33.9060,-17.8328,0.0000,55.0000,54.6808,50.1484,59.2133,-71179359.3898,112573100.0000
2008-12-04,80.03,80.83,76.18,77.44,53.0450801647,10914000,0.0000,1.0,54.8370,55.4853,41.4982,53.4402,55.8141,0.4605,-1.9948,-2.4553,33.7315,-51.9062,0.0000,60.0000,54.8370,50.0361,59.6379,-79094777.8064,101361100.0000
2008-12-03,78.62,81.0,76.99,80.67,55.2575751148,9757800,0.0000,1.0,55.2471,55.7422,44.1723,54.4756,61.7580,0.5633,-2.0071,-2.5704,33.6271,-26.2417,0.0000,65.0000,55.2471,49.7742,60.7201,-74095461.6774,112275100.0000
2008-12-02,77.8,80.0,76.14,79.84,54.6890392607,9305200,0.0000,1.0,55.6644,55.7932,43.2801,59.5265,74.1076,0.4925,-2.2188,-2.7112,33.5906,-51.2870,5.0000,70.0000,55.6644,49.0899,62.2389,-82247239.7323,102517300.0000
2008-12-01,80.95,81.36,76.79,76.9,52.6751893681,10265000,0.0000,1.0,56.0857,55.9094,40.0562,71.2717,83.5211,0.4355,-2.3989,-2.8344,33.3676,-60.2150,10.0000,75.0000,56.0857,48.7766,63.3947,-90781024.1880,93212100.0000
2008-11-28,81.0,81.9,80.1,81.6,55.8946092645,3908300,0.0000,1.0,56.6175,56.2498,43.8406,91.5245,83.7352,0.5544,-2.3888,-2.9432,33.1865,-22.0385,15.0000,80.0000,56.6175,48.8453,64.3896,-81010181.7370,103477100.0000
2008-11-26,79.52,81.79,78.61,81.67,55.9425580714,8240600,0.0000,1.0,56.9107,56.2872,43.8993,87.7670,68.5125,0.4129,-2.6690,-3.0818,33.2823,-33.2713,20.0000,85.0000,56.9107,48.8333,64.9880,-83615715.0704,107385400.0000
2008-11-25,81.37,82.4,78.22,80.65,55.2438754556,12519700,0.0000,1.0,57.1167,56.3235,42.8401,71.9142,46.0061,0.1924,-2.9926,-3.1851,33.3642,-40.5397,25.0000,90.0000,57.1167,48.9391,65.2943,-91234382.9949,99144800.0000
2008-11-24,75.74,82.09,75.0,79.89,54.7232884086,15023200,0.0000,1.0,57.3263,56.4371,42.0659,45.8563,28.7859,-0.0579,-3.2911,-3.2332,33.4505,-63.3025,30.0000,95.0000,57.3263,49.1365,65.5161,-93271080.6024,86625100.0000
2008-11-21,72.74,76.98,69.5,74.88,51.2915237956,19804500,0.0000,1.0,57.3025,56.6176,36.6965,20.2477,21.6449,-0.3525,-3.5711,-3.2187,33.4928,-136.5310,35.0000,100.0000,57.3025,49.0799,65.5251,-98970997.1050,71601900.0000
2008-11-20,75.0,78.39,70.51,71.74,49.1406773117,17634700,0.0000,1.0,57.5323,57.1782,32.9991,20.2535,26.7199,-0.3967,-3.5272,-3.1306,32.6805,-156.9159,40.0000,100.0000,57.5323,49.7494,65.3152,-107655323.3083,51797400.0000
2008-11-19,79.93,81.0,75.73,75.97,52.0381552184,12606400,0.0000,1.0,57.9474,58.0242,35.6650,24.4333,34.3009,-0.1695,-3.2009,-3.0314,31.8889,-116.3104,45.0000,80.0000,57.9474,51.1796,64.7151,-95525872.2930,69432100.0000
2008-11-18,79.13,80.93,77.0,80.08,54.8534351703,13050600,0.0000,1.0,58.1920,58.6544,38.5389,35.4730,38.3814,-0.0438,-3.0328,-2.9890,31.4161,-98.5011,50.0000,85.0000,58.1920,51.9641,64.4198,-84067683.2986,82038500.0000
2008-11-17,79.4,79.74,77.16,77.48,53.072479483,10315300,0.0000,1.0,58.4749,59.0545,35.4111,42.9963,36.6638,-0.0828,-3.0608,-2.9781,31.0155,-128.8133,55.0000,90.0000,58.4749,52.3664,64.5834,-91472985.5884,68987900.0000
2008-11-14,82.63,85.4,79.5,80.33,55.0246809095,12023700,0.0000,1.0,58.9712,59.6841,37.3927,36.6749,25.8256,0.0866,-2.8707,-2.9574,30.3847,-77.5113,0.0000,95.0000,58.9712,53.0905,64.8519,-83716519.6975,79303200.0000
2008-11-13,79.62,84.39,75.4,84.21,57.6824147814,15103600,0.0000,1.0,59.3109,60.1746,40.3101,30.3201,19.1446,0.1939,-2.7851,-2.9790,29.8899,-91.2833,5.0000,100.0000,59.3109,53.5988,65.0231,-75075759.0194,91326900.0000
2008-11-12,80.73,82.4,79.57,79.74,54.6205409651,11368400,0.0000,1.0,59.5430,60.4369,34.7373,10.4816,13.3609,0.1216,-2.9059,-3.0275,29.1948,-115.6867,10.0000,35.0000,59.5430,53.7380,65.3480,-89574543.0016,76223300.0000
2008-11-11,83.25,84.29,80.25,82.74,56.6754898351,10013600,0.0000,1.0,59.8182,61.0492,36.9360,16.6322,15.0669,0.3519,-2.7061,-3.0579,28.7699,-96.0545,0.0000,40.0000,59.8182,54.4687,65.1676,-79571957.8434,87591700.0000
2008-11-10,87.99,88.1,82.74,83.87,57.4495205761,9685100,0.0000,1.0,60.1714,61.5096,37.7919,12.9688,21.8040,0.5250,-2.6209,-3.1459,28.3758,-59.9944,5.0000,45.0000,60.1714,54.7660,65.5768,-81901854.8732,97605300.0000
2008-11-07,85.78,86.71,84.25,86.27,59.0934796721,7927800,0.0000,1.0,60.4386,61.9370,39.6456,15.5997,38.4401,0.7243,-2.5528,-3.2771,28.1602,-50.3053,10.0000,50.0000,60.4386,55.0696,65.8076,-76300397.7835,107290400.0000
