,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2014-04-14,332.89,335.0,325.54,331.58,47.36852406,2570600,0.0000,1.0,52.2872,51.9224,32.2408,28.5017,15.4705,-2.8188,-3.1471,-0.3283,36.0999,-104.8666,95.0000,15.0000,43.8948,60.6795,52.2872,582693790.3521,1278829549.0000
2014-04-11,330.8,334.82,323.61,326.71,46.67281047,4306600,0.0000,1.0,52.9382,52.4018,29.9073,37.3735,29.1233,-2.7368,-3.1412,-0.4045,35.1917,-115.0059,100.0000,0.0000,44.1618,61.7145,52.9382,577710191.1407,1260835332.0000
2014-04-10,354.48,357.48,334.01,334.73,47.81852361,3553000,0.0000,1.0,53.6366,53.0048,31.6104,34.9805,40.9114,-2.6357,-3.0172,-0.3816,34.2234,-85.9141,85.0000,0.0000,44.7434,62.5298,53.6366,591183216.3236,1290981562.0000
2014-04-09,351.03,353.9,343.15,353.03,50.43280671,2930200,0.0000,1.0,54.3175,53.5507,36.0619,26.2365,42.0857,-2.5403,-2.9317,-0.3915,33.4265,-72.6272,90.0000,5.0000,45.2272,63.4079,54.3175,614528280.6065,1315852586.0000
2014-04-08,340.05,350.7865,338.39,348.89,49.84137873,3680200,0.0000,1.0,54.9143,53.8790,34.0664,20.3522,21.9445,-2.4424,-3.0461,-0.6037,32.8071,-86.5021,95.0000,0.0000,45.3668,64.4618,54.9143,597336848.5879,1295341166.0000
2014-04-07,340.51,348.19,331.11,338.0,48.285666,5335900,0.0000,1.0,55.5471,54.3040,28.4892,26.6173,14.6792,-2.2915,-3.0876,-0.7961,31.9459,-107.5066,100.0000,0.0000,45.7539,65.3403,55.5471,579457735.9361,1269579741.0000
2014-04-04,355.45,356.0,335.88,337.31,48.18709467,4994000,0.0000,1.0,56.2753,54.9375,28.1232,33.4613,24.4328,-2.0924,-2.9372,-0.8448,30.8656,-110.2355,100.0000,0.0000,46.5848,65.9658,56.2753,586674329.1504,1232228404.0000
2014-04-03,361.33,365.1,350.1,354.69,50.66994933,3140500,0.0000,1.0,57.0686,55.6480,32.0478,32.5698,40.7400,-1.8812,-2.6925,-0.8113,29.8289,-94.6125,85.0000,0.0000,47.5605,66.5766,57.0686,616663179.3909,1267186438.0000
2014-04-02,365.66,371.05,358.3,362.88,51.83994816,3456300,0.0000,1.0,57.7530,56.1720,34.1833,20.7959,35.2111,-1.6784,-2.5939,-0.9155,29.0722,-90.8608,90.0000,5.0000,48.2152,67.2908,57.7530,625192785.5389,1289169959.0000
2014-04-01,351.75,365.25,351.74,364.69,52.09851933,3048400,0.0000,1.0,58.4003,56.6280,34.6684,11.2752,21.7585,-1.4495,-2.5494,-1.0998,28.4981,-112.0013,95.0000,10.0000,48.7986,68.0020,58.4003,632005091.8260,1313364083.0000
2014-03-31,361.51,366.86,349.88,352.03,50.28994971,3160800,0.0000,1.0,59.0452,57.1048,27.8677,6.4061,5.4181,-1.1746,-2.4818,-1.3072,27.4986,-141.7017,100.0000,15.0000,49.4907,68.5998,59.0452,612435292.2561,1292025262.0000
2014-03-28,360.22,369.0,355.75,358.87,51.26709159,3528500,0.0000,1.0,59.7135,57.8222,29.4407,8.3425,6.6491,-0.8478,-2.1752,-1.3275,26.4466,-159.1322,100.0000,20.0000,50.8578,68.5692,59.7135,628957841.5470,1314150884.0000
2014-03-27,371.01,377.83,361.53,364.18,52.02566226,4096000,0.0000,1.0,60.3332,58.5122,30.7194,8.8816,7.1511,-0.5159,-1.8519,-1.3360,25.4815,-174.9050,100.0000,25.0000,52.2255,68.4410,60.3332,642025287.8293,1338850408.0000
2014-03-26,373.01,377.45,366.571,372.28,53.18280396,3878900,0.0000,1.0,60.9622,59.1950,32.7830,13.0716,11.2273,-0.1819,-1.4894,-1.3075,24.6128,-197.6429,95.0000,30.0000,53.6138,68.3105,60.9622,661374509.1789,1367522436.0000
2014-03-25,379.0,384.93,365.75,370.84,52.97708988,4336700,0.0000,1.0,61.5087,59.8279,32.0116,15.7807,8.2666,0.1450,-1.1229,-1.2679,23.8320,-236.2180,100.0000,35.0000,54.9752,68.0421,61.5087,660029247.2750,1340370109.0000
2014-03-24,405.49,406.45,368.6,378.9,54.1285173,6069100,0.0000,1.0,62.0957,60.5490,34.0918,21.1240,19.7208,0.4619,-0.6179,-1.0799,23.0101,-249.4346,100.0000,40.0000,56.7282,67.4632,62.0957,674273896.3887,1370727039.0000
2014-03-21,426.1,428.34,405.74,405.99,57.99851343,3824400,0.0000,1.0,62.5822,61.2248,43.0173,18.1669,19.3548,0.7319,-0.0816,-0.8135,22.2178,-155.9510,100.0000,45.0000,58.6086,66.5557,62.5822,693635707.4719,1413210781.0000
2014-03-20,419.67,432.2,419.5,424.27,60.60993939,2070700,0.0000,1.0,62.7696,61.5644,51.6931,14.2967,24.2963,0.9353,0.2102,-0.7251,22.6697,-99.7756,90.0000,50.0000,59.3658,66.1734,62.7696,719814258.5604,1439981607.0000
2014-03-19,419.87,425.4485,417.06,420.09,60.01279713,1504500,0.0000,1.0,62.8459,61.6649,49.4797,7.7803,10.8496,1.1166,0.3136,-0.8030,23.8475,-140.7621,95.0000,55.0000,59.5732,66.1185,62.8459,723420867.0832,1425486693.0000
2014-03-18,422.37,426.26,416.5,420.25,60.03565425,2098300,0.0000,1.0,62.9040,61.8388,49.5623,8.2664,7.7442,1.3173,0.5018,-0.8155,24.6915,-151.7803,100.0000,60.0000,59.7977,66.0103,62.9040,726344228.9518,1436018203.0000
2014-03-17,428.19,430.8,422.31,422.72,60.38851104,1527900,0.0000,1.0,63.0226,62.0286,50.8058,11.4530,4.7471,1.5212,0.7324,-0.7888,25.5800,-135.6310,100.0000,65.0000,60.1947,65.8504,63.0226,729745370.1035,1450706317.0000
2014-03-14,427.73,434.99,423.0,424.49,60.64136793,2141300,0.0000,1.0,63.1139,62.2013,51.6887,18.2528,12.3078,1.7184,0.9801,-0.7383,26.8420,-128.6684,100.0000,70.0000,60.5243,65.7035,63.1139,739407681.9645,1461401627.0000
2014-03-13,439.71,440.28,428.28,430.06,61.43708142,1627200,0.0000,1.0,63.2001,62.3655,54.5210,25.5594,17.3040,1.9030,1.2563,-0.6466,28.2100,-86.5821,5.0000,75.0000,60.8408,65.5593,63.2001,750671394.8202,1476390741.0000
2014-03-12,433.68,439.4999,429.68,436.58,62.36850906,1733500,0.0000,1.0,63.1920,62.4632,58.0588,35.8221,25.1466,2.0646,1.5096,-0.5550,29.4318,-61.8604,10.0000,80.0000,60.8077,65.5763,63.1920,758682650.5569,1487781152.0000
2014-03-11,442.64,446.68,435.65,437.48,62.49708036,1492600,0.0000,1.0,63.1735,62.4732,58.5571,49.2340,34.2278,2.2034,1.7160,-0.4873,30.6346,-17.2400,0.0000,85.0000,60.7584,65.5886,63.1735,753764416.0320,1499915664.0000
2014-03-10,448.47,448.776,432.101,439.95,62.84993715,2205600,0.0000,1.0,63.1232,62.4707,59.8974,64.3626,48.0920,2.3252,1.9415,-0.3837,31.5359,-8.7347,0.0000,90.0000,60.6138,65.6326,63.1232,760745676.9295,1510363874.0000
2014-03-07,454.07,454.54,445.51,448.37,64.05279309,1653400,0.0000,1.0,63.0520,62.4307,64.6925,72.1673,65.3823,2.4211,2.1651,-0.2560,32.4847,67.7215,0.0000,95.0000,60.4370,65.6670,63.0520,761650271.4156,1525803089.0000
2014-03-06,454.94,458.0,448.988,450.51,64.35850707,1687000,0.0000,1.0,62.7630,62.2600,65.9677,71.5761,79.6135,2.4851,2.2966,-0.1886,32.5763,95.5448,0.0000,100.0000,59.4658,66.0603,62.7630,765892720.4089,1537376900.0000
2014-03-05,453.99,456.84,451.91,453.5,64.7856495,1552700,0.0000,1.0,62.4338,62.0391,67.7399,64.7650,71.5062,2.5323,2.3998,-0.1325,32.4052,116.3446,0.0000,70.0000,58.5729,66.2947,62.4338,773712979.8017,1549185911.0000
2014-03-04,450.92,455.0,445.59,454.98,64.99707786,1769700,0.0000,1.0,62.0939,61.7500,68.6066,64.1268,63.6085,2.5654,2.4531,-0.1122,31.9963,113.7812,5.0000,75.0000,57.9354,66.2524,62.0939,777571112.1547,1560054821.0000
2014-03-03,441.19,445.75,438.1,445.59,63.65565063,1932600,0.0000,1.0,61.7324,61.4082,65.9833,68.9604,59.1804,2.5934,2.4640,-0.1294,31.6274,69.5027,10.0000,80.0000,57.3935,66.0714,61.7324,765235858.6541,1547666909.0000
2014-02-28,453.13,454.2,441.0,445.63,63.66136491,2250200,0.0000,1.0,61.4734,61.1716,66.0056,76.0031,69.5914,2.6258,2.5787,-0.0471,31.5692,93.9712,15.0000,85.0000,57.0080,65.9388,61.4734,752273531.6881,1561195122.0000
2014-02-27,447.84,454.1265,447.84,452.23,64.60422111,1472100,0.0000,1.0,61.1809,60.9095,69.7015,75.4443,78.1093,2.6376,2.6869,0.0494,31.2871,119.9706,20.0000,90.0000,56.5631,65.7987,61.1809,756975090.4078,1576946537.0000
2014-02-26,455.9,456.0,446.0,448.79,64.11279303,2144300,0.0000,1.0,60.8108,60.5206,68.8376,69.5144,80.3085,2.6252,2.6900,0.0648,30.4412,121.6299,0.0000,95.0000,56.1635,65.4581,60.8108,752887793.1224,1566641827.0000
2014-02-25,450.0,457.79,445.0,453.03,64.71850671,2671500,0.0000,1.0,60.5107,60.1425,71.2155,55.3253,67.9152,2.6090,2.7049,0.0958,29.5506,137.4946,0.0000,100.0000,55.9813,65.0401,60.5107,759522263.9524,1581651942.0000
2014-02-24,435.47,449.69,428.5,447.0,63.857079,3720500,0.0000,1.0,59.9978,59.6608,69.8063,49.8067,60.3196,2.5851,2.6228,0.0377,28.6133,100.3472,5.0000,100.0000,55.1769,64.8187,59.9978,754741130.7342,1562951424.0000
2014-02-21,438.7,438.7,429.6519,432.23,61.74708111,1926200,0.0000,1.0,59.5627,59.2191,65.9245,48.2181,37.7410,2.5757,2.5676,-0.0081,27.8588,74.5589,10.0000,85.0000,54.6436,64.4817,59.5627,735309882.6899,1536907898.0000
2014-02-20,430.35,437.77,429.16,434.95,62.13565215,1709300,0.0000,1.0,59.2519,58.9530,67.4414,61.9288,51.3596,2.5777,2.6746,0.0970,27.4286,84.4624,0.0000,90.0000,54.1424,64.3613,59.2519,741109563.8445,1550391311.0000
2014-02-19,431.67,436.25,427.97,428.23,61.17565311,2290200,0.0000,1.0,58.5289,58.6180,65.5827,71.9588,55.5537,2.5534,2.7328,0.1794,27.0088,82.1640,0.0000,95.0000,51.5179,65.5399,58.5289,736982225.9037,1538426200.0000
2014-02-18,436.96,441.244,428.0,436.85,62.40708045,2215400,0.0000,1.0,57.8180,58.3488,70.4862,82.9776,78.8732,2.5086,2.8650,0.3564,26.6196,102.6924,5.0000,100.0000,49.3030,66.3331,57.8180,752006838.0003,1554457616.0000
2014-02-14,437.06,437.7,431.69,435.51,62.21565207,1712200,0.0000,1.0,57.0551,57.9216,70.1567,86.7459,81.4493,2.4195,2.8667,0.4472,26.2079,101.2643,10.0000,95.0000,47.6352,66.4749,57.0551,746789167.8372,1538949801.0000
2014-02-13,425.69,439.4899,425.001,436.55,62.36422335,2671500,0.0000,1.0,56.3134,57.4696,70.7390,91.6300,88.6102,2.3077,2.8467,0.5390,25.5256,99.2472,0.0000,100.0000,46.3176,66.3093,56.3134,743538548.8805,1550935212.0000
2014-02-12,434.78,434.9,425.54,428.93,61.27565301,2239000,0.0000,1.0,55.5551,56.9543,68.9448,91.4060,90.1782,2.1729,2.7646,0.5917,24.8073,94.9773,5.0000,95.0000,45.2150,65.8951,55.5551,732426964.8738,1532234694.0000
2014-02-11,429.96,435.7586,425.51,433.99,61.99850943,1952500,0.0000,1.0,54.9053,56.4995,71.7191,85.5045,96.1017,2.0250,2.7304,0.7054,24.1829,103.9079,10.0000,100.0000,44.4522,65.3584,54.9053,736747090.8033,1547907709.0000
2014-02-10,429.43,432.37,424.28,430.44,61.49136708,1973200,0.0000,1.0,54.2112,55.9206,70.9397,73.1153,87.9381,1.8486,2.5735,0.7249,23.5256,104.7470,15.0000,100.0000,43.8914,64.5309,54.2112,727796780.8343,1534240196.0000
2014-02-07,413.44,430.5,410.5601,429.98,61.42565286,4703000,0.0000,1.0,53.5090,55.3342,70.8408,63.8727,72.4736,1.6674,2.3874,0.7200,22.9277,101.5266,20.0000,100.0000,43.3566,63.6615,53.5090,720574715.6934,1520427783.0000
2014-02-06,406.42,410.91,400.42,407.91,58.27279887,1836000,0.0000,1.0,52.8452,54.6930,65.4859,64.7309,58.9344,1.4874,2.1219,0.6345,22.3496,75.9780,25.0000,80.0000,43.1231,62.5673,52.8452,689370737.1029,1487506751.0000
2014-02-05,403.15,407.75,398.0,404.42,57.77422794,2394700,0.0000,1.0,52.3672,54.3162,64.5067,73.4877,60.2101,1.3288,2.0731,0.7443,22.3512,77.5453,30.0000,85.0000,42.8211,61.9134,52.3672,683869732.9199,1474654739.0000
2014-02-04,405.45,408.53,397.01,405.91,57.98708487,2580900,0.0000,1.0,51.9035,53.9522,65.2576,82.5280,75.0482,1.1427,2.0315,0.8888,22.4657,87.4429,35.0000,90.0000,42.5540,61.2530,51.9035,678557178.0030,1491417655.0000
2014-02-03,411.9,412.15,400.715,404.38,57.76851366,2877900,0.0000,1.0,51.5725,53.5275,64.8586,87.3487,85.2047,0.9205,1.9271,1.0066,22.5863,104.0283,40.0000,95.0000,42.6489,60.4961,51.5725,668708525.4821,1473351337.0000
2014-01-31,402.31,412.4,402.3,409.33,58.47565581,3375000,0.0000,1.0,51.2777,53.0810,67.2320,87.9614,87.3310,0.6689,1.7881,1.1193,22.5228,124.4650,45.0000,100.0000,42.8147,59.7407,51.2777,675940404.6776,1493496657.0000
2014-01-30,407.1,409.19,401.51,404.67,57.80994219,2625600,0.0000,1.0,50.9454,52.5132,66.1233,88.5653,89.5103,0.3891,1.5127,1.1237,22.3753,135.2109,50.0000,100.0000,43.1429,58.7480,50.9454,666677524.3726,1469871634.0000
2014-01-29,403.12,407.34,398.05,400.42,57.20279994,4138300,0.0000,1.0,50.6847,51.9556,65.1002,87.5131,87.0429,0.1081,1.2070,1.0988,22.3160,144.2525,55.0000,95.0000,43.4925,57.8770,50.6847,669932177.5601,1451492416.0000
2014-01-28,381.32,407.41,380.76,406.77,58.10994189,6227200,0.0000,1.0,50.4459,51.4033,68.0159,86.6481,89.1427,-0.1666,0.8610,1.0275,22.3081,152.9140,60.0000,100.0000,43.8421,57.0498,50.4459,684120012.0488,1480460544.0000
2014-01-27,387.39,391.5,370.56,381.23,54.46137411,4646700,0.0000,1.0,50.1654,50.6973,61.4124,80.1338,86.3536,-0.4234,0.3145,0.7379,22.2998,108.1518,65.0000,90.0000,44.4740,55.8569,50.1654,642623218.8439,1436870101.0000
2014-01-24,383.68,390.7,383.38,386.08,55.15423056,5066700,0.0000,1.0,50.1347,50.3011,63.7882,68.5746,84.4478,-0.6079,-0.0161,0.5918,22.7705,130.3636,70.0000,95.0000,44.5304,55.7390,50.1347,642001882.9891,1469397033.0000
2014-01-23,387.4,395.63,377.49,388.72,55.53137304,13040000,0.0000,1.0,50.0798,49.7902,65.0904,54.0308,69.6000,-0.7559,-0.5084,0.2475,22.6763,136.4444,75.0000,100.0000,44.6547,55.5049,50.0798,651304685.6121,1504863968.0000
2014-01-22,329.5,334.4391,327.351,333.73,47.67566661,6906000,0.0000,1.0,50.0217,49.1859,41.4311,43.9277,51.6759,-0.8178,-1.1677,-0.3500,22.5772,-70.9001,80.0000,10.0000,44.8108,55.2325,50.0217,629566538.2515,1413583877.0000
2014-01-21,332.23,332.4725,320.25,328.71,46.95852447,3602900,0.0000,1.0,50.3212,49.3449,37.7737,40.2324,40.8165,-0.7303,-1.1924,-0.4622,22.1145,-95.3011,85.0000,15.0000,44.9967,55.6458,50.3212,590896855.5502,1365241829.0000
2014-01-17,332.07,334.8198,328.24,330.04,47.14852428,2345300,0.0000,1.0,50.6643,49.5961,38.3769,39.2700,39.2905,-0.6147,-1.1336,-0.5189,21.4673,-91.6711,90.0000,20.0000,45.3665,55.9621,50.6643,581203873.2072,1390462154.0000
2014-01-16,328.41,333.87,322.02,331.68,47.38280976,3019400,0.0000,1.0,50.9943,49.8537,39.1085,35.1004,40.5900,-0.4850,-1.0614,-0.5764,21.1250,-111.2952,95.0000,25.0000,45.7922,56.1964,50.9943,588638707.4357,1406879270.0000
2014-01-15,335.0,338.57,319.07,330.38,47.19709566,5776000,0.0000,1.0,51.3028,50.1138,38.2216,26.6481,37.9294,-0.3409,-0.9776,-0.6367,20.6891,-128.8832,100.0000,30.0000,46.2648,56.3408,51.3028,575315113.9446,1385743449.0000
2014-01-14,341.44,341.6,332.57,337.96,48.27995172,2820000,0.0000,1.0,51.5594,50.4208,41.5757,16.8351,26.7817,-0.1817,-0.8375,-0.6558,20.2303,-114.9914,90.0000,35.0000,46.8735,56.2454,51.5594,568845987.5446,1426175489.0000
2014-01-13,331.13,348.67,331.13,336.81,48.11566617,3891000,0.0000,1.0,51.7809,50.6462,40.8273,11.0501,15.2331,-0.0178,-0.7569,-0.7391,20.3713,-128.7148,95.0000,40.0000,47.3228,56.2391,51.7809,565020402.4671,1406435470.0000
2014-01-10,338.07,338.637,330.53,332.14,47.44852398,2319700,0.0000,1.0,52.0418,50.9126,37.7511,12.6903,8.4904,0.1670,-0.6261,-0.7931,20.5197,-187.1571,100.0000,45.0000,47.8707,56.2129,52.0418,574617028.8559,1379198443.0000
2014-01-09,341.77,343.98,335.0,337.05,48.14995185,2429600,0.0000,1.0,52.2692,51.2772,39.8187,17.2677,9.4267,0.3653,-0.3822,-0.7475,19.8906,-203.8249,100.0000,50.0000,48.6676,55.8709,52.2692,584405445.7169,1395436359.0000
2014-01-08,336.73,345.98,336.52,340.99,48.71280843,2857300,0.0000,1.0,52.4553,51.6064,41.5536,22.6119,20.1537,0.5521,-0.1368,-0.6889,19.4302,-224.7880,100.0000,55.0000,49.3778,55.5328,52.4553,593647674.9997,1412443576.0000
2014-01-07,347.79,347.89,337.07,339.5,48.4999515,5166800,0.0000,1.0,52.5602,51.9110,40.6242,24.1739,22.2228,0.7244,0.1211,-0.6032,19.0156,-253.4515,100.0000,60.0000,49.8830,55.2374,52.5602,594747102.3147,1392442456.0000
2014-01-06,363.23,364.31,353.33,359.57,51.36709149,2214500,0.0000,1.0,52.6669,52.2700,51.0028,26.3023,25.4591,0.8752,0.4702,-0.4049,18.6041,-103.2063,5.0000,65.0000,50.5299,54.8038,52.6669,614669386.1003,1428610092.0000
2014-01-03,364.0,367.4694,362.9,363.1,51.8713767,1545300,0.0000,1.0,52.6561,52.3651,53.2772,26.4660,24.8400,0.9764,0.6171,-0.3593,19.0250,-44.1599,10.0000,70.0000,50.4910,54.8212,52.6561,612551692.7943,1444111607.0000
2014-01-02,366.81,367.58,360.8,362.82,51.83137674,1760800,0.0000,1.0,52.6073,52.4170,53.1196,26.5143,28.6078,1.0662,0.7442,-0.3220,19.9183,-48.3933,15.0000,75.0000,50.3325,54.8821,52.6073,622421885.4748,1433294497.0000
2013-12-31,365.5,369.15,363.63,368.17,52.59566169,1502400,0.0000,1.0,52.6082,52.4787,56.5824,29.3266,25.9502,1.1467,0.8997,-0.2470,20.8587,-13.6233,20.0000,80.0000,50.3345,54.8818,52.6082,627403032.5072,1445620109.0000
2013-12-30,367.62,369.54,359.04,366.99,52.42709043,2153600,0.0000,1.0,52.5778,52.4664,55.9811,41.2558,24.9850,1.2085,1.0073,-0.2012,21.6375,-29.2509,25.0000,85.0000,50.2882,54.8675,52.5778,620620452.1449,1435103299.0000
2013-12-27,377.11,378.75,365.81,367.5,52.4999475,2421200,0.0000,1.0,52.5693,52.4705,56.3013,57.8863,37.0444,1.2588,1.1471,-0.1117,22.4574,24.2133,30.0000,90.0000,50.2762,54.8624,52.5693,612867484.4306,1450178514.0000
2013-12-26,378.11,380.91,375.834,376.93,53.84708901,1752700,0.0000,1.0,52.5335,52.4674,62.5882,71.8229,61.7379,1.2868,1.3014,0.0146,22.8032,96.5273,0.0000,95.0000,50.2150,54.8520,52.5335,625388879.8680,1467126930.0000
2013-12-24,380.76,383.96,377.48,378.39,54.05566023,796800,0.0000,1.0,52.3783,52.3222,63.6333,78.2273,74.8767,1.2831,1.3423,0.0592,22.2533,126.7996,0.0000,100.0000,50.0171,54.7395,52.3783,632359632.8641,1479395842.0000
2013-12-23,378.69,383.43,376.631,380.58,54.36851706,1803500,0.0000,1.0,52.1772,52.1397,65.1844,81.2032,78.8542,1.2683,1.3537,0.0854,21.5066,143.2204,0.0000,100.0000,49.7380,54.6165,52.1772,636370688.3116,1484973447.0000
2013-12-20,376.5,379.69,374.34,375.67,53.66708919,2688200,0.0000,1.0,51.9434,51.9051,63.2779,80.0581,80.9510,1.2469,1.3168,0.0698,20.7453,124.4448,0.0000,95.0000,49.4929,54.3940,51.9434,634330044.2922,1472348935.0000
2013-12-19,374.2,379.86,373.35,376.74,53.81994618,1978500,0.0000,1.0,51.7494,51.7196,64.0035,75.5927,83.8044,1.2295,1.3219,0.0924,20.1192,138.7538,0.0000,100.0000,49.2611,54.2377,51.7494,643791512.4081,1491166353.0000
2013-12-18,373.86,377.0,366.51,376.24,53.74851768,2840200,0.0000,1.0,51.4835,51.4985,63.8193,71.4729,75.4189,1.2064,1.2936,0.0872,19.4601,121.8384,0.0000,95.0000,48.8078,54.1593,51.4835,643217108.6431,1477316840.0000
2013-12-17,366.75,377.7,366.27,374.87,53.55280359,2635500,0.0000,1.0,51.2053,51.2617,63.3310,71.0004,67.5548,1.1846,1.2459,0.0613,18.8983,125.4177,5.0000,100.0000,48.3767,54.0339,51.2053,626216505.3609,1457435421.0000
2013-12-16,369.98,371.0,364.25,366.31,52.32994767,1987300,0.0000,1.0,50.9689,51.0205,60.1371,73.2134,71.4449,1.1692,1.1869,0.0177,18.3070,87.9349,10.0000,95.0000,48.1744,53.7634,50.9689,616903473.9646,1438986903.0000
2013-12-13,376.15,377.0,368.81,368.97,52.70994729,2550700,0.0000,1.0,50.8507,50.8826,61.7242,66.2023,74.0015,1.1648,1.2188,0.0540,17.9988,133.6297,15.0000,100.0000,48.0968,53.6046,50.8507,622323655.7705,1452898016.0000
2013-12-12,363.67,374.84,363.55,373.33,53.33280381,3045500,0.0000,1.0,50.6621,50.6903,64.3695,53.0200,74.1939,1.1513,1.2032,0.0518,17.2921,135.8406,0.0000,100.0000,47.9268,53.3973,50.6621,639480944.7559,1470752933.0000
2013-12-11,364.37,371.16,362.22,363.98,51.99709086,2866700,0.0000,1.0,50.3903,50.4121,60.9610,35.7664,50.4116,1.1384,1.1023,-0.0361,16.6459,107.3856,5.0000,100.0000,47.6907,53.0900,50.3903,623864986.5034,1449434412.0000
2013-12-10,355.05,364.44,353.32,363.1,51.8713767,2012800,0.0000,1.0,50.1743,50.2453,60.6242,25.9987,34.4545,1.1474,1.0934,-0.0540,16.1352,73.6874,0.0000,80.0000,47.3354,53.0131,50.1743,636030837.3312,1429367492.0000
2013-12-09,355.17,359.87,353.61,355.67,50.80994919,1674100,0.0000,1.0,49.9943,50.0741,57.6969,28.2972,22.4332,1.1609,1.0790,-0.0819,15.9317,51.7306,0.0000,85.0000,47.1524,52.8362,49.9943,625336921.6693,1415277878.0000
2013-12-06,361.04,361.33,352.0,354.44,50.63423508,1725100,0.0000,1.0,49.8460,49.9967,57.1965,40.3577,21.1083,1.1814,1.1530,-0.0283,15.9659,55.0357,0.0000,90.0000,46.8827,52.8093,49.8460,629342998.5926,1403559167.0000
2013-12-05,357.8,361.13,353.39,358.06,51.15137742,1970500,0.0000,1.0,49.6490,49.9296,59.1530,61.0298,41.3502,1.1884,1.2486,0.0602,16.0019,73.3838,5.0000,95.0000,46.4104,52.8876,49.6490,635102582.5583,1415634879.0000
2013-12-04,360.59,368.65,356.25,356.27,50.89566339,2770800,0.0000,1.0,49.4888,49.8009,58.4860,77.0106,58.6147,1.1734,1.2998,0.1264,15.9399,102.0959,10.0000,100.0000,46.2463,52.7312,49.4888,632251210.3619,1401841366.0000
2013-12-03,361.89,363.58,356.5,362.94,51.84851958,1914400,0.0000,1.0,49.3833,49.6857,62.0746,88.4483,83.1244,1.1418,1.3723,0.2305,15.6697,120.1434,0.0000,95.0000,46.1939,52.5726,49.3833,651584262.8490,1421236985.0000
2013-12-02,364.88,367.96,359.6101,363.92,51.98851944,1667900,0.0000,1.0,49.2023,49.4580,62.6108,91.0506,89.2928,1.0842,1.3478,0.2636,15.6315,160.4049,5.0000,100.0000,46.1869,52.2176,49.2023,640606195.7021,1434637798.0000
2013-11-29,364.05,367.8,363.01,365.8,52.2570906,1198300,0.0000,1.0,48.9547,49.1917,63.6123,90.4085,92.9278,1.0183,1.2826,0.2644,15.3722,203.2508,0.0000,100.0000,46.0857,51.8238,48.9547,640228805.9802,1446313109.0000
2013-11-27,357.11,363.846,353.54,362.49,51.78423393,2404700,0.0000,1.0,48.6453,48.8690,62.6120,87.9384,90.9313,0.9522,1.1535,0.2014,14.8542,188.8146,0.0000,100.0000,45.9373,51.3533,48.6453,638845381.0700,1437925001.0000
2013-11-26,350.5,356.46,347.57,355.2,50.7428064,2097600,0.0000,1.0,48.3285,48.5621,60.3304,80.2320,87.3665,0.9018,1.0201,0.1183,14.4843,146.3370,0.0000,100.0000,45.6818,50.9753,48.3285,626442007.8792,1421092085.0000
2013-11-25,346.9,352.93,345.01,350.24,50.03423568,1997800,0.0000,1.0,48.1292,48.3326,58.7015,68.7249,85.5173,0.8723,0.9410,0.0687,14.4479,125.4561,5.0000,100.0000,45.6444,50.6141,48.1292,615920964.7769,1406408871.0000
2013-11-22,348.83,350.6,344.0,347.85,49.69280745,2028900,0.0000,1.0,47.8704,48.1535,57.9103,54.6652,67.8123,0.8551,0.8985,0.0434,14.5906,119.5319,10.0000,100.0000,45.1645,50.5763,47.8704,611436000.5067,1392424258.0000
2013-11-21,342.24,348.68,341.67,348.5,49.7856645,2284200,0.0000,1.0,47.7288,47.9914,58.1983,53.9401,52.8450,0.8442,0.8659,0.0216,14.8619,123.5807,15.0000,85.0000,45.1247,50.3329,47.7288,609068948.1734,1406626572.0000
2013-11-20,343.35,346.35,337.65,339.52,48.50280864,2783100,0.0000,1.0,47.6054,47.8026,55.2787,64.2011,43.3382,0.8388,0.8023,-0.0366,15.2470,86.5993,20.0000,90.0000,45.1747,50.0360,47.6054,593900672.8880,1390637157.0000
2013-11-19,340.77,346.82,334.24,337.29,48.18423753,2436800,0.0000,1.0,47.5391,47.7289,54.5294,78.8020,65.6370,0.8480,0.8400,-0.0080,15.7722,76.9691,25.0000,0.0000,45.1378,49.9404,47.5391,605007491.9961,1371155438.0000
2013-11-18,350.0,350.49,339.5,341.77,48.82423689,2892500,0.0000,1.0,47.6655,47.6809,56.3306,79.8838,83.6280,0.8500,0.9084,0.0584,16.3250,104.1109,30.0000,0.0000,44.9027,50.4284,47.6655,613793927.4619,1388213055.0000
2013-11-15,344.6,349.89,343.08,349.76,49.96566432,2878900,0.0000,1.0,47.7600,47.5606,59.6700,72.0918,87.1411,0.8354,0.9173,0.0819,16.6142,130.2217,35.0000,5.0000,44.7291,50.7908,47.7600,625677139.8368,1408460575.0000
2013-11-14,335.79,344.0,335.12,342.57,48.93852249,2872100,0.0000,1.0,47.6438,47.3074,57.5170,61.0128,68.8822,0.8149,0.7991,-0.0158,16.7123,80.7004,40.0000,10.0000,44.7869,50.5007,47.6438,606294218.2509,1388308255.0000
