,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2008-07-28,54.1,55.22,53.25,53.42,38.537919225,23127200,0.0000,1.0,34.0237,34.6766,63.0793,87.7276,70.0807,0.1608,0.6085,0.7693,19.0183,207.7460,80.0000,100.0000,29.8161,38.2312,34.0237,747436777.4290,230363621.0000
2008-07-25,52.98,55.05,52.7,54.45,39.2809753239,34570700,0.0000,1.0,33.7434,34.2702,65.8295,72.6555,50.4420,0.0087,0.4858,0.4945,17.8638,275.4615,85.0000,100.0000,30.0621,37.4247,33.7434,766572480.9822,253490821.0000
2008-07-24,53.0,54.51,51.6,52.43,37.8237196737,106860800,0.0000,1.0,33.4065,33.7427,62.8085,49.8589,31.8071,-0.1127,0.1736,0.0609,16.6753,318.4452,90.0000,100.0000,30.7134,36.0996,33.4065,749654904.3854,218920121.0000
2008-07-23,43.43,45.08,42.75,44.82,32.3337615063,44275500,0.0000,1.0,33.2164,33.3131,45.5934,28.8117,19.0976,-0.1561,-0.1889,-0.3450,15.5080,-122.7318,95.0000,65.0000,31.4048,35.0280,33.2164,795557309.8781,112059321.0000
2008-07-22,44.85,45.98,42.69,44.1,31.8143436507,29561900,0.0000,1.0,33.2687,33.4162,43.2316,16.7507,14.8126,-0.1089,-0.1902,-0.2992,15.8103,-136.8498,100.0000,70.0000,31.5022,35.0352,33.2687,761163037.3437,67783821.0000
2008-07-21,45.33,46.0,44.55,45.28,32.6656118029,14501800,0.0000,1.0,33.4025,33.5848,46.3653,11.7303,17.2902,-0.0614,-0.1220,-0.1834,16.1285,-79.3073,35.0000,0.0000,31.6924,35.1126,33.4025,765386165.9169,97345721.0000
2008-07-18,45.28,45.74,45.01,45.19,32.6006845709,22396700,0.0000,1.0,33.5198,33.6816,46.0821,15.9567,27.1654,-0.0309,-0.0887,-0.1196,16.7082,-85.0628,40.0000,0.0000,31.7093,35.3302,33.5198,765286153.5028,82843921.0000
2008-07-17,47.55,47.9599,45.07,45.56,32.8676076356,31480500,0.0000,1.0,33.7063,33.7954,47.0524,24.1835,41.4416,-0.0087,-0.0212,-0.0298,17.0955,-37.9834,45.0000,5.0000,31.5733,35.8392,33.7063,776637905.5559,105240621.0000
2008-07-16,46.76,47.1,45.91,46.98,33.8920150728,25861900,0.0000,1.0,33.8339,33.8930,50.9648,41.3561,60.2307,-0.0034,0.0614,0.0580,17.4743,-16.7223,50.0000,10.0000,31.6131,36.0548,33.8339,797442987.7192,136721121.0000
2008-07-15,47.62,48.34,45.94,46.9,33.8343019778,28348500,0.0000,1.0,33.8935,33.8931,50.7456,58.7853,72.3026,-0.0187,0.0836,0.0649,18.2208,-0.5553,55.0000,15.0000,31.6068,36.1802,33.8935,776796933.0981,110859221.0000
2008-07-14,48.8,49.26,47.6,47.84,34.5124308447,25793800,0.0000,1.0,33.9887,33.8993,53.4106,80.5507,80.1561,-0.0396,0.1183,0.0787,18.9933,50.2466,60.0000,20.0000,31.5652,36.4121,33.9887,782466633.0974,139207721.0000
2008-07-11,47.59,49.0,47.22,48.33,34.8659235519,23071100,0.0000,1.0,34.0662,33.8348,54.8368,77.5717,75.6860,-0.0692,0.0953,0.0261,19.0060,42.2644,65.0000,25.0000,31.4865,36.6460,34.0662,800801984.9038,165001521.0000
2008-07-10,46.85,48.38,46.48,48.17,34.7504973618,26129600,0.0000,1.0,34.0897,33.7262,54.4596,82.3460,70.1943,-0.0930,0.0157,-0.0774,19.1148,17.9029,70.0000,30.0000,31.4730,36.7063,34.0897,795099016.3669,141930421.0000
2008-07-09,47.66,48.12,46.53,46.58,33.6034495975,24826300,0.0000,1.0,34.0226,33.6184,50.5613,67.1402,55.8647,-0.0970,-0.0996,-0.1966,19.4625,-7.1108,75.0000,35.0000,31.4083,36.6368,34.0226,774745433.2115,115800821.0000
2008-07-08,45.4,47.6,45.4,47.55,34.3032208751,28476300,0.0000,1.0,34.0529,33.6200,53.2006,61.0966,46.3211,-0.0721,-0.1571,-0.2291,19.9285,-18.0074,80.0000,40.0000,31.4447,36.6610,34.0529,798010330.6963,140627121.0000
2008-07-07,46.06,46.59,44.752,45.36,32.7233248979,20156000,0.0000,1.0,34.0370,33.5481,47.3003,39.3574,34.8729,-0.0328,-0.3058,-0.3386,20.6213,-76.9598,85.0000,45.0000,31.4313,36.6428,34.0370,770828407.9686,112150821.0000
2008-07-03,45.55,45.93,44.93,45.05,32.4996866546,8972900,0.0000,1.0,34.1012,33.6349,46.3914,38.5093,29.1943,0.0437,-0.3561,-0.3124,21.6396,-97.8016,90.0000,50.0000,31.5658,36.6366,34.1012,777649426.4676,91994821.0000
2008-07-02,46.11,46.64,45.01,45.05,32.4996866546,23219000,0.0000,1.0,34.2578,33.7544,46.3914,26.7521,18.7284,0.1327,-0.3845,-0.2518,22.4101,-95.5725,95.0000,55.0000,31.7507,36.7648,34.2578,784468830.4672,91994821.0000
2008-07-01,44.25,45.85,44.15,45.82,33.0551751945,30055100,0.0000,1.0,34.3804,33.8865,48.2571,22.3216,15.1108,0.2288,-0.3995,-0.1707,23.2532,-123.7930,100.0000,60.0000,31.9922,36.7686,34.3804,806548247.6423,115213821.0000
2008-06-30,45.71,45.94,44.34,44.37,32.0091253466,21945600,0.0000,1.0,34.4226,33.9740,44.2458,7.1114,11.8034,0.3287,-0.4500,-0.1213,23.7739,-163.6974,100.0000,65.0000,32.1007,36.7445,34.4226,777553915.8754,85158721.0000
2008-06-27,45.11,46.08,44.81,45.65,32.9325348675,26744900,0.0000,1.0,34.5427,34.1808,47.3224,15.8993,13.8072,0.4412,-0.3911,0.0501,24.3912,-154.8791,100.0000,70.0000,32.5010,36.5844,34.5427,798676555.8734,107104321.0000
2008-06-26,46.61,46.85,45.09,45.11,32.5429714759,23792400,0.0000,1.0,34.6470,34.3122,45.8123,12.3995,12.2824,0.5389,-0.3649,0.1740,25.2125,-166.3658,100.0000,75.0000,32.7360,36.5579,34.6470,790042375.5572,80359421.0000
2008-06-25,46.9,47.7765,46.51,47.16,34.0218695367,24585700,0.0000,1.0,34.7952,34.4984,51.0947,13.1228,20.1298,0.6302,-0.2608,0.3693,26.1798,-83.1413,95.0000,80.0000,33.1140,36.4765,34.7952,813294039.1923,104151821.0000
2008-06-24,47.52,47.75,45.79,46.27,33.3798113542,30509900,0.0000,1.0,34.8371,34.5486,48.6528,11.3249,34.5056,0.6954,-0.2327,0.4627,27.3535,-137.9785,100.0000,85.0000,33.1936,36.4805,34.8371,812643726.5605,79566121.0000
2008-06-23,48.91,49.0012,47.73,47.81,34.4907884341,15831500,0.0000,1.0,34.9243,34.6716,53.0032,35.9418,53.7260,0.7536,-0.1131,0.6405,28.5992,-18.1338,0.0000,90.0000,33.4202,36.4284,34.9243,828210002.0725,110076021.0000
2008-06-20,48.41,49.86,47.89,48.53,35.0102062896,37479400,0.0000,1.0,34.9168,34.6906,55.1953,56.2500,64.7532,0.7818,-0.0368,0.7450,29.0068,36.9805,5.0000,95.0000,33.4027,36.4309,34.9168,842048865.1926,125907521.0000
2008-06-19,48.87,50.82,48.79,50.36,36.330393339,25733000,0.0000,1.0,34.8154,34.6570,61.3187,68.9862,73.0350,0.7910,0.0236,0.8147,29.3522,134.6734,10.0000,100.0000,33.0839,36.5470,34.8154,855176167.7287,163386921.0000
2008-06-18,48.35,49.53,48.05,49.1,35.4214120919,24226000,0.0000,1.0,34.6591,34.4808,58.2921,69.0234,80.1304,0.7851,-0.0278,0.7573,29.2289,66.6648,0.0000,90.0000,32.9386,36.3797,34.6591,841105414.0347,137653921.0000
2008-06-17,49.78,49.81,48.44,48.63,35.0823476584,17363500,0.0000,1.0,34.5440,34.3818,57.1027,81.0955,77.9709,0.7921,-0.0264,0.7657,29.5113,78.7079,5.0000,95.0000,32.7369,36.3511,34.5440,830956684.3029,113427921.0000
2008-06-16,49.32,50.18,49.19,49.54,35.7388341147,21733000,0.0000,1.0,34.4922,34.3081,60.2638,90.2722,64.7337,0.7987,0.0010,0.7997,29.5866,137.6951,0.0000,100.0000,32.6904,36.2940,34.4922,843504031.0171,130791421.0000
2008-06-13,49.35,50.0,48.75,49.99,36.0634702744,25822200,0.0000,1.0,34.3914,34.1575,61.8729,62.5450,41.6188,0.7984,-0.0338,0.7646,29.2185,149.2970,0.0000,100.0000,32.6555,36.1273,34.3914,849870263.3403,152524421.0000
2008-06-12,47.8,49.36,47.22,48.98,35.3348424493,42783200,0.0000,1.0,34.2060,33.9569,59.5712,41.3838,29.8610,0.8069,-0.1311,0.6757,28.8823,85.4561,5.0000,55.0000,32.4326,35.9795,34.2060,824461218.5413,126702221.0000
2008-06-11,47.18,47.4,46.3,46.31,33.4086679017,18079500,0.0000,1.0,34.0258,33.8118,52.3466,20.9277,31.8192,0.8397,-0.2130,0.6266,28.7139,-29.7752,0.0000,60.0000,32.0294,36.0222,34.0258,796872052.1848,83919021.0000
2008-06-10,46.53,48.1,46.45,47.42,34.2094370957,19610400,0.0000,1.0,33.9578,33.8543,56.3216,27.2715,44.7716,0.8929,-0.1419,0.7510,29.2136,18.0765,0.0000,65.0000,31.7959,36.1197,33.9578,814622834.0022,101998521.0000
2008-06-09,47.23,47.48,46.3,47.11,33.9857988523,18893500,0.0000,1.0,33.8518,33.8169,55.4235,47.2584,54.9532,0.9284,-0.1112,0.8172,29.6520,5.8675,0.0000,70.0000,31.5467,36.1570,33.8518,811176157.6384,82388121.0000
2008-06-06,49.01,49.11,46.87,47.14,34.007441263,25267200,0.0000,1.0,33.7243,33.7991,55.5285,59.7849,50.9573,0.9562,-0.0436,0.9126,30.3550,45.8627,5.0000,75.0000,31.1921,36.2566,33.7243,804131123.7413,101281621.0000
2008-06-05,48.22,49.39,47.93,49.39,35.6306220615,23046500,0.0000,1.0,33.6094,33.7772,64.1902,57.8161,44.0746,0.9671,0.0518,1.0189,30.7684,101.9634,10.0000,80.0000,30.9345,36.2844,33.6094,823307123.7391,126548821.0000
2008-06-04,46.66,48.56,46.6,48.45,34.9524931945,25562200,0.0000,1.0,33.3932,33.5821,61.8269,35.2709,47.2249,0.9541,0.0204,0.9745,30.5325,69.0274,0.0000,85.0000,30.7077,36.0787,33.3932,800260623.7391,103502321.0000
2008-06-03,48.54,48.55,46.6,46.99,33.8992292097,22860800,0.0000,1.0,33.2473,33.4378,57.7086,39.1369,63.7648,0.9490,0.0237,0.9727,30.5701,55.6772,5.0000,90.0000,30.5995,35.8950,33.2473,777567650.2696,77940121.0000
2008-06-02,48.59,48.69,46.98,47.7,34.4114329284,18561100,0.0000,1.0,33.1317,33.3892,60.7358,67.2669,81.3789,0.9431,0.1204,1.0635,30.6133,78.0251,10.0000,95.0000,30.4071,35.8562,33.1317,791284130.2702,100800921.0000
2008-05-30,49.45,49.5,48.5,48.54,35.0174204265,20200200,0.0000,1.0,33.0048,33.2816,64.5409,84.8906,87.3782,0.9130,0.1988,1.1118,30.4132,129.3372,0.0000,100.0000,30.2942,35.7154,33.0048,794214830.2683,119362021.0000
2008-05-29,48.37,49.3,48.26,49.22,35.5079817345,21431200,0.0000,1.0,32.8488,33.0989,67.8079,91.9792,81.4515,0.8633,0.2322,1.0955,29.0830,150.9649,5.0000,100.0000,30.2631,35.4344,32.8488,812799014.2645,139562221.0000
2008-05-28,48.92,48.94,48.01,48.32,34.8587094151,16655700,0.1600,1.0,32.6261,32.8453,65.6197,85.2648,67.9650,0.8053,0.2036,1.0089,27.7299,153.7144,10.0000,100.0000,30.2352,35.0170,32.6261,794664921.9537,118131021.0000
2008-05-27,48.03,48.96,47.4,48.85,35.1247515455,23223200,0.0000,1.0,32.4564,32.6334,67.4032,67.1104,53.3202,0.7544,0.1954,0.9497,26.3906,175.9710,15.0000,100.0000,30.2487,34.6642,32.4564,800216821.9521,134786721.0000
2008-05-23,45.87,48.1,45.75,47.76,34.3410058099,28220100,0.0000,1.0,32.2565,32.3712,64.7196,51.5199,50.3297,0.7055,0.1278,0.8333,25.0142,147.6348,0.0000,80.0000,30.3477,34.1654,32.2565,780268688.6170,111563521.0000
2008-05-22,46.38,46.45,45.75,45.87,32.9820338463,16485600,0.0000,1.0,32.0940,32.1638,59.1846,41.3303,57.9450,0.6736,0.0788,0.7524,23.7761,99.4285,0.0000,85.0000,30.3791,33.8089,32.0940,760214404.7874,83343421.0000
2008-05-21,46.4,47.35,45.99,46.18,33.2049340096,21791300,0.0000,1.0,31.9966,32.0777,60.6677,58.1388,74.5607,0.6539,0.1227,0.7766,22.9655,154.5490,0.0000,90.0000,30.2732,33.7200,31.9966,771047799.0731,99829021.0000
2008-05-20,46.93,47.01,45.67,46.06,33.1186500754,20302900,0.0000,1.0,31.8424,31.9590,60.3018,74.3658,82.0424,0.6232,0.1503,0.7734,21.9234,162.4759,0.0000,95.0000,30.0293,33.6554,31.8424,786750353.4871,78037721.0000
2008-05-19,46.62,48.36,46.54,47.35,34.0462023681,29011100,0.0000,1.0,31.6802,31.8369,66.6308,91.1773,82.5836,0.5856,0.1813,0.7670,20.9347,279.0140,5.0000,100.0000,29.7751,33.5854,31.6802,795235147.5191,98340621.0000
2008-05-16,45.33,46.95,44.95,46.9001,33.7227095181,31348300,0.0000,1.0,31.5102,31.6044,65.4286,80.5840,77.1237,0.5403,0.1128,0.6531,19.1851,231.7538,10.0000,100.0000,29.8950,33.1253,31.5102,798423180.4839,69329521.0000
2008-05-15,44.12,45.04,44.01,45.0,32.3564753234,15732400,0.0000,1.0,31.3538,31.3814,59.5871,75.9895,72.9658,0.5121,0.0191,0.5312,17.7602,109.6455,15.0000,100.0000,30.0502,32.6574,31.3538,768639160.6551,37981221.0000
2008-05-14,44.82,45.0,44.04,44.13,31.7309168005,15918300,0.0000,1.0,31.2484,31.2788,56.3812,74.7975,66.1997,0.5073,-0.0003,0.5070,17.0696,88.5509,20.0000,100.0000,29.9455,32.5514,31.2484,754128694.6358,22248821.0000
2008-05-13,44.63,44.78,43.89,44.57,32.0472912259,13056700,0.0000,1.0,31.1812,31.2312,58.6152,68.1105,53.2085,0.5074,0.0250,0.5324,16.3634,95.7763,0.0000,65.0000,29.8464,32.5160,31.1812,767062313.3835,38167121.0000
2008-05-12,43.71,44.65,43.47,44.63,32.0904331929,13162700,0.0000,1.0,31.0597,31.1453,58.9177,55.6912,48.8606,0.5011,0.0238,0.5249,15.7329,88.0579,5.0000,70.0000,29.6237,32.4957,31.0597,760167202.1460,51223821.0000
2008-05-09,43.49,44.27,43.4,43.72,31.4361133586,8393500,0.0000,1.0,30.9421,31.0458,55.6182,35.8237,49.2906,0.4952,0.0081,0.5033,15.1356,60.3147,10.0000,75.0000,29.4782,32.4060,30.9421,747450695.3664,38061121.0000
2008-05-08,43.85,44.61,43.56,44.1,31.7093458169,12364000,0.0000,1.0,30.8587,31.0047,57.4486,55.0668,60.5940,0.4931,0.0419,0.5350,14.7042,87.6393,15.0000,80.0000,29.3283,32.3891,30.8587,749669666.6312,46454621.0000
2008-05-07,44.34,44.68,43.47,43.54,31.3066874573,14031000,0.0000,1.0,30.8041,30.9305,55.3934,56.9814,67.3393,0.4827,0.0572,0.5399,14.1138,82.5518,20.0000,85.0000,29.3218,32.2864,30.8041,749316409.4892,34090621.0000
2008-05-06,43.77,44.71,43.38,44.55,32.0329105702,13544600,0.0000,1.0,30.7311,30.8909,60.3910,69.7337,74.4400,0.4684,0.1109,0.5793,13.4924,116.2419,25.0000,90.0000,29.2117,32.2505,30.7311,761723988.0031,48121621.0000
2008-05-05,44.08,44.37,43.62,43.93,31.5871102435,9921600,0.0000,1.0,30.6423,30.7707,58.1913,75.3027,79.1250,0.4406,0.1065,0.5472,12.8382,114.3293,30.0000,95.0000,29.2341,32.0505,30.6423,751438239.1283,34577021.0000
2008-05-02,44.52,44.895,44.01,44.33,31.8747233575,15634700,0.0000,1.0,30.5611,30.6848,60.2418,78.2837,79.0551,0.4140,0.1296,0.5436,12.3047,170.3812,35.0000,100.0000,29.1933,31.9288,30.5611,753157983.1272,44498621.0000
2008-05-01,43.21,44.36,42.83,44.36,31.896294341,14911000,0.0000,1.0,30.4791,30.5595,60.3934,83.7887,79.3604,0.3816,0.1203,0.5019,11.4498,151.3102,40.0000,100.0000,29.2463,31.7119,30.4791,757486233.4093,60133321.0000
2008-04-30,43.68,44.0,43.1,43.19,31.0550259826,15928400,0.0000,1.0,30.3903,30.4188,56.3201,75.0930,75.8732,0.3515,0.0876,0.4391,10.7859,134.8757,45.0000,90.0000,29.3356,31.4449,30.3903,742575233.4093,45222321.0000
2008-04-29,43.22,43.9,43.18,43.76,31.46487467,11307500,0.0000,1.0,30.3457,30.3518,59.1348,79.1996,71.1354,0.3296,0.1087,0.4383,10.2542,185.6298,50.0000,95.0000,29.3326,31.3588,30.3457,755317953.4112,61150721.0000
2008-04-28,43.19,44.01,43.11,43.29,31.1269292611,14297100,0.0000,1.0,30.2903,30.2347,57.4698,73.3268,58.6521,0.3024,0.0867,0.3892,9.7409,213.9884,0.0000,100.0000,29.4165,31.1641,30.2903,748407814.5232,49843221.0000
2008-04-25,43.07,43.48,42.46,43.24,31.0909776218,14281500,0.0000,1.0,30.2080,30.1408,57.2940,60.8796,49.4925,0.2808,0.0744,0.3552,9.2006,188.6344,5.0000,95.0000,29.3550,31.0610,30.2080,756986074.5232,35546121.0000
2008-04-24,41.88,43.92,41.84,43.16,31.0334549991,20446800,0.0000,1.0,30.0966,30.0407,57.0239,41.7500,49.4020,0.2621,0.0482,0.3103,8.8691,187.8033,0.0000,100.0000,29.1561,31.0370,30.0966,749425280.4065,21264621.0000
2008-04-23,42.0,42.31,41.705,41.89,30.1202833621,18246000,0.0000,1.0,29.9729,29.9362,52.4926,45.8480,62.5486,0.2501,0.0042,0.2544,8.5202,39.3028,5.0000,85.0000,28.9146,31.0311,29.9729,743920372.7124,817821.0000
2008-04-22,42.44,42.44,41.25,41.55,29.8758122153,16060500,0.0000,1.0,29.9225,29.9169,51.1835,60.6079,73.4930,0.2491,0.0232,0.2722,8.9657,16.8067,10.0000,90.0000,28.8031,31.0420,29.9225,751007661.9701,-17428179.0000
2008-04-21,42.28,42.7,42.16,42.62,30.6451772952,16523700,0.0000,1.0,29.8956,29.9212,55.7786,81.1899,73.3775,0.2433,0.0727,0.3160,9.4346,101.8310,0.0000,95.0000,28.7474,31.0438,29.8956,758970430.8772,-1367679.0000
2008-04-18,42.59,43.0,42.2,42.55,30.5948450002,29488700,0.0000,1.0,29.7974,29.8450,55.5305,78.6811,59.9087,0.2251,0.0638,0.2888,9.3868,111.8236,0.0000,100.0000,28.5883,31.0065,29.7974,747342641.9883,-17891379.0000
2008-04-17,41.93,42.22,41.43,42.07,30.2497092634,13976900,0.0000,1.0,29.6436,29.7660,53.8434,60.2615,40.3451,0.2091,0.0460,0.2552,9.3115,56.3798,5.0000,75.0000,28.1337,31.1535,29.6436,751028729.4934,-47380079.0000
2008-04-16,41.59,42.45,41.57,42.26,30.3863254926,16010200,0.0000,1.0,29.4918,29.7151,54.6227,40.7834,33.9231,0.1976,0.0460,0.2436,9.6396,72.5727,10.0000,80.0000,27.6771,31.3066,29.4918,742359513.0406,-33403179.0000
2008-04-15,41.44,42.0,40.65,41.19,29.6169604127,10834500,0.0000,1.0,29.4153,29.6445,50.8143,19.9903,34.1985,0.1861,0.0253,0.2114,9.9035,26.6315,15.0000,85.0000,27.6289,31.2017,29.4153,733262808.4937,-49413379.0000
2008-04-14,41.23,41.84,41.0,41.36,29.7391959861,8259300,0.0000,1.0,29.3186,29.6474,51.4662,40.9954,46.3326,0.1798,0.0657,0.2456,10.4227,39.1216,20.0000,90.0000,27.3831,31.2540,29.3186,735429708.4933,-38578879.0000
2008-04-11,42.05,42.37,41.39,41.4,29.7679572975,15012200,0.0000,1.0,29.2420,29.6377,51.6142,41.6096,46.6869,0.1634,0.1098,0.2732,10.7752,62.7390,25.0000,95.0000,27.2586,31.2254,29.2420,736609608.4933,-30319579.0000
2008-04-10,41.61,42.76,41.51,42.58,30.6164159838,16733400,0.0000,1.0,29.2006,29.6240,56.1393,56.3928,53.1410,0.1360,0.1655,0.3015,10.9247,103.3556,30.0000,100.0000,27.2284,31.1729,29.2006,751315437.0668,-15307379.0000
2008-04-09,42.08,42.19,41.18,41.51,29.8470509039,12227900,0.0000,1.0,29.0989,29.5195,52.5562,42.0584,56.9666,0.0946,0.1522,0.2468,11.0140,75.7437,35.0000,85.0000,27.2216,30.9762,29.0989,739401256.2671,-32040779.0000
2008-04-08,41.3,42.27,41.27,42.08,30.2568995913,14403100,0.0000,1.0,29.0239,29.4850,54.8227,60.9719,69.5686,0.0565,0.1953,0.2518,11.3815,99.7194,40.0000,90.0000,27.1522,30.8955,29.0239,743638647.3539,-19812879.0000
2008-04-07,42.11,42.35,41.51,41.67,29.9620961495,12146600,0.0000,1.0,28.9192,29.4038,53.4510,67.8697,77.6126,0.0077,0.2051,0.2128,11.7210,110.5595,45.0000,95.0000,27.1019,30.7366,28.9192,734708725.3527,-34215979.0000
2008-04-04,42.09,42.66,41.72,42.05,30.2353286077,15688900,0.0000,1.0,28.8678,29.3450,54.9192,79.8643,83.4049,-0.0436,0.2335,0.1899,11.9543,150.5957,50.0000,100.0000,27.1143,30.6213,28.8678,742228049.1615,-22069379.0000
2008-04-03,41.71,42.34,41.7,41.89,30.1202833621,15363600,0.0000,1.0,28.8096,29.2513,54.4184,85.1039,82.7853,-0.1020,0.2321,0.1301,12.0926,156.8605,55.0000,95.0000,27.1678,30.4514,28.8096,746901338.5255,-37758279.0000
2008-04-02,42.37,42.46,41.44,41.95,30.1634253292,20230500,0.0000,1.0,28.7956,29.1598,54.6346,85.2463,77.5244,-0.1600,0.2236,0.0637,12.3733,161.3685,60.0000,100.0000,27.1945,30.3966,28.7956,753142801.0288,-22394679.0000
2008-04-01,41.25,42.36,40.84,42.22,30.3575641812,27579300,0.0000,1.0,28.7690,29.0542,55.5788,78.0056,73.1202,-0.2159,0.1894,-0.0265,12.6687,163.7353,65.0000,100.0000,27.2438,30.2941,28.7690,753142801.0316,-2164179.0000
2008-03-31,40.28,41.19,39.75,41.0,29.4803441835,19161800,0.0000,1.0,28.7294,28.9170,52.0196,69.3214,75.0456,-0.2632,0.1023,-0.1610,13.0191,64.8241,70.0000,0.0000,27.3357,30.1231,28.7294,730643898.4000,-29743479.0000
2008-03-28,40.09,41.34,39.87,40.14,28.8619759885,15347400,0.0000,1.0,28.7794,28.8577,49.2992,72.0336,82.3220,-0.2888,0.0478,-0.2410,13.5349,34.0362,75.0000,0.0000,27.2198,30.3389,28.7794,716538684.5130,-48905279.0000
2008-03-27,40.3,40.47,39.69,39.72,28.5599822188,12823400,0.0000,1.0,28.8937,28.8573,47.9295,83.7816,83.1664,-0.3008,0.0242,-0.2766,14.1271,-15.1345,80.0000,0.0000,27.0226,30.7648,28.8937,726248264.1031,-64252679.0000
2008-03-26,40.28,40.63,39.93,40.49,29.1136374632,14585800,0.0000,1.0,29.0400,28.8886,50.2960,91.1509,69.5270,-0.3068,0.0195,-0.2873,14.3668,-1.0624,85.0000,0.0000,26.8634,31.2167,29.0400,738085248.7162,-51429279.0000
2008-03-25,40.55,41.0,39.8,40.8,29.3365376265,22108900,0.0000,1.0,29.1483,28.8649,51.2641,74.5666,51.4437,-0.3117,-0.0414,-0.3531,14.7097,0.1689,90.0000,5.0000,26.7625,31.5341,29.1483,729333768.7162,-36843479.0000
2008-03-24,38.35,40.07,38.35,39.89,28.6822177922,19831400,0.0000,1.0,29.2482,28.8152,48.4997,42.8633,37.1516,-0.3013,-0.1534,-0.4547,15.0707,-55.0429,95.0000,0.0000,26.6788,31.8177,29.2482,714594502.0504,-58952379.0000
2008-03-20,38.11,38.29,36.91,38.27,27.5173846806,37463300,0.0000,1.0,29.3720,28.8292,43.0351,36.9012,38.6945,-0.2630,-0.2481,-0.5111,15.0458,-127.8052,100.0000,5.0000,26.6877,32.0562,29.3720,698913860.1902,-78783779.0000
2008-03-19,39.51,39.71,37.85,37.85,27.2153909109,27989800,0.0000,1.0,29.5163,28.9673,41.5064,31.6904,43.3107,-0.2010,-0.2561,-0.4571,14.1137,-114.4156,100.0000,10.0000,26.9381,32.0945,29.5163,662536452.9439,-116247079.0000
2008-03-18,39.25,40.1915,38.86,40.13,28.8547856606,17890800,0.0000,1.0,29.7098,29.1517,48.1733,47.4920,52.9566,-0.1369,-0.2138,-0.3508,13.4184,-71.4365,75.0000,15.0000,27.2745,32.1451,29.7098,690526252.9439,-88257279.0000
2008-03-17,38.6,39.58,38.46,38.5,27.6827622211,20573300,0.0000,1.0,29.7704,29.1830,41.8272,50.7497,56.1537,-0.0835,-0.2934,-0.3769,13.0303,-119.2002,80.0000,20.0000,27.3631,32.1778,29.7704,674288151.7055,-106148079.0000
2008-03-14,40.36,40.51,38.73,39.23,28.2076561541,27294200,0.0000,1.0,29.8986,29.3409,44.1260,60.6282,49.6154,-0.0101,-0.2752,-0.2854,12.2752,-104.5296,85.0000,25.0000,27.6843,32.1129,29.8986,693391930.2770,-85574779.0000
2008-03-13,39.5,40.5201,38.98,40.25,28.9410695948,17828200,0.0000,1.0,29.9529,29.4602,47.5986,57.0831,37.1691,0.0587,-0.2765,-0.2179,11.5698,-92.0218,90.0000,30.0000,27.8569,32.0488,29.9529,705352310.0553,-58280579.0000
2008-03-12,40.52,40.75,39.56,39.75,28.5815532023,23217300,0.0000,1.0,30.0113,29.5148,45.6051,31.1349,22.4150,0.1278,-0.3310,-0.2032,10.9095,-97.7905,95.0000,35.0000,27.9670,32.0557,30.0113,693777466.0967,-76108779.0000
2008-03-11,39.54,39.92,37.86,39.4227,28.3462137718,29063000,0.0000,1.0,30.0494,29.6130,44.2871,23.2894,19.3609,0.2106,-0.3555,-0.1449,10.4083,-162.3800,100.0000,40.0000,28.0863,32.0126,30.0494,709580838.3679,-99326079.0000
2008-03-10,40.09,40.25,39.02,39.17,28.164514187,16535900,0.0000,1.0,30.1323,29.7464,43.2791,12.8209,18.2751,0.2994,-0.3439,-0.0445,9.4328,-164.3774,100.0000,45.0000,28.3304,31.9342,30.1323,694549906.2327,-128389079.0000
2008-03-07,40.21,40.69,39.5,40.24,28.933879267,17413000,0.0000,1.0,30.2263,29.9129,46.6763,21.9725,21.6664,0.3854,-0.2826,0.1028,8.7932,-137.9775,0.0000,50.0000,28.6647,31.7879,30.2263,707052659.8929,-111853179.0000
2008-03-06,41.31,41.51,40.29,40.43,29.0704954961,13658400,0.0000,1.0,30.2468,30.0160,47.3027,20.0320,19.8715,0.4561,-0.2450,0.2111,8.2952,-95.8793,5.0000,55.0000,28.7439,31.7497,30.2468,702809155.6899,-94440179.0000
2008-03-05,41.27,42.11,40.97,41.4999,29.8397886727,15091200,0.0000,1.0,30.2142,30.1155,50.9610,22.9947,21.1587,0.5173,-0.1851,0.3322,8.0767,-34.0453,10.0000,60.0000,28.5876,31.8409,30.2142,713332840.9358,-80781779.0000
2008-03-04,40.892,41.32,40.34,41.21,29.6313410684,20366500,0.0000,1.0,30.1815,30.1445,49.9649,16.5878,27.2138,0.5636,-0.1598,0.4037,8.1311,-69.7581,15.0000,65.0000,28.5007,31.8624,30.1815,714394520.0946,-95872979.0000
2008-03-03,42.008,42.12,40.6,41.12,29.5666281177,22835700,0.0000,1.0,30.1997,30.1985,49.6634,23.8935,40.7244,0.6035,-0.0932,0.5103,7.7766,-52.4427,20.0000,70.0000,28.5353,31.8642,30.1997,698600091.5210,-116239479.0000
