,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2016-05-02,117.83,118.73,116.57,118.57,118.57,28095168,0.0000,1.0,112.0290,112.6859,62.7290,78.1538,59.2583,1.1724,0.6587,0.5137,12.6974,177.4623,90.0000,85.0000,112.0290,106.4628,117.5952,330613958.7567,3988797378.0000
2016-04-29,116.82,117.84,115.84,117.58,117.58,37140594,0.0000,1.0,111.7280,112.0666,61.4423,61.0564,40.4741,0.7444,0.3954,0.3490,12.2249,183.9785,95.0000,90.0000,111.7280,107.0251,116.4309,306681037.8678,3960702210.0000
2016-04-28,119.575,120.79,116.23,116.73,116.73,87110080,0.0000,1.0,111.6520,111.4862,60.3252,38.5648,27.1043,0.2881,0.0379,0.2502,11.8472,229.1374,100.0000,95.0000,111.6520,107.2933,116.0107,279196998.3078,3923561616.0000
2016-04-27,107.94,108.94,106.31,108.89,108.89,52213107,0.0000,1.0,111.5205,110.9342,46.8251,21.8010,29.8261,-0.2120,-0.4527,0.2407,11.3728,-139.5632,0.0000,100.0000,111.5205,107.6513,115.3897,347203990.5885,3836451536.0000
2016-04-26,110.49,110.5,108.15,108.76,108.76,22521534,0.0000,1.0,111.8110,111.1494,46.5386,20.9472,44.5412,-0.0490,-0.4028,0.3539,10.7959,-106.9529,5.0000,55.0000,111.8110,107.9032,115.7188,296976172.8280,3784238429.0000
2016-04-25,109.87,110.67,109.07,110.1,110.1,21017895,0.0000,1.0,112.1800,111.4009,49.1312,46.7300,66.5755,0.1731,-0.2815,0.4546,10.5467,-84.8676,10.0000,60.0000,112.1800,108.1041,116.2559,307805676.4110,3806759963.0000
2016-04-22,111.21,111.75,109.01,110.56,110.56,38458201,0.0000,1.0,112.3595,111.5378,50.0404,65.9463,77.3941,0.3176,-0.2074,0.5249,10.4772,-75.1470,15.0000,65.0000,112.3595,108.3502,116.3688,301763031.5985,3827777858.0000
2016-04-21,112.55,114.04,112.31,113.44,113.44,20875230,0.0000,1.0,112.4840,111.6408,56.2290,87.0503,78.6492,0.4505,-0.1263,0.5768,10.4041,35.5478,20.0000,70.0000,112.4840,108.5520,116.4160,296710129.2773,3866236059.0000
2016-04-20,112.43,113.27,111.56,112.42,112.42,21027901,0.0000,1.0,112.4390,111.4514,54.3286,79.1856,68.5571,0.3204,-0.2880,0.6083,10.8180,1.0090,25.0000,75.0000,112.4390,108.5313,116.3467,290314827.6010,3845360829.0000
2016-04-19,111.1,112.45,109.16,112.29,112.29,30210455,0.0000,1.0,112.4305,111.3494,54.0872,69.7118,59.2598,0.2535,-0.4268,0.6803,11.3282,-46.2375,30.0000,80.0000,112.4305,108.5219,116.3391,290191857.4197,3824332928.0000
2016-04-18,109.74,110.81,109.2,110.45,110.45,21167199,0.0000,1.0,112.4085,111.2504,50.5752,56.7740,50.8058,0.1777,-0.6094,0.7870,11.6548,-97.9669,35.0000,85.0000,112.4085,108.4921,116.3249,262919805.3377,3794122473.0000
2016-04-15,110.79,110.97,109.2,109.64,109.64,20922803,0.0000,1.0,112.4585,111.3347,48.9418,51.2937,40.9179,0.2657,-0.6737,0.9394,11.5492,-115.1712,40.0000,90.0000,112.4585,108.6186,116.2984,251218682.9091,3772955274.0000
2016-04-14,110.62,112.04,110.26,110.84,110.84,28473322,0.0000,1.0,112.5275,111.5131,51.3292,44.3498,29.1855,0.4566,-0.6513,1.1078,11.4381,-71.9465,45.0000,95.0000,112.5275,108.8463,116.2087,261739188.3724,3793878077.0000
2016-04-13,112.23,112.65,106.52,110.51,110.51,88227393,0.0000,1.0,112.5945,111.5839,50.7009,27.1101,21.3735,0.5714,-0.6992,1.2706,11.5471,-131.4844,50.0000,100.0000,112.5945,108.9906,116.1984,271656862.3274,3765404755.0000
2016-04-12,109.34,111.1645,108.99,110.61,110.61,26248081,0.0000,1.0,112.6025,111.6970,50.8900,16.0965,24.0256,0.7433,-0.7021,1.4454,11.6619,-115.1736,55.0000,95.0000,112.6025,109.0165,116.1885,245030324.4726,3853632148.0000
2016-04-11,110.7,110.91,108.77,108.99,108.99,39762304,0.0000,1.0,112.5665,111.8114,47.8993,20.9139,29.9833,0.9417,-0.6793,1.6210,12.2114,-145.1443,60.0000,0.0000,112.5665,108.8880,116.2450,232168825.1369,3827384067.0000
2016-04-08,114.25,114.33,109.9,110.63,110.63,48497808,0.0000,1.0,112.5875,112.1084,50.8792,35.0665,31.3301,1.3462,-0.4446,1.7908,12.8501,-42.4626,65.0000,0.0000,112.5875,108.9869,116.1881,263755702.1463,3867146371.0000
2016-04-07,113.79,114.89,113.0663,113.64,113.64,20714537,0.0000,1.0,112.4220,112.2640,57.0696,33.9695,31.3958,1.6759,-0.2261,1.9019,13.2522,63.6698,70.0000,0.0000,112.4220,108.2223,116.6217,296270033.9205,3915644179.0000
2016-04-06,112.47,113.81,112.42,113.71,113.71,20814640,0.0000,1.0,112.1155,112.1191,57.2235,24.9543,35.6312,1.7658,-0.1926,1.9585,12.7999,49.2296,75.0000,0.0000,112.1155,107.4474,116.7836,303951802.5081,3936358716.0000
2016-04-05,112.11,113.32,111.9,112.22,112.22,22962365,0.0000,1.0,111.7265,111.9517,54.7576,35.2635,47.2495,1.8478,-0.1588,2.0066,12.5459,28.6610,80.0000,5.0000,111.7265,106.4040,117.0490,286132074.7383,3915544076.0000
2016-04-04,114.07,114.55,111.61,112.55,112.55,48487913,0.0000,1.0,111.4020,111.9234,55.4299,46.6756,57.6009,2.0773,0.0310,2.0463,12.3819,45.7377,85.0000,10.0000,111.4020,105.4816,117.3224,298745204.8087,3938506441.0000
2016-04-01,113.75,116.17,113.35,116.06,116.06,24760504,0.0000,1.0,111.1940,111.8575,63.2804,59.8095,67.3891,2.3064,0.2678,2.0386,12.2093,111.3420,90.0000,15.0000,111.1940,105.1584,117.2296,316227241.4686,3986994354.0000
2016-03-31,114.7,115.01,113.7682,114.1,114.1,21207526,0.0000,1.0,110.8700,111.4151,60.2975,66.3177,77.0585,2.2079,0.2363,1.9716,11.5242,98.7709,95.0000,20.0000,110.8700,105.2314,116.5086,293398407.9934,3962233850.0000
2016-03-30,116.73,116.99,114.355,114.7,114.7,33235184,0.0000,1.0,110.6625,111.1325,61.7564,76.0403,82.4734,2.2496,0.3371,1.9126,11.0206,142.2171,100.0000,25.0000,110.6625,105.2123,116.1127,303272938.1377,3983441376.0000
2016-03-29,113.83,116.32,113.64,116.14,116.14,29825340,0.0000,1.0,110.4185,110.7569,65.3623,88.8175,84.9359,2.2091,0.3808,1.8283,10.3166,166.7297,100.0000,30.0000,110.4185,105.2855,115.5515,327805170.7297,4016676560.0000
2016-03-28,113.32,114.5889,112.95,113.69,113.69,21351751,0.0000,1.0,109.9575,110.1903,61.7527,82.5625,81.2478,1.9785,0.2454,1.7331,9.6968,138.3893,100.0000,35.0000,109.9575,105.3316,114.5834,301986219.6850,3986851220.0000
2016-03-24,112.13,113.09,111.68,113.05,113.05,17839119,0.0000,1.0,109.6690,109.8219,60.7374,83.4278,78.6034,1.9050,0.2332,1.6717,9.3762,116.5154,95.0000,40.0000,109.6690,105.2975,114.0405,304056384.5723,3965499469.0000
2016-03-23,112.01,113.19,112.0,112.54,112.54,18561974,0.0000,1.0,109.4200,109.4821,59.9321,77.7532,74.2984,1.8485,0.2351,1.6134,9.3547,128.9656,100.0000,0.0000,109.4200,105.2864,113.5536,287229414.1681,3947660350.0000
2016-03-22,111.36,112.88,111.17,112.25,112.25,19001076,0.0000,1.0,109.1370,109.1602,59.4832,74.6291,73.7809,1.8015,0.2469,1.5546,9.2473,123.8823,100.0000,5.0000,109.1370,105.1233,113.1507,288945226.8907,3929098376.0000
2016-03-21,111.66,112.37,111.03,111.85,111.85,18447974,0.0000,1.0,108.7975,108.8350,58.8796,70.5129,77.4866,1.7449,0.2520,1.4929,9.1981,121.9739,90.0000,10.0000,108.7975,104.7460,112.8490,283944943.7329,3910097300.0000
2016-03-18,111.56,112.42,110.27,111.45,111.45,36256877,0.0000,1.0,108.5630,108.5176,58.2892,76.2007,85.6300,1.6879,0.2580,1.4299,9.2497,121.9695,95.0000,0.0000,108.5630,104.7071,112.4189,279814800.3000,3891649326.0000
2016-03-17,112.15,112.69,110.73,111.02,111.02,24241247,0.0000,1.0,108.2190,108.2089,57.6685,85.7462,92.3836,1.6314,0.2660,1.3654,9.3039,136.7818,100.0000,5.0000,108.2190,104.2295,112.2085,276273430.9186,3855392449.0000
2016-03-16,110.49,112.5,110.1,112.18,112.18,24744778,0.0000,1.0,107.8415,107.9130,59.9549,94.9430,90.9196,1.5793,0.2803,1.2989,9.2578,157.3079,100.0000,0.0000,107.8415,103.5651,112.1179,293341247.6839,3879633696.0000
2016-03-15,109.11,110.83,108.84,110.67,110.67,17618460,0.0000,1.0,107.4925,107.4639,57.8903,96.4615,81.9601,1.3717,0.1428,1.2288,9.2432,117.7196,100.0000,0.0000,107.4925,103.5642,111.4208,275195077.1506,3854888918.0000
2016-03-14,109.28,110.33,108.77,109.89,109.89,17249365,0.0000,1.0,107.0395,107.1264,56.7973,81.3541,64.1697,1.2405,0.0474,1.1931,9.5305,107.4817,60.0000,5.0000,107.0395,102.6223,111.4567,260409736.3466,3837270458.0000
2016-03-11,108.48,109.42,107.92,109.41,109.41,20697553,0.0000,1.0,106.6455,106.8355,56.1316,68.0647,47.5977,1.1344,-0.0468,1.1813,9.9262,87.0423,65.0000,0.0000,106.6455,101.9206,111.3704,252890782.3722,3820021093.0000
2016-03-10,107.91,108.66,105.7699,107.32,107.32,24854284,0.0000,1.0,106.2705,106.5645,53.1452,43.0904,34.3940,1.0315,-0.1615,1.1930,10.3849,37.5599,70.0000,5.0000,106.2705,101.2987,111.2423,232469196.7456,3799323540.0000
2016-03-09,106.7,107.51,105.49,107.51,107.51,20493305,0.0000,1.0,105.9545,106.4850,53.4595,31.6380,35.0256,1.0978,-0.1356,1.2334,10.7250,30.2610,75.0000,0.0000,105.9545,100.5089,111.4001,230662378.6187,3824177824.0000
2016-03-08,104.78,107.37,104.4,105.93,105.93,25204666,0.0000,1.0,105.5560,106.3771,51.1785,28.4534,47.3113,1.1472,-0.1201,1.2673,10.8638,11.0321,80.0000,5.0000,105.5560,99.4926,111.6194,210169073.6187,3803684519.0000
2016-03-07,108.07,108.07,104.72,105.73,105.73,31534055,0.0000,1.0,105.2470,106.4241,50.8890,44.9853,66.9744,1.3544,0.0571,1.2973,10.9834,23.6890,85.0000,10.0000,105.2470,98.6822,111.8118,209405295.8611,3778479853.0000
2016-03-04,110.05,110.05,107.93,108.39,108.39,24938858,0.0000,1.0,105.1640,106.4972,55.0098,68.4953,79.7737,1.6195,0.3365,1.2830,11.1585,88.5232,0.0000,15.0000,105.1640,98.5837,111.7443,221924786.3537,3810013908.0000
2016-03-03,110.25,110.3,108.54,109.58,109.58,21353092,0.0000,1.0,105.2690,106.2980,56.9704,87.4426,83.5523,1.6635,0.4646,1.1989,11.6248,100.1324,0.0000,20.0000,105.2690,98.4245,112.1135,236041121.0706,3834952766.0000
2016-03-02,109.68,110.55,108.77,109.95,109.95,25670170,0.0000,1.0,105.4245,105.9525,57.5765,83.3831,80.6920,1.5744,0.4916,1.0827,12.0088,98.2431,0.0000,25.0000,105.4245,98.0727,112.7763,232158740.7070,3856305858.0000
2016-03-01,107.83,109.82,107.6,109.82,109.82,26817309,0.0000,1.0,105.6575,105.5317,57.4253,79.8311,80.9152,1.4000,0.4401,0.9598,12.3738,70.5390,5.0000,30.0000,105.6575,97.4960,113.8190,223794303.2913,3830635688.0000
2016-02-29,107.6,108.9101,106.75,106.92,106.92,32778992,0.0000,1.0,105.9210,105.0803,53.9470,78.8618,80.9068,1.1702,0.3204,0.8498,12.8681,30.2396,10.0000,35.0000,105.9210,96.9398,114.9022,196976994.2913,3803818379.0000
2016-02-26,108.7,109.45,107.16,107.92,107.92,26686193,0.0000,1.0,106.1855,104.8866,55.4305,84.0526,80.0327,1.1553,0.3856,0.7697,13.5255,36.7378,15.0000,40.0000,106.1855,96.7998,115.5712,224596569.0050,3836597371.0000
2016-02-25,107.11,108.07,105.61,108.07,108.07,29906278,0.0000,1.0,106.2450,104.5673,55.6486,79.8061,77.1290,1.0176,0.3443,0.6733,14.1561,20.2303,20.0000,0.0000,106.2450,96.8011,115.6889,233569655.7343,3863283564.0000
2016-02-24,104.21,106.95,102.74,106.88,106.88,34412437,0.0000,1.0,105.5640,104.1986,54.2934,76.2394,75.6416,0.8117,0.2245,0.5872,14.7825,-0.2161,25.0000,5.0000,105.5640,94.8640,116.2640,203663377.7343,3833377286.0000
2016-02-23,106.85,107.47,105.12,105.46,105.46,25319315,0.0000,1.0,105.0870,103.9164,52.6533,75.3414,76.0104,0.6583,0.1272,0.5311,15.2768,13.6042,30.0000,10.0000,105.0870,93.8282,116.3458,170395297.3091,3798964849.0000
2016-02-22,105.49,108.25,105.34,107.16,107.16,35709714,0.0000,1.0,104.6645,103.7539,54.8935,75.3440,74.7460,0.5976,0.0982,0.4993,16.0360,31.5482,35.0000,15.0000,104.6645,92.8719,116.4571,188388172.2240,3824284164.0000
2016-02-19,102.55,105.02,102.06,104.57,104.57,32404516,0.0000,1.0,104.2035,103.3954,51.9337,77.3459,73.2740,0.3382,-0.1366,0.4748,16.8042,-4.5342,40.0000,0.0000,104.2035,92.1199,116.2871,179430065.2756,3788574450.0000
2016-02-18,105.8,106.0,103.03,103.47,103.47,29593508,0.0000,1.0,103.6830,103.2717,50.6265,71.5481,65.3005,0.2660,-0.2429,0.5089,17.3054,5.6183,45.0000,0.0000,103.6830,90.8347,116.5313,156878273.7350,3756169934.0000
2016-02-17,101.94,105.72,100.4,105.2,105.2,44073369,0.0000,1.0,103.2270,103.2508,52.7707,70.9279,55.9113,0.2819,-0.2877,0.5696,17.9594,7.2302,50.0000,5.0000,103.2270,89.7489,116.7051,177703334.9202,3785763442.0000
2016-02-16,103.8,103.93,100.24,101.61,101.61,45687224,0.0000,1.0,102.7300,103.0457,48.4680,53.4254,41.4044,0.1220,-0.5196,0.6416,18.6083,-9.4648,55.0000,10.0000,102.7300,88.8525,116.6075,142245812.4916,3741690073.0000
2016-02-12,103.74,104.24,101.09,102.01,102.01,36176760,0.0000,1.0,102.3980,103.1968,48.9399,43.3804,29.5635,0.2817,-0.4898,0.7715,19.0389,0.4479,60.0000,15.0000,102.3980,88.1173,116.6787,154008105.9334,3787377297.0000
2016-02-11,99.6,105.11,98.88,101.91,101.91,43670634,0.0000,1.0,102.2160,103.3217,48.8216,27.4074,18.6854,0.4406,-0.4533,0.8939,19.5908,-1.5401,65.0000,20.0000,102.2160,87.8278,116.6042,169053044.2191,3751200537.0000
2016-02-10,101.55,103.25,100.24,101.0,101.0,45179370,0.0000,1.0,101.8925,103.4703,47.7751,17.9026,13.5951,0.6473,-0.3600,1.0072,20.1717,-3.8306,70.0000,25.0000,101.8925,87.2035,116.5815,170244698.7584,3707529903.0000
2016-02-09,97.14,102.4,96.82,99.54,99.54,62709018,0.0000,1.0,101.8110,103.7303,46.0951,10.7462,17.2600,0.9943,-0.1030,1.0972,20.5370,-21.9636,75.0000,30.0000,101.8110,87.0851,116.5369,192609237.3963,3662350533.0000
2016-02-08,100.41,102.68,97.46,99.75,99.75,71229746,0.0000,1.0,101.7095,104.1714,46.2986,12.1365,32.3179,1.5714,0.4484,1.1230,20.8080,-16.6723,80.0000,35.0000,101.7095,86.8947,116.5243,194182581.9339,3725059551.0000
2016-02-05,109.51,109.58,103.18,104.07,104.07,76894741,0.0000,1.0,101.5885,104.6368,50.6706,28.8974,55.6024,2.2637,1.2528,1.0109,21.1548,40.6604,85.0000,40.0000,101.5885,86.6724,116.5046,202915730.8688,3796289297.0000
2016-02-04,111.8,111.94,109.25,110.49,110.49,38890199,0.0000,1.0,101.2810,104.6965,58.4651,55.9197,77.1840,2.6746,1.9770,0.6977,22.1201,96.3813,90.0000,45.0000,101.2810,86.3287,116.2333,258424122.0282,3873184038.0000
2016-02-03,115.27,115.3407,109.75,112.69,112.69,56919324,0.0000,1.0,100.9050,104.0867,61.5472,81.9901,90.3272,2.5065,2.3031,0.2034,22.6406,132.9639,95.0000,50.0000,100.9050,86.5309,115.2791,261460159.8683,3912074237.0000
2016-02-02,114.8,117.59,113.2,114.61,114.61,59778571,0.0000,1.0,100.4070,103.1811,64.3602,93.6421,86.9589,2.0315,2.4039,-0.3723,23.1160,189.3388,100.0000,55.0000,100.4070,87.0462,113.7678,258514775.4919,3968993561.0000
2016-02-01,112.27,115.72,112.01,115.09,115.09,46132726,0.0000,1.0,99.7875,101.9780,65.0665,95.3494,77.7309,1.2002,2.1735,-0.9733,23.0938,229.3369,100.0000,60.0000,99.7875,88.0705,111.5045,279893444.3917,4028772132.0000
2016-01-29,108.99,112.84,108.84,112.21,112.21,62739548,0.0000,1.0,99.2660,100.5978,62.7355,71.8854,66.0676,0.0728,1.5895,-1.5167,23.2602,223.3809,100.0000,65.0000,99.2660,89.5647,108.9673,249428436.6558,3982639406.0000
2016-01-28,107.2,110.34,104.81,109.11,109.11,107475327,0.0000,1.0,98.9665,99.3755,60.0067,65.9581,70.2066,-1.0741,0.8400,-1.9141,23.7473,185.6820,100.0000,70.0000,98.9665,90.6047,107.3283,206451846.2758,3919899858.0000
2016-01-27,97.79,97.85,94.23,94.45,94.45,58699359,0.0000,1.0,98.8740,98.3508,40.3988,60.3593,73.1645,-2.2066,-0.0825,-2.1241,24.5545,-69.4634,5.0000,75.0000,98.8740,90.9327,106.8153,146786520.0751,3812424531.0000
2016-01-26,97.76,97.88,95.66,97.34,97.34,26877080,0.0000,1.0,99.4480,98.7614,44.4832,84.3024,74.5283,-2.1273,-0.0239,-2.1034,24.1367,-45.5415,10.0000,80.0000,99.4480,91.2146,107.6814,198351150.3569,3871123890.0000
2016-01-25,98.72,99.48,96.93,97.01,97.01,32482015,0.0000,1.0,99.8320,98.9110,43.8676,74.8318,60.8062,-2.2894,-0.1920,-2.0975,23.8784,-34.7439,15.0000,85.0000,99.8320,91.3162,108.3478,184549406.5731,3844246810.0000
2016-01-22,96.41,98.07,95.49,97.94,97.94,30495387,0.0000,1.0,100.2130,99.1111,45.2098,64.4505,48.0827,-2.4295,-0.3800,-2.0495,23.7745,-49.7822,20.0000,90.0000,100.2130,91.5556,108.8704,214993334.3574,3876728825.0000
2016-01-21,94.91,95.99,92.62,94.16,94.16,30518939,0.0000,1.0,100.5915,99.2344,37.8696,43.1363,41.9744,-2.6676,-0.7131,-1.9545,23.3350,-102.7445,25.0000,95.0000,100.5915,91.7058,109.4772,187571125.8923,3846233438.0000
2016-01-20,92.83,95.0,89.37,94.35,94.35,59051429,0.0000,1.0,101.1220,99.7685,38.1135,36.6614,39.5413,-2.5478,-0.7716,-1.7762,22.3502,-138.9150,30.0000,100.0000,101.1220,92.5751,109.6689,190197384.7380,3876752377.0000
2016-01-19,96.53,97.42,93.92,95.26,95.26,30998256,0.0000,1.0,101.6065,100.3389,39.2637,46.1255,41.0995,-2.3772,-0.7939,-1.5833,21.0507,-113.3181,0.0000,90.0000,101.6065,93.5665,109.6465,144781276.8215,3935803806.0000
2016-01-15,93.98,96.38,93.54,94.97,94.97,46132781,0.0000,1.0,102.1545,100.8735,38.7036,35.8369,34.2233,-2.2175,-0.8327,-1.3848,20.1882,-140.6771,5.0000,95.0000,102.1545,94.4317,109.8773,152043725.3700,3904805550.0000
2016-01-14,95.85,98.87,92.45,98.37,98.37,48658623,0.0000,1.0,102.7455,101.4950,43.1334,41.3362,30.8585,-1.9520,-0.7753,-1.1767,18.9838,-132.3168,10.0000,100.0000,102.7455,95.5193,109.9717,151718846.6306,3950938331.0000
2016-01-13,100.58,100.58,95.21,95.44,95.44,33410553,0.0000,1.0,103.0545,101.8239,37.2541,25.4967,21.1602,-1.9308,-0.9480,-0.9828,17.7161,-143.3980,15.0000,100.0000,103.0545,96.0789,110.0301,110639448.3969,3902279708.0000
2016-01-12,99.0,99.96,97.55,99.37,99.37,28395390,0.0000,1.0,103.5155,102.4959,42.9066,25.7426,18.7011,-1.5774,-0.8316,-0.7458,16.7077,-123.3170,20.0000,95.0000,103.5155,97.4552,109.5758,141188017.3411,3935690261.0000
2016-01-11,97.91,98.6,95.39,97.51,97.51,29932385,0.0000,1.0,103.6530,102.8249,38.7265,12.2412,19.8113,-1.5035,-0.9655,-0.5380,15.9655,-196.7251,25.0000,100.0000,103.6530,97.8561,109.4499,126695764.3535,3907294871.0000
2016-01-08,99.88,100.5,97.0311,97.33,97.33,35402298,0.0000,1.0,104.0485,103.3844,38.3113,18.1195,28.0802,-1.1979,-0.9014,-0.2966,14.7985,-209.8855,30.0000,100.0000,104.0485,98.9440,109.1530,117091291.9080,3877362486.0000
2016-01-07,100.5,101.43,97.3,97.92,97.92,45172906,0.0000,1.0,104.4120,104.0217,39.1371,29.0733,30.1680,-0.7722,-0.7009,-0.0712,13.7935,-252.7969,35.0000,100.0000,104.4120,100.3425,108.4815,146392666.3460,3912764784.0000
2016-01-06,101.13,103.77,100.9,102.97,102.97,25096183,0.0000,1.0,104.8405,104.6640,47.4554,37.0479,31.2188,-0.2776,-0.3816,0.1040,12.7732,-134.0828,40.0000,90.0000,104.8405,101.9664,107.7146,178002762.7964,3957937690.0000
2016-01-05,102.89,103.7099,101.665,102.73,102.73,23258238,0.0000,1.0,104.9725,104.8423,46.9463,24.3828,35.9130,-0.1564,-0.3558,0.1994,12.2591,-150.4088,45.0000,95.0000,104.9725,102.2139,107.7311,166897483.2110,3932841507.0000
2016-01-04,101.95,102.24,99.75,102.22,102.22,37912403,0.0000,1.0,105.1450,105.0646,45.8879,32.2256,54.5945,0.0249,-0.2635,0.2884,11.8533,-269.8775,50.0000,100.0000,105.1450,102.5418,107.7482,165929574.7295,3909583269.0000
2015-12-31,106.0,106.17,104.62,104.66,104.66,18391064,0.0000,1.0,105.2530,105.3641,50.4636,51.1306,69.1804,0.3079,-0.0463,0.3542,11.0187,-10.7655,0.0000,40.0000,105.2530,102.9868,107.5192,128626206.3158,3947495672.0000
2015-12-30,107.0,107.25,106.06,106.22,106.22,13115007,0.0000,1.0,105.3235,105.4382,53.7170,80.4274,70.4857,0.4162,0.0504,0.3658,11.1098,98.8866,5.0000,45.0000,105.3235,103.0478,107.5992,146068054.1094,3965886736.0000
2015-12-29,106.42,107.74,106.25,107.26,107.26,17179901,0.0000,1.0,105.3685,105.3559,56.0036,75.9831,56.8249,0.3895,0.0363,0.3532,11.5737,150.8668,10.0000,50.0000,105.3685,102.9903,107.7467,155656336.5380,3979001743.0000
2015-12-28,105.02,105.98,104.53,105.93,105.93,13069733,0.0000,1.0,105.2175,105.1555,53.6042,55.0465,42.5012,0.2439,-0.1002,0.3441,12.1123,25.1466,15.0000,55.0000,105.2175,102.9584,107.4766,149545365.0413,3961821842.0000
2015-12-24,104.74,105.32,104.5,105.02,105.02,6512134,0.0000,1.0,105.1935,105.0739,51.8990,39.4450,36.9562,0.1900,-0.1792,0.3692,12.1781,-24.1140,20.0000,60.0000,105.1935,102.9551,107.4319,137376992.9379,3948752109.0000
2015-12-23,105.89,106.11,103.86,104.63,104.63,19599673,0.0000,1.0,105.2130,105.0796,51.1684,33.0120,39.9063,0.2110,-0.2030,0.4140,12.0454,-34.6840,25.0000,65.0000,105.2130,102.9742,107.4518,135629835.0354,3942239975.0000
2015-12-22,105.22,105.6601,104.81,105.51,105.51,14597122,0.0000,1.0,105.2685,105.1269,52.8906,38.4115,52.3872,0.2745,-0.1903,0.4647,11.9056,4.6102,30.0000,70.0000,105.2685,103.0352,107.5018,141814620.7377,3961839648.0000
2015-12-21,104.91,105.15,103.6,104.77,104.77,16138786,0.0000,1.0,105.3405,105.0866,51.5889,48.2953,65.4051,0.2619,-0.2504,0.5123,11.9700,-72.8550,35.0000,75.0000,105.3405,102.9909,107.6901,132372252.3248,3947242526.0000
2015-12-18,106.08,106.59,103.97,104.04,104.04,35994199,0.0000,1.0,105.4680,105.1199,50.3020,70.4549,73.2439,0.3174,-0.2575,0.5749,11.8944,-51.9425,40.0000,80.0000,105.4680,102.9832,107.9528,124146677.5248,3931103740.0000
2015-12-17,107.49,107.75,106.13,106.22,106.22,21675686,0.0000,1.0,105.5790,105.2336,54.4050,77.4651,63.6438,0.4580,-0.1813,0.6393,11.8934,91.7647,45.0000,85.0000,105.5790,103.1618,107.9962,158217522.3797,3967097939.0000
2015-12-16,105.37,107.09,104.19,106.79,106.79,22680547,0.0000,1.0,105.6565,105.1298,55.5301,71.8117,49.7835,0.4087,-0.2759,0.6846,12.3830,34.4532,50.0000,90.0000,105.6565,103.0687,108.2443,177484798.8242,3988773625.0000
2015-12-15,105.3,105.8,104.28,104.55,104.55,21764331,0.0000,1.0,105.5735,104.9550,51.8095,41.6546,34.4547,0.2819,-0.4717,0.7536,12.7272,-54.3545,55.0000,0.0000,105.5735,103.0304,108.1166,159496778.7897,3966093078.0000
2015-12-14,102.285,104.74,101.46,104.66,104.66,24813496,0.0000,1.0,105.5480,104.9977,52.0126,35.8841,36.3459,0.3439,-0.5276,0.8715,12.7413,-130.5059,0.0000,5.0000,105.5480,102.9546,108.1414,173529044.8292,3987857409.0000
2015-12-11,104.15,104.34,101.91,102.12,102.12,26427727,0.0000,1.0,105.5125,105.0332,47.4998,25.8252,40.6846,0.4070,-0.5964,1.0034,12.4523,-217.7819,0.0000,10.0000,105.5125,102.8529,108.1721,149925963.2682,3963043913.0000
2015-12-10,105.05,106.4,104.41,105.42,105.42,17454312,0.0000,1.0,105.8075,105.3399,53.7370,47.3282,52.0859,0.7401,-0.4124,1.1525,12.2391,-32.3862,0.0000,15.0000,105.8075,103.4240,108.1910,171785934.9842,3989471640.0000
2015-12-09,106.18,106.44,103.55,104.6,104.6,23517268,0.0000,1.0,105.9870,105.3314,52.2571,48.9002,51.1895,0.8186,-0.4370,1.2556,12.5663,-75.7362,5.0000,20.0000,105.9870,103.2350,108.7390,171522804.6526,3972017328.0000
2015-12-08,104.0,106.91,103.95,106.49,106.49,20401791,0.0000,1.0,106.1525,105.4084,56.1931,60.0292,50.4560,0.9903,-0.3745,1.3648,12.9108,-21.0219,10.0000,25.0000,106.1525,103.3563,108.9487,177951400.4034,3995534596.0000
2015-12-07,106.48,106.83,104.66,105.61,105.61,15474890,0.0000,1.0,106.1525,105.2946,54.6833,44.6389,50.1453,1.0027,-0.4558,1.4585,13.3647,-29.5447,15.0000,30.0000,106.1525,103.3563,108.9487,163339306.8494,3975132805.0000
2015-12-04,104.81,107.73,104.11,106.18,106.18,21224721,0.0000,1.0,106.2268,105.2614,55.8681,46.6998,53.9248,1.0934,-0.4790,1.5724,14.0044,-14.2118,0.0000,35.0000,106.2268,103.4133,109.0402,165264753.9922,3990607695.0000
2015-12-03,106.27,106.85,103.35,104.38,104.38,23236485,0.0000,1.0,106.3558,105.1647,52.8002,59.0971,54.2200,1.1354,-0.5568,1.6922,14.6777,-87.7077,5.0000,40.0000,106.3558,103.3338,109.3777,162215899.0420,3969382974.0000
2015-12-02,107.0,107.92,105.79,106.07,106.07,24429063,0.0000,1.0,106.3338,105.2472,56.2905,55.9774,42.6265,1.3556,-0.4758,1.8314,15.1879,14.8962,10.0000,45.0000,106.3338,103.2489,109.4186,171776052.8705,3992619459.0000
2015-12-01,104.83,107.15,104.5,107.12,107.12,22781868,0.0000,1.0,106.1593,105.1606,58.5760,47.5855,34.9064,1.4450,-0.5054,1.9503,15.7050,5.9194,15.0000,50.0000,106.1593,102.6666,109.6519,189782451.4198,4017048522.0000
